,names,pvals,logfoldchanges,condition,cellline
4278371,PRKD1,3.81349459076078e-18,0.195133626461029,resveratrol,PC3
4278372,NR2C1,6.1346062776746774e-18,0.2097777277231216,resveratrol,PC3
4278373,TNS2,7.298126885172683e-18,0.1984947174787521,resveratrol,PC3
4278374,OLIG2,8.601388674625807e-18,0.1277350038290023,resveratrol,PC3
4278375,RAB25,1.138420326028583e-17,0.102604404091835,resveratrol,PC3
4278376,KLK6,2.120846068218765e-17,0.1484389901161193,resveratrol,PC3
4278377,SPAG7,2.2282482374095813e-17,0.1133003160357475,resveratrol,PC3
4278378,TOR1B,4.025859628812131e-17,-0.1331912279129028,resveratrol,PC3
4278379,GAS1,8.364218689739181e-17,0.1625778377056121,resveratrol,PC3
4278380,ACAA1,8.88956565142159e-17,0.1478675454854965,resveratrol,PC3
4280361,RFC4,1.3971023841330377e-22,0.1702805757522583,fluorouracil,PC3
4280362,DONSON,1.7376264484217838e-20,0.2261389195919037,fluorouracil,PC3
4280363,POLR2K,3.142274850892807e-18,0.1450185328722,fluorouracil,PC3
4280364,SSR3,5.160222673267001e-18,0.2121048271656036,fluorouracil,PC3
4280365,FYB1,1.0838956082347622e-17,0.1819764077663421,fluorouracil,PC3
4280366,UBE2A,5.916083579931842e-17,0.149580031633377,fluorouracil,PC3
4280367,OXR1,6.696337630842875e-17,0.1411098688840866,fluorouracil,PC3
4280368,RBM12B,8.104863890959915e-17,0.2114556282758712,fluorouracil,PC3
4280369,ETV1,3.9629465611366923e-16,0.1401462107896804,fluorouracil,PC3
4280370,APOL2,2.6339811275953256e-15,0.1460217386484146,fluorouracil,PC3
4280371,MIS12,2.733619912586933e-15,0.1551178693771362,fluorouracil,PC3
4280372,DHFR,3.747622736561023e-15,0.1919339001178741,fluorouracil,PC3
4280373,EIF2AK2,3.803402533847869e-15,0.2120557129383087,fluorouracil,PC3
4280374,U2SURP,4.119036929759576e-15,0.1534016579389572,fluorouracil,PC3
4280375,TMF1,5.4967625701627516e-15,0.2591048181056976,fluorouracil,PC3
4280376,S100A4,5.710677588263096e-15,0.1600971221923828,fluorouracil,PC3
4280377,UBA3,7.187849669029289e-15,0.1432972252368927,fluorouracil,PC3
4280378,ZNF136,1.2410242617743135e-14,0.2046282440423965,fluorouracil,PC3
4280379,PRNP,1.3227403379523782e-14,0.1367372572422027,fluorouracil,PC3
4280380,TUBGCP3,2.0661698643497097e-14,0.2172940224409103,fluorouracil,PC3
4282361,SERPINE1,1.2022419067146516e-05,0.3331670463085174,batimastat,PC3
4282362,SSX3,1.569823039442441e-05,-0.5165281295776367,batimastat,PC3
4282363,PLCB1,4.212047273227455e-05,-0.5319275259971619,batimastat,PC3
4282364,MOCS3,4.324288203076497e-05,-0.447867214679718,batimastat,PC3
4282365,CPN1,4.486200607587516e-05,-0.6406344771385193,batimastat,PC3
4282366,CHN2,4.981084070955666e-05,-0.3542634546756744,batimastat,PC3
4282367,SLC6A15,5.413804442124943e-05,-0.3371785283088684,batimastat,PC3
4282368,ELK4,5.4988074637044e-05,-0.5903549790382385,batimastat,PC3
4282369,RGS2,5.643295325267269e-05,-0.2083630859851837,batimastat,PC3
4282370,TRO,6.290346881091988e-05,-0.3848441243171692,batimastat,PC3
4282371,SMYD2,6.953542041373723e-05,-0.2607187926769256,batimastat,PC3
4282372,THNSL2,7.527333340318555e-05,-0.3565614223480224,batimastat,PC3
4282373,DENND3,8.376438619507961e-05,-0.1813060194253921,batimastat,PC3
4282374,RPE,8.419049072438897e-05,-0.4304595589637756,batimastat,PC3
4282375,TBKBP1,8.504885238299074e-05,-0.3523009121417999,batimastat,PC3
4282376,POMC,8.946613257415447e-05,-0.3666748106479645,batimastat,PC3
4282377,NECAB2,9.268623551012796e-05,-0.5298460125923157,batimastat,PC3
4282378,ABCC2,9.268623551012796e-05,-0.3332990407943725,batimastat,PC3
4282379,SH3GL2,9.846247918859909e-05,-0.476196825504303,batimastat,PC3
4282380,HK2,9.895887148508747e-05,-0.238365888595581,batimastat,PC3
4284361,PRRC2C,3.963372943724445e-11,-0.210611492395401,carbamazepine,PC3
4284362,EIF4G3,5.295862571670469e-11,-0.3335717320442199,carbamazepine,PC3
4284363,RAP1GDS1,9.316924978926564e-11,-0.2855448126792907,carbamazepine,PC3
4284364,ACSL3,1.2287316775915342e-10,-0.1280994862318039,carbamazepine,PC3
4284365,TRAPPC10,1.4134169363595418e-10,-0.3320472836494446,carbamazepine,PC3
4284366,SCD,1.4597441004040143e-10,-0.1301806271076202,carbamazepine,PC3
4284367,HMGN1,3.648227159541136e-10,-0.1710553765296936,carbamazepine,PC3
4284368,MYO1B,5.561813793797925e-10,-0.0915246754884719,carbamazepine,PC3
4284369,PDCD4,8.772487999066616e-10,-0.171927198767662,carbamazepine,PC3
4284370,FRYL,1.254123462303759e-09,-0.2489585131406784,carbamazepine,PC3
4284371,ATP6V1H,1.4380303548884984e-09,-0.2094598114490509,carbamazepine,PC3
4284372,SMARCA5,2.174292085952362e-09,-0.2416634410619735,carbamazepine,PC3
4284373,TRAM2,2.283161488208818e-09,-0.1565959900617599,carbamazepine,PC3
4284374,ARFGEF2,2.7115135563121873e-09,-0.1997608840465545,carbamazepine,PC3
4284375,CCNH,3.425525485039228e-09,-0.152130126953125,carbamazepine,PC3
4284376,TASOR2,4.0493250177435334e-09,-0.1792220175266266,carbamazepine,PC3
4284377,MTX2,4.083836519376298e-09,-0.1608561873435974,carbamazepine,PC3
4284378,C2CD2L,4.533741781688838e-09,-0.2246831655502319,carbamazepine,PC3
4284379,RAB1A,5.017606032139721e-09,-0.1729708313941955,carbamazepine,PC3
4284380,ZNF34,5.197087401347577e-09,0.1905831843614578,carbamazepine,PC3
4286361,SLC6A15,1.1822336344707016e-05,-0.4462466239929199,BRD-K76188144,PC3
4286362,TRIM23,1.2855539902048004e-05,-0.8395620584487915,BRD-K76188144,PC3
4286363,CPN1,1.3145284448245828e-05,-0.6812819838523865,BRD-K76188144,PC3
4286364,MOCS3,3.163440258089526e-05,-0.4124701917171478,BRD-K76188144,PC3
4286365,SERPINA7,3.214506160634247e-05,-0.3255835473537445,BRD-K76188144,PC3
4286366,SPDEF,3.336722719907011e-05,-0.2117424011230468,BRD-K76188144,PC3
4286367,DNM3,3.372444478712915e-05,-0.6706206202507019,BRD-K76188144,PC3
4286368,YWHAH,3.575497527279599e-05,-0.3461415469646454,BRD-K76188144,PC3
4286369,ABCC2,4.6295430694303406e-05,-0.3755395710468292,BRD-K76188144,PC3
4286370,THNSL2,4.653851751214801e-05,-0.4189688861370086,BRD-K76188144,PC3
4286371,SERPINE1,5.139363817077361e-05,0.2857154905796051,BRD-K76188144,PC3
4286372,RPE,5.643295325267269e-05,-0.4533803761005401,BRD-K76188144,PC3
4286373,HLA-DOA,7.225812140898524e-05,-0.3824014663696289,BRD-K76188144,PC3
4286374,SNCA,8.042817896655164e-05,-0.5946678519248962,BRD-K76188144,PC3
4286375,TCEAL1,8.54811279541256e-05,-0.2901557683944702,BRD-K76188144,PC3
4286376,ABCC9,9.08330175671039e-05,-0.4475640058517456,BRD-K76188144,PC3
4286377,CYP27A1,9.268623551012796e-05,-0.5831056237220764,BRD-K76188144,PC3
4286378,TBXA2R,9.315508848705148e-05,-0.2761634588241577,BRD-K76188144,PC3
4286379,ITIH2,9.895887148508747e-05,-0.3866563439369201,BRD-K76188144,PC3
4286380,LTBP3,0.0001072296000444,0.2665469944477081,BRD-K76188144,PC3
4288361,GADD45A,6.705175156020938e-09,0.2616603970527649,gossypol,PC3
4288362,PHGDH,1.1273190755982294e-08,0.237368494272232,gossypol,PC3
4288363,DDIT4,2.3902141443846164e-08,0.5754286050796509,gossypol,PC3
4288364,MAP1LC3B,1.1756788020437073e-07,0.3671486675739288,gossypol,PC3
4288365,SERPINE1,5.026069311119833e-07,0.2811798453330993,gossypol,PC3
4288366,HLA-DOA,5.07628770160553e-07,-0.3668025135993957,gossypol,PC3
4288367,BUD31,5.803448975774808e-07,0.2293423414230346,gossypol,PC3
4288368,SLC7A11,6.795662081023007e-07,0.27801513671875,gossypol,PC3
4288369,TIMELESS,9.70815167085097e-07,-0.1690885126590728,gossypol,PC3
4288370,SQSTM1,1.0389906611717391e-06,0.3585524559020996,gossypol,PC3
4288371,GRIA4,1.448065974737964e-06,-0.3969475626945495,gossypol,PC3
4288372,DYNLRB1,2.777746903563269e-06,0.2637092769145965,gossypol,PC3
4288373,NCAPD2,3.163790781278021e-06,-0.2700983881950378,gossypol,PC3
4288374,CLEC16A,3.5189045812058166e-06,-0.4324923753738403,gossypol,PC3
4288375,PSAT1,3.634362975875683e-06,0.2646662592887878,gossypol,PC3
4288376,RNF10,4.229364978007943e-06,0.2182290256023407,gossypol,PC3
4288377,NOD1,4.347131661724324e-06,-0.37302166223526,gossypol,PC3
4288378,CHMP2A,4.59215944028756e-06,0.2399215996265411,gossypol,PC3
4288379,CD1A,4.6131651136252485e-06,-0.3699026703834533,gossypol,PC3
4288380,SLC8A2,4.850386409460293e-06,-0.4166029989719391,gossypol,PC3
4290361,DDX19A,5.026948249493445e-25,0.2459662556648254,enzalutamide,PC3
4290362,TRNAU1AP,6.692943805984704e-24,-0.3240026235580444,enzalutamide,PC3
4290363,QTRT2,1.7769465981181077e-23,0.2511190176010132,enzalutamide,PC3
4290364,PANK2,2.6710673284571654e-23,-0.4124414026737213,enzalutamide,PC3
4290365,RAD23B,3.919344452288658e-23,0.1265869736671447,enzalutamide,PC3
4290366,ATP6V1B1,5.764159505421934e-23,-0.3338810503482818,enzalutamide,PC3
4290367,AURKB,1.09003106327744e-22,-0.5005263686180115,enzalutamide,PC3
4290368,TXNDC9,1.09003106327744e-22,-0.0912645161151886,enzalutamide,PC3
4290369,PAQR3,4.06833458371089e-22,0.3805087506771087,enzalutamide,PC3
4290370,RAPGEF3,5.8862414079157255e-22,-0.3482217490673065,enzalutamide,PC3
4290371,RAP1GAP,6.786063246941905e-22,-0.4238490164279938,enzalutamide,PC3
4290372,YME1L1,7.54218426818723e-22,0.1085912063717842,enzalutamide,PC3
4290373,PRF1,2.757149201128713e-21,0.164526879787445,enzalutamide,PC3
4290374,GNG11,2.883694321308148e-21,-0.2362987101078033,enzalutamide,PC3
4290375,PROS1,3.3584665257875278e-21,-0.1955189108848571,enzalutamide,PC3
4290376,ADIPOR1,3.988113845064423e-21,0.2233798056840896,enzalutamide,PC3
4290377,BMP2K,5.1483939918181055e-21,0.3254715204238891,enzalutamide,PC3
4290378,CLN8,1.1774329234015507e-20,-0.2485631555318832,enzalutamide,PC3
4290379,VDAC1,1.370501828170016e-20,0.1756323724985122,enzalutamide,PC3
4290380,PRCP,3.0847635976371534e-20,-0.2444076687097549,enzalutamide,PC3
4292361,ACTC1,1.2847968449864586e-26,0.214711993932724,enzastaurin,PC3
4292362,ZW10,1.3617315381818504e-26,-0.2511087656021118,enzastaurin,PC3
4292363,FAM124B,2.9559472108774973e-26,0.3652298748493194,enzastaurin,PC3
4292364,PRUNE2,5.230656230757099e-26,0.2569020688533783,enzastaurin,PC3
4292365,KLRD1,2.931098859171911e-25,0.2897034287452698,enzastaurin,PC3
4292366,TNIP3,1.2554615398093878e-24,0.2492517828941345,enzastaurin,PC3
4292367,TXNRD1,1.27979365772583e-24,-0.1317359507083892,enzastaurin,PC3
4292368,APBA1,1.3023188889065152e-24,0.3464836478233337,enzastaurin,PC3
4292369,ITGA3,1.8290742086694983e-24,-0.200456440448761,enzastaurin,PC3
4292370,TAT,2.8920101290555037e-24,0.3702588677406311,enzastaurin,PC3
4292371,ACE2,3.887059613864591e-24,0.202004998922348,enzastaurin,PC3
4292372,TCF7L2,5.104591258022711e-24,0.2730447947978973,enzastaurin,PC3
4292373,FGGY,5.2022165216915794e-24,0.3143010139465332,enzastaurin,PC3
4292374,ELK3,6.0945516803243815e-24,-0.1767450869083404,enzastaurin,PC3
4292375,SP110,6.3512667973180915e-24,-0.2894583642482757,enzastaurin,PC3
4292376,MYC,6.4060822138818236e-24,-0.5323356986045837,enzastaurin,PC3
4292377,IL1R1,7.777811560629851e-24,-0.5013636946678162,enzastaurin,PC3
4292378,ARHGEF9,8.459572608990482e-24,0.3294423520565033,enzastaurin,PC3
4292379,TMEM183A,8.517771409557233e-24,0.2595084309577942,enzastaurin,PC3
4292380,SERPINE1,1.2326022000687228e-23,-0.2108237296342849,enzastaurin,PC3
4294361,HMOX1,1.7658248005501326e-13,0.197246640920639,AZD-7545,PC3
4294362,DDIT4,7.72271452598627e-13,0.2808510661125183,AZD-7545,PC3
4294363,UAP1,3.394671571335886e-11,0.1763102859258651,AZD-7545,PC3
4294364,HAS2,5.2741115436766486e-11,0.146456092596054,AZD-7545,PC3
4294365,PCLO,8.159874966425611e-11,-0.3283573985099792,AZD-7545,PC3
4294366,ACBD3,1.6297170519728914e-10,0.2003251165151596,AZD-7545,PC3
4294367,CD44,1.916268219212206e-10,-0.0881945639848709,AZD-7545,PC3
4294368,FKBP4,2.1371651949038606e-10,-0.2094796895980835,AZD-7545,PC3
4294369,GRM8,2.2323248646810416e-10,-0.4332575500011444,AZD-7545,PC3
4294370,NBEA,3.1039892634803195e-10,-0.251376062631607,AZD-7545,PC3
4294371,ROBO1,3.254991101484556e-10,-0.2800152599811554,AZD-7545,PC3
4294372,IFT57,3.254991101484556e-10,-0.3451145589351654,AZD-7545,PC3
4294373,PAK3,4.2500478994666863e-10,-0.4249175488948822,AZD-7545,PC3
4294374,LRP6,5.446280703310615e-10,-0.5149526000022888,AZD-7545,PC3
4294375,FSD1,5.56358837812062e-10,-0.481499582529068,AZD-7545,PC3
4294376,BAG2,5.611198648579515e-10,0.2044947892427444,AZD-7545,PC3
4294377,CACNB4,9.131877793663083e-10,-0.4182104170322418,AZD-7545,PC3
4294378,CAST,1.1746519686386619e-09,-0.0690992027521133,AZD-7545,PC3
4294379,ROGDI,1.5725915972172134e-09,-0.3875976800918579,AZD-7545,PC3
4294380,TSKU,2.1891747098843278e-09,0.2918735444545746,AZD-7545,PC3
4296361,SLC25A4,3.130311126736584e-09,0.3770769238471985,glutamine,PC3
4296362,MRPL12,3.130311126736584e-09,0.278136134147644,glutamine,PC3
4296363,GMNN,3.206909550274313e-09,0.2919358015060425,glutamine,PC3
4296364,FKBP4,3.325239832672988e-09,0.236467495560646,glutamine,PC3
4296365,PXN,3.4270861906481516e-09,0.2513837218284607,glutamine,PC3
4296366,TOP2A,3.4686694949098883e-09,0.2857884168624878,glutamine,PC3
4296367,BIRC5,3.553314850765237e-09,0.3041347861289978,glutamine,PC3
4296368,MLEC,3.695169999015815e-09,0.3637938499450683,glutamine,PC3
4296369,RUVBL1,3.773821430877383e-09,0.4370932281017303,glutamine,PC3
4296370,HDGF,3.86570493074782e-09,0.5476594567298889,glutamine,PC3
4296371,HSPA1A,3.983625351674791e-09,0.6013236045837402,glutamine,PC3
4296372,NFKBIA,4.056050394534794e-09,0.4488484263420105,glutamine,PC3
4296373,TIMM9,4.068245183130903e-09,0.1394461542367935,glutamine,PC3
4296374,TUBG2,4.08047565416006e-09,0.776028573513031,glutamine,PC3
4296375,NCL,4.08047565416006e-09,0.6296745538711548,glutamine,PC3
4296376,ELAC2,4.217395071416462e-09,0.5152494311332703,glutamine,PC3
4296377,SYPL1,4.306842766045662e-09,0.4056746065616607,glutamine,PC3
4296378,PDCD5,4.306842766045662e-09,0.7106682062149048,glutamine,PC3
4296379,JMJD6,4.3587818631546304e-09,0.1486129760742187,glutamine,PC3
4296380,STUB1,4.3587818631546304e-09,0.264762818813324,glutamine,PC3
4298361,INTS14,7.34848545049309e-148,-0.4777373075485229,vorinostat,PC3
4298362,KEAP1,4.28029114840057e-146,-0.4664550721645355,vorinostat,PC3
4298363,STAG1,2.212307545478976e-139,-0.5841191411018372,vorinostat,PC3
4298364,RPIA,1.301731977192941e-137,-0.2407685965299606,vorinostat,PC3
4298365,NSMAF,3.282244411821708e-136,-0.3820506036281585,vorinostat,PC3
4298366,MCM9,1.3442382329945484e-131,-0.6632881164550781,vorinostat,PC3
4298367,SENP6,3.179537639594613e-131,-0.4445585012435913,vorinostat,PC3
4298368,BCLAF1,7.700984478937221e-128,-0.5585991740226746,vorinostat,PC3
4298369,NMI,2.5592080076426446e-127,-0.3105752468109131,vorinostat,PC3
4298370,MRPL3,8.159516480667482e-125,-0.2451163083314895,vorinostat,PC3
4298371,KIF15,1.85699579510955e-124,-0.4213722050189972,vorinostat,PC3
4298372,NAT10,1.901468184354985e-124,-0.2973811328411102,vorinostat,PC3
4298373,NUP54,2.360241432164625e-123,-0.2822698652744293,vorinostat,PC3
4298374,SRSF7,3.9665057241522155e-121,-0.3276528418064117,vorinostat,PC3
4298375,PMF1,1.7565615193389882e-119,-0.4374911189079284,vorinostat,PC3
4298376,DKC1,6.788897941787044e-119,-0.2593822777271271,vorinostat,PC3
4298377,NCOR1,9.967045639067214e-119,-0.4680569767951965,vorinostat,PC3
4298378,CALU,1.0173891459290017e-118,0.189266175031662,vorinostat,PC3
4298379,TCERG1,3.538179842003685e-118,-0.3338850438594818,vorinostat,PC3
4298380,KIF20A,1.4616235878707891e-117,-0.3619894683361053,vorinostat,PC3
4300361,SSX7,2.5203195219150307e-14,-0.6597389578819275,BRD-K31342827,PC3
4300362,DLG2,9.630698647316621e-14,-0.4668110907077789,BRD-K31342827,PC3
4300363,HOXA2,9.878326863875329e-14,-0.692446768283844,BRD-K31342827,PC3
4300364,CCDC82,1.0132210215807891e-13,-0.6906052231788635,BRD-K31342827,PC3
4300365,VPS50,1.2789994546031285e-13,-0.5911137461662292,BRD-K31342827,PC3
4300366,KCNH1,1.4007045863742668e-13,-0.598532497882843,BRD-K31342827,PC3
4300367,GNA13,1.4364850890619826e-13,-0.6258927583694458,BRD-K31342827,PC3
4300368,FASLG,3.2981396582145414e-13,-0.598665714263916,BRD-K31342827,PC3
4300369,LPAR4,3.8087911837309093e-13,-0.5224168300628662,BRD-K31342827,PC3
4300370,AFF4,5.086397916724807e-13,-0.7080958485603333,BRD-K31342827,PC3
4300371,CHM,5.2520389914849e-13,-0.5497264266014099,BRD-K31342827,PC3
4300372,ATG5,6.916682795006309e-13,-0.5390673875808716,BRD-K31342827,PC3
4300373,PPP4R4,7.894647734621268e-13,-0.6007071733474731,BRD-K31342827,PC3
4300374,TAX1BP1,8.964133507865947e-13,-0.4238184988498688,BRD-K31342827,PC3
4300375,ATF7,9.366500247025642e-13,-0.617673933506012,BRD-K31342827,PC3
4300376,IL9,1.03251739045056e-12,-0.5228273868560791,BRD-K31342827,PC3
4300377,DNAJC28,1.7338318382461605e-12,-0.5322471857070923,BRD-K31342827,PC3
4300378,STRN,2.091753840832658e-12,-0.5916421413421631,BRD-K31342827,PC3
4300379,ZNF484,2.1221105742974155e-12,-0.6912012696266174,BRD-K31342827,PC3
4300380,SENP7,2.670867910929204e-12,-0.641082763671875,BRD-K31342827,PC3
4302361,VPS41,1.460875190467176e-05,-0.4296119809150696,AR-C133057XX,PC3
4302362,FSHB,1.5186103302973189e-05,-0.3896726369857788,AR-C133057XX,PC3
4302363,SSX3,1.9134142721278528e-05,-0.4599757194519043,AR-C133057XX,PC3
4302364,SERPINE1,3.2663546145177506e-05,0.3003759980201721,AR-C133057XX,PC3
4302365,POMC,4.2566078737492585e-05,-0.345206469297409,AR-C133057XX,PC3
4302366,ABCC2,4.369974199817713e-05,-0.3700385689735412,AR-C133057XX,PC3
4302367,DNM3,4.369974199817713e-05,-0.5797669291496277,AR-C133057XX,PC3
4302368,KIR2DS4,4.8781433158516135e-05,-0.4416987895965576,AR-C133057XX,PC3
4302369,SLC6A15,4.929358970802397e-05,-0.3295469880104065,AR-C133057XX,PC3
4302370,DGKG,5.2886307554006e-05,-0.4724719524383545,AR-C133057XX,PC3
4302371,YWHAH,5.385747838447421e-05,-0.3165768086910248,AR-C133057XX,PC3
4302372,FCER2,5.385747838447421e-05,-0.4474758207798004,AR-C133057XX,PC3
4302373,RHAG,5.881980506498029e-05,-0.379494845867157,AR-C133057XX,PC3
4302374,ANKMY2,9.129301269582176e-05,-0.2415278553962707,AR-C133057XX,PC3
4302375,TRIM17,9.601558141455284e-05,-0.5341246128082275,AR-C133057XX,PC3
4302376,COL4A5,0.0001019871931926,-0.2887397706508636,AR-C133057XX,PC3
4302377,SPDEF,0.0001083081473281,-0.1906152218580246,AR-C133057XX,PC3
