Term,NES,FDR q-val,Perturbation
REACTOME_NEUTROPHIL_DEGRANULATION,-3.199288752,1,promethazine
REACTOME_INNATE_IMMUNE_SYSTEM,-2.752539892,1,promethazine
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,1.41215389,0.316530409,promethazine
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,-2.134060573,0.659501123,promethazine
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,-2.134060573,0.659501123,promethazine
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-2.134060573,0.659501123,promethazine
REACTOME_SELENOAMINO_ACID_METABOLISM,-2.168447982,1,promethazine
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,-2.134060573,0.659501123,promethazine
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,-2.111274251,0.11695396,enzastaurin
REACTOME_PROTEIN_FOLDING,-1.934174494,0.162339079,enzastaurin
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,-1.897840995,0.138482799,enzastaurin
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,-1.68682328,0.349116299,enzastaurin
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,-1.682452019,0.2848789,enzastaurin
REACTOME_MITOTIC_PROMETAPHASE,-1.638658323,0.296166994,enzastaurin
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,-1.584704831,0.340388392,enzastaurin
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,-1.537628674,0.372899847,enzastaurin
REACTOME_TCR_SIGNALING,1.711980627,1,enzastaurin
REACTOME_SIGNALING_BY_GPCR,1.700185679,1,enzastaurin
REACTOME_NEUTROPHIL_DEGRANULATION,3.067970595,0,TG-101348
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,-2.71030387,0,TG-101348
REACTOME_RRNA_PROCESSING,-2.695057315,0,TG-101348
REACTOME_MEMBRANE_TRAFFICKING,2.583150123,0.000911137,TG-101348
REACTOME_VESICLE_MEDIATED_TRANSPORT,2.540429915,0.000607425,TG-101348
REACTOME_CILIUM_ASSEMBLY,2.444958946,0.002277843,TG-101348
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,2.415906579,0.00218673,TG-101348
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,2.16488757,0.012148498,TG-101348
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,2.133561851,0.013536897,TG-101348
REACTOME_AUTOPHAGY,1.947677087,0.041912316,TG-101348
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.623867493,0,tamoxifen
REACTOME_GPCR_LIGAND_BINDING,2.509230863,0,tamoxifen
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,2.239028352,0.002171362,tamoxifen
REACTOME_NEDDYLATION,-2.2141695,0.115341959,tamoxifen
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.173844355,0.079852126,tamoxifen
REACTOME_SIGNALING_BY_GPCR,2.035351177,0.020085094,tamoxifen
REACTOME_MRNA_SPLICING,-1.910522084,0.285890327,tamoxifen
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,-1.87290619,0.263216266,tamoxifen
REACTOME_ESR_MEDIATED_SIGNALING,-1.68587229,0.53767098,tamoxifen
REACTOME_METABOLISM_OF_RNA,-1.645061533,0.541712877,tamoxifen
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,-2.779424673,0,vorinostat
REACTOME_NEUTROPHIL_DEGRANULATION,2.774106728,0,vorinostat
REACTOME_CELL_CYCLE_CHECKPOINTS,-2.758856872,0,vorinostat
REACTOME_CELL_CYCLE_MITOTIC,-2.701357091,0,vorinostat
REACTOME_CELL_CYCLE,-2.686632082,0,vorinostat
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,-2.616352891,0,vorinostat
REACTOME_CHROMOSOME_MAINTENANCE,-2.471498313,0.000349148,vorinostat
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,-2.46300888,0.00029927,vorinostat
REACTOME_DNA_REPLICATION,-2.461431008,0.000261861,vorinostat
REACTOME_SYNTHESIS_OF_DNA,-2.439753982,0.000232766,vorinostat
REACTOME_MUSCLE_CONTRACTION,2.449213554,0,sparfosic-acid
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.160445062,0.07695935,sparfosic-acid
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,-2.134669022,0.048243175,sparfosic-acid
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-2.116363,0.035225175,sparfosic-acid
REACTOME_SELENOAMINO_ACID_METABOLISM,-2.021791415,0.054847895,sparfosic-acid
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-1.980782438,0.059040457,sparfosic-acid
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,-1.974280267,0.051497674,sparfosic-acid
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,-1.974018067,0.044140864,sparfosic-acid
REACTOME_RRNA_PROCESSING,-1.949775233,0.047812432,sparfosic-acid
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,-1.945685693,0.043265704,sparfosic-acid
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,-2.217192411,0.017306738,batimastat
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.193579543,0.012439218,batimastat
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,-2.17412082,0.010816711,batimastat
REACTOME_INFLUENZA_INFECTION,-2.152014849,0.011627965,batimastat
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-2.135751133,0.011465714,batimastat
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,-2.06463614,0.019109523,batimastat
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,-2.044853318,0.018851983,batimastat
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,-1.994592301,0.026095316,batimastat
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-1.96958138,0.031007906,batimastat
REACTOME_METABOLISM_OF_RNA,-1.928936655,0.039264662,batimastat
REACTOME_GPCR_LIGAND_BINDING,3.528609843,0,cabozantinib
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,3.422957797,0,cabozantinib
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,3.049965502,0,cabozantinib
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,2.799654897,0,cabozantinib
REACTOME_CELL_CYCLE_MITOTIC,-2.598786342,0,cabozantinib
REACTOME_CELL_CYCLE,-2.521675808,0,cabozantinib
REACTOME_SIGNALING_BY_GPCR,2.613314981,0.000130986,cabozantinib
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,-2.384933737,0.00034992,cabozantinib
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,-2.320611297,0.00052488,cabozantinib
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,-2.313550126,0.000629856,cabozantinib
REACTOME_NEUTROPHIL_DEGRANULATION,2.626857482,0,enzalutamide
REACTOME_CELL_CYCLE_MITOTIC,-2.569550284,0.002398502,enzalutamide
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,-2.491982053,0.001798877,enzalutamide
REACTOME_S_PHASE,-2.469074425,0.001199251,enzalutamide
REACTOME_DNA_REPLICATION,-2.417232805,0.00209869,enzalutamide
REACTOME_CELL_CYCLE,-2.416325775,0.001678952,enzalutamide
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,-2.409175827,0.001599002,enzalutamide
REACTOME_CELL_CYCLE_CHECKPOINTS,-2.395002768,0.001541894,enzalutamide
REACTOME_SYNTHESIS_OF_DNA,-2.361143369,0.001599002,enzalutamide
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,-2.366418725,0.001798877,enzalutamide
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,3.010665801,0,PX-12
REACTOME_INTERLEUKIN_10_SIGNALING,2.949294123,0,PX-12
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2.941613913,0,PX-12
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,2.913969539,0,PX-12
REACTOME_RRNA_PROCESSING,-2.895649437,0,PX-12
REACTOME_METABOLISM_OF_RNA,-2.740479477,0,PX-12
REACTOME_SIGNALING_BY_INTERLEUKINS,2.710843184,0.000229965,PX-12
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,2.595309689,0.000766551,PX-12
REACTOME_INTERFERON_GAMMA_SIGNALING,2.573662644,0.000657044,PX-12
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,2.474810461,0.001006098,PX-12
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,2.58372558,0.002256715,7-nitroindazole
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,-2.465270538,0.010744303,7-nitroindazole
REACTOME_NEURONAL_SYSTEM,2.213506797,0.014386559,7-nitroindazole
REACTOME_MUSCLE_CONTRACTION,2.146800845,0.016925363,7-nitroindazole
REACTOME_SARS_COV_2_HOST_INTERACTIONS,-2.167443204,0.068494931,7-nitroindazole
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,2.056254537,0.022285062,7-nitroindazole
REACTOME_CELL_CYCLE,-2.115384331,0.06939029,7-nitroindazole
REACTOME_SIGNALING_BY_GPCR,2.015596074,0.024823866,7-nitroindazole
REACTOME_SARS_COV_2_INFECTION,-2.053879101,0.084611385,7-nitroindazole
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,-2.007216578,0.091595182,7-nitroindazole
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,4.825286197,0,flutamide
REACTOME_SARS_COV_INFECTIONS,2.834757678,0,flutamide
REACTOME_VIRAL_INFECTION_PATHWAYS,2.863811769,0,flutamide
REACTOME_SARS_COV_2_HOST_INTERACTIONS,2.891123512,0,flutamide
REACTOME_SARS_COV_2_INFECTION,2.935310676,0,flutamide
REACTOME_SARS_COV_1_INFECTION,3.192337634,0,flutamide
REACTOME_RRNA_PROCESSING,3.202454373,0,flutamide
REACTOME_NEUTROPHIL_DEGRANULATION,3.209306482,0,flutamide
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,3.221380691,0,flutamide
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,3.475671491,0,flutamide
REACTOME_METABOLISM_OF_RNA,-2.329152274,0.008611161,valdecoxib
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.438056598,0.001548361,valdecoxib
REACTOME_MRNA_SPLICING,-2.230310873,0.009226244,valdecoxib
REACTOME_MUSCLE_CONTRACTION,2.216575327,0.002654333,valdecoxib
REACTOME_GPCR_LIGAND_BINDING,1.964650079,0.012534352,valdecoxib
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-1.989187176,0.111535033,valdecoxib
REACTOME_RRNA_PROCESSING,-1.904942768,0.170685505,valdecoxib
REACTOME_PROTEIN_LOCALIZATION,-1.893894655,0.149588162,valdecoxib
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,-1.835564727,0.213023712,valdecoxib
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,-1.793873947,0.255171536,valdecoxib
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,3.563480236,0,zileuton
REACTOME_CELL_CYCLE,-2.622274434,0,zileuton
REACTOME_CELL_CYCLE_MITOTIC,-2.491092167,0.001097111,zileuton
REACTOME_CHROMOSOME_MAINTENANCE,-2.454799494,0.001462815,zileuton
REACTOME_MRNA_SPLICING,-2.449596336,0.001097111,zileuton
REACTOME_DNA_REPAIR,-2.427215381,0.001097111,zileuton
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,-2.326206342,0.001828518,zileuton
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.230178183,0.004128634,zileuton
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.266921493,0.003918253,zileuton
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,-2.226803592,0.005485555,zileuton
REACTOME_RRNA_PROCESSING,-2.522791208,0.00375057,carbamazepine
REACTOME_METABOLISM_OF_RNA,-2.475658026,0.00375057,carbamazepine
REACTOME_S_PHASE,-2.300165094,0.015002281,carbamazepine
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,-2.22936549,0.017815208,carbamazepine
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,-2.100091097,0.037880759,carbamazepine
REACTOME_METABOLISM_OF_NUCLEOTIDES,-1.919265409,0.100015205,carbamazepine
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,1.984976117,0.242695699,carbamazepine
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,-1.909449772,0.094835846,carbamazepine
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,-1.903899731,0.086263114,carbamazepine
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,-1.888452083,0.085429654,carbamazepine
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,-3.173052532,0,selumetinib
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,-2.490542986,0,selumetinib
REACTOME_SARS_COV_1_INFECTION,-2.517276302,0,selumetinib
REACTOME_SARS_COV_1_HOST_INTERACTIONS,-2.682185102,0,selumetinib
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,-2.710089923,0,selumetinib
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,-2.726809348,0,selumetinib
REACTOME_RRNA_PROCESSING,-2.76852108,0,selumetinib
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-2.809858847,0,selumetinib
REACTOME_INFLUENZA_INFECTION,-2.969952185,0,selumetinib
REACTOME_TRANSLATION,-2.617976393,0,selumetinib
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,3.95156158,0,phenformin
REACTOME_VIRAL_INFECTION_PATHWAYS,2.703328565,0,phenformin
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,2.73460071,0,phenformin
REACTOME_SARS_COV_1_INFECTION,2.867351812,0,phenformin
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,2.890065752,0,phenformin
REACTOME_SARS_COV_1_HOST_INTERACTIONS,2.991150463,0,phenformin
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,2.99644233,0,phenformin
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,3.00155573,0,phenformin
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,3.465618095,0,phenformin
REACTOME_RRNA_PROCESSING,3.499923294,0,phenformin
REACTOME_HEMOSTASIS,1.554799139,0.487600573,BRD-K76188144
REACTOME_SIGNALING_BY_GPCR,1.202812815,1,BRD-K76188144
REACTOME_NEUTROPHIL_DEGRANULATION,-1.546996428,1,BRD-K76188144
REACTOME_MAPK1_MAPK3_SIGNALING,1.078788276,1,BRD-K76188144
REACTOME_INTERFERON_SIGNALING,-1.500547299,1,BRD-K76188144
REACTOME_BIOLOGICAL_OXIDATIONS,-1.498477374,0.995356626,BRD-K76188144
REACTOME_CELL_CYCLE_CHECKPOINTS,1.053482728,1,BRD-K76188144
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,1.038413077,1,BRD-K76188144
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,1.035676615,0.919137367,BRD-K76188144
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,0.996440097,0.900694368,BRD-K76188144
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,3.316735277,0,benzbromarone
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,2.545575893,0,benzbromarone
REACTOME_SARS_COV_1_HOST_INTERACTIONS,2.585745895,0,benzbromarone
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,2.671270394,0,benzbromarone
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,2.724352373,0,benzbromarone
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.843514563,0,benzbromarone
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,2.889381331,0,benzbromarone
REACTOME_TRANSLATION,2.999133425,0,benzbromarone
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.982054112,0,benzbromarone
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,3.146438158,0,benzbromarone
REACTOME_MUSCLE_CONTRACTION,2.09019746,0.01501472,lonidamine
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,1.548807805,0.158243376,lonidamine
REACTOME_NEUTROPHIL_DEGRANULATION,-3.212619365,1,lonidamine
REACTOME_REGULATION_OF_TP53_ACTIVITY,1.450741285,0.182139352,lonidamine
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,1.373386244,0.204980373,lonidamine
REACTOME_INNATE_IMMUNE_SYSTEM,-2.827996798,1,lonidamine
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,1.328609386,0.203022571,lonidamine
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,1.278198862,0.220068695,lonidamine
REACTOME_SELENOAMINO_ACID_METABOLISM,-1.712482323,1,lonidamine
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-1.697819624,1,lonidamine
REACTOME_INFLUENZA_INFECTION,-2.505801172,0.004536184,BRD-K31342827
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.484348133,0.003024123,BRD-K31342827
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.480154149,0.002520102,BRD-K31342827
REACTOME_M_PHASE,-2.463959042,0.002646107,BRD-K31342827
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,-2.437948162,0.002419298,BRD-K31342827
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,-2.434214424,0.002016082,BRD-K31342827
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,-2.416283973,0.002160088,BRD-K31342827
REACTOME_STRIATED_MUSCLE_CONTRACTION,2.360006628,0.004370499,BRD-K31342827
REACTOME_SELENOAMINO_ACID_METABOLISM,-2.287085331,0.008694353,BRD-K31342827
REACTOME_SARS_COV_1_INFECTION,-2.262284668,0.009408382,BRD-K31342827
REACTOME_METABOLISM_OF_RNA,-2.250214309,0.008562051,tosedostat
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,-2.23704476,0.00588641,tosedostat
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,2.276309756,0.008689325,tosedostat
REACTOME_RRNA_PROCESSING,-2.176686274,0.008562051,tosedostat
REACTOME_SNRNP_ASSEMBLY,-2.157697378,0.007759359,tosedostat
REACTOME_MUSCLE_CONTRACTION,2.077128806,0.018619981,tosedostat
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,-2.087999688,0.014769538,tosedostat
REACTOME_CELL_CYCLE,-2.06098197,0.016945726,tosedostat
REACTOME_CELL_CYCLE_MITOTIC,-2.035547974,0.018194359,tosedostat
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,-2.033762895,0.016291681,tosedostat
REACTOME_BIOLOGICAL_OXIDATIONS,-2.372739413,0.062172044,AR-C133057XX
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,-2.180516798,0.227210562,AR-C133057XX
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,-2.172254243,0.161270515,AR-C133057XX
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,-2.117834835,0.185385732,AR-C133057XX
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.094836984,0.175212125,AR-C133057XX
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,-2.07379704,0.167487719,AR-C133057XX
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-2.049707671,0.164231088,AR-C133057XX
REACTOME_DRUG_ADME,-2.037742885,0.153593209,AR-C133057XX
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-1.997464628,0.166168918,AR-C133057XX
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-1.995395865,0.150908507,AR-C133057XX
REACTOME_NEURONAL_SYSTEM,2.30509662,0.003876255,sildenafil
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,-2.341337371,0.013355947,sildenafil
REACTOME_SENSORY_PERCEPTION,2.072303995,0.029459539,sildenafil
REACTOME_SIGNALING_BY_GPCR,2.058838236,0.021965446,sildenafil
REACTOME_GPCR_LIGAND_BINDING,2.044573895,0.019381276,sildenafil
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,-2.037500044,0.112783549,sildenafil
REACTOME_METABOLISM_OF_RNA,-1.998476535,0.093491626,sildenafil
REACTOME_TRANSLATION,-1.949993932,0.090894636,sildenafil
REACTOME_MITOCHONDRIAL_BIOGENESIS,-1.900287881,0.094678821,sildenafil
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,-1.869415991,0.093738958,sildenafil
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,-2.659332466,0,gossypol
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,-2.3237278,0,gossypol
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,-2.366359951,0,gossypol
REACTOME_SARS_COV_1_INFECTION,-2.369711543,0,gossypol
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.453938433,0,gossypol
REACTOME_SARS_COV_1_HOST_INTERACTIONS,-2.480035825,0,gossypol
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.544610387,0,gossypol
