Term,NES,FDR q-val,Perturbation
MRNA_SPLICING,-2.865114588,0,VX-809
EUKARYOTIC_TRANSLATION_ELONGATION,-3.230436617,0,naringenin
TRANSLATION,-2.726222288,0,naringenin
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,-2.743674222,0,naringenin
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,-2.762171487,0,naringenin
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-2.769921457,0,naringenin
INFLUENZA_INFECTION,-2.915975162,0,naringenin
REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,2.919858039,0,naringenin
SIGNALING_BY_ROBO_RECEPTORS,-3.010522947,0,naringenin
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-3.001011307,0,naringenin
EUKARYOTIC_TRANSLATION_INITIATION,-3.047422604,0,naringenin
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,4.920209836,0,oxybenzone
VIRAL_INFECTION_PATHWAYS,2.872406808,0,oxybenzone
SARS_COV_1_HOST_INTERACTIONS,2.931186227,0,oxybenzone
SARS_COV_1_INFECTION,2.941088751,0,oxybenzone
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,3.346224051,0,oxybenzone
METABOLISM_OF_RNA,3.373954931,0,oxybenzone
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,4.051381156,0,oxybenzone
SIGNALING_BY_ROBO_RECEPTORS,4.39021209,0,oxybenzone
RRNA_PROCESSING,4.394683633,0,oxybenzone
TRANSLATION,4.531336126,0,oxybenzone
GPCR_LIGAND_BINDING,-2.401694987,0,histamine
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.252085432,0.007303834,histamine
SIGNALING_BY_GPCR,-2.246130058,0.005217024,histamine
EUKARYOTIC_TRANSLATION_ELONGATION,-2.179658106,0.007825537,histamine
EUKARYOTIC_TRANSLATION_INITIATION,-2.142155692,0.010851411,histamine
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.13701942,0.009912346,histamine
G_ALPHA_Q_SIGNALLING_EVENTS,-2.09909453,0.012818974,histamine
NONSENSE_MEDIATED_DECAY_NMD,-2.097226679,0.011347028,histamine
SELENOAMINO_ACID_METABOLISM,-2.077859176,0.014143933,histamine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.025791744,0.024206993,histamine
EUKARYOTIC_TRANSLATION_ELONGATION,-3.357304238,0,oxaprozin
NONSENSE_MEDIATED_DECAY_NMD,-3.303128261,0,oxaprozin
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-3.27457435,0,oxaprozin
SELENOAMINO_ACID_METABOLISM,-3.239359533,0,oxaprozin
CELLULAR_RESPONSE_TO_STARVATION,-3.154257035,0,oxaprozin
EUKARYOTIC_TRANSLATION_INITIATION,-3.089849245,0,oxaprozin
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-3.079259721,0,oxaprozin
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,-2.858525716,0,oxaprozin
TRANSLATION,-2.825619883,0,oxaprozin
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.744955173,0,oxaprozin
CELL_CYCLE_MITOTIC,3.071101887,0,ibuprofen
CELL_CYCLE,2.855017471,0,ibuprofen
CELL_CYCLE_CHECKPOINTS,2.79077315,0,ibuprofen
MITOTIC_METAPHASE_AND_ANAPHASE,2.687358355,0,ibuprofen
REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,2.615804073,0,ibuprofen
CELLULAR_RESPONSE_TO_HEAT_STRESS,2.601162777,0,ibuprofen
EUKARYOTIC_TRANSLATION_ELONGATION,-2.59827207,0,ibuprofen
NONSENSE_MEDIATED_DECAY_NMD,-2.58003012,0,ibuprofen
EUKARYOTIC_TRANSLATION_INITIATION,-2.518274175,0.000240638,ibuprofen
SELENOAMINO_ACID_METABOLISM,-2.494770899,0.000180479,ibuprofen
C_TYPE_LECTIN_RECEPTORS_CLRS,3.079764064,0,oxypurinol
NONSENSE_MEDIATED_DECAY_NMD,-2.669761075,0,oxypurinol
CELL_CYCLE_MITOTIC,3.04835191,0,oxypurinol
CELLULAR_RESPONSE_TO_HEAT_STRESS,2.941664444,0.00127036,oxypurinol
SELENOAMINO_ACID_METABOLISM,-2.527264512,0.000324613,oxypurinol
EUKARYOTIC_TRANSLATION_ELONGATION,-2.64058159,0.00024346,oxypurinol
ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,2.648118572,0.000508144,oxypurinol
CELL_CYCLE,2.702626024,0.00058632,oxypurinol
APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,2.705018211,0.00063518,oxypurinol
GASTRULATION,2.741384478,0.000692924,oxypurinol
CELL_CYCLE_MITOTIC,3.49762707,0,regorafenib
NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,2.696933801,0,regorafenib
RESOLUTION_OF_SISTER_CHROMATID_COHESION,2.706306914,0,regorafenib
MITOTIC_SPINDLE_CHECKPOINT,2.712387095,0,regorafenib
APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,2.715878494,0,regorafenib
G1_S_DNA_DAMAGE_CHECKPOINTS,2.754745618,0,regorafenib
ANTIGEN_PROCESSING_CROSS_PRESENTATION,2.765126086,0,regorafenib
SNRNP_ASSEMBLY,2.771087528,0,regorafenib
INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,2.773877906,0,regorafenib
SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,2.793452204,0,regorafenib
REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,2.884664789,0,dacarbazine
GASTRULATION,2.881388032,0,dacarbazine
SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,2.714597201,0,dacarbazine
NONSENSE_MEDIATED_DECAY_NMD,-2.678721035,0,dacarbazine
EUKARYOTIC_TRANSLATION_ELONGATION,-2.662074459,0,dacarbazine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.651803871,0,dacarbazine
CELLULAR_RESPONSE_TO_HEAT_STRESS,2.641752532,0,dacarbazine
SELENOAMINO_ACID_METABOLISM,-2.560495517,0,dacarbazine
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-2.510320526,0,dacarbazine
EUKARYOTIC_TRANSLATION_INITIATION,-2.463124332,0,dacarbazine
METABOLISM_OF_RNA,-3.273359976,0,reserpine
GPCR_LIGAND_BINDING,2.951303652,0,reserpine
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.805550625,0,reserpine
SIGNALING_BY_GPCR,2.751923424,0,reserpine
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.696865008,0,reserpine
PEPTIDE_LIGAND_BINDING_RECEPTORS,2.593454066,0,reserpine
G_ALPHA_Q_SIGNALLING_EVENTS,2.51114932,0,reserpine
MRNA_SPLICING,-2.508917639,0.000960102,reserpine
G_ALPHA_I_SIGNALLING_EVENTS,2.368778575,0.000215482,reserpine
EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,-2.545590075,0.001600171,reserpine
EUKARYOTIC_TRANSLATION_ELONGATION,4.078248839,0,azacitidine
SARS_COV_1_INFECTION,2.901467996,0,azacitidine
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,3.047055088,0,azacitidine
SARS_COV_1_HOST_INTERACTIONS,3.054689863,0,azacitidine
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,3.141908687,0,azacitidine
RRNA_PROCESSING,3.177752891,0,azacitidine
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,-3.187345821,0,azacitidine
TRANSLATION,3.287387221,0,azacitidine
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,3.300009543,0,azacitidine
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,-3.325193826,0,azacitidine
EUKARYOTIC_TRANSLATION_ELONGATION,3.895366582,0,vandetanib
INFECTIOUS_DISEASE,2.391143192,0,vandetanib
SARS_COV_2_INFECTION,2.531519567,0,vandetanib
VIRAL_INFECTION_PATHWAYS,2.550552079,0,vandetanib
SARS_COV_2_HOST_INTERACTIONS,2.69077523,0,vandetanib
METABOLISM_OF_RNA,2.704475782,0,vandetanib
CELLULAR_RESPONSES_TO_STIMULI,2.73460489,0,vandetanib
SARS_COV_1_INFECTION,3.237081417,0,vandetanib
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,3.243004344,0,vandetanib
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,3.258831154,0,vandetanib
EUKARYOTIC_TRANSLATION_ELONGATION,-3.267757144,0,clofarabine
SARS_COV_1_HOST_INTERACTIONS,-2.555882802,0,clofarabine
RRNA_PROCESSING,-2.783992641,0,clofarabine
INFLUENZA_INFECTION,-2.796378202,0,clofarabine
