Term,NES,FDR q-val,Perturbation
CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,2.623855648,0.001978255,sparfosic-acid
MITOCHONDRIAL_TRANSLATION,2.481237741,0.004220278,sparfosic-acid
METABOLISM_OF_RNA,2.475764548,0.003516898,sparfosic-acid
G1_S_DNA_DAMAGE_CHECKPOINTS,2.441939799,0.004144916,sparfosic-acid
MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,2.438570639,0.003626801,sparfosic-acid
HOST_INTERACTIONS_OF_HIV_FACTORS,2.266698076,0.008499171,sparfosic-acid
S_PHASE,2.24540036,0.007649254,sparfosic-acid
TCR_SIGNALING,2.240278483,0.030798845,losartan
DOWNSTREAM_TCR_SIGNALING,1.970190631,0.193085067,losartan
NONSENSE_MEDIATED_DECAY_NMD,1.863492585,0.29890674,losartan
MYD88_INDEPENDENT_TLR4_CASCADE,1.836977041,0.275116606,losartan
REGULATION_OF_TP53_ACTIVITY,1.828344084,0.239520249,losartan
INTEGRIN_CELL_SURFACE_INTERACTIONS,-1.828351291,1,losartan
NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,1.781289753,0.285086745,losartan
SENSORY_PERCEPTION,-1.749764341,0.828937767,losartan
SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,1.703384974,0.41510751,losartan
METABOLISM_OF_VITAMINS_AND_COFACTORS,-1.701965278,0.712491747,losartan
EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,-2.902228067,0,pazopanib
MRNA_SPLICING,-2.817764399,0,pazopanib
CHROMATIN_ORGANIZATION,-2.780414462,0,pazopanib
GPCR_LIGAND_BINDING,2.701736714,0,pazopanib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.655919075,0,pazopanib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.620208912,0,pazopanib
PEPTIDE_LIGAND_BINDING_RECEPTORS,2.321712807,0.000485696,pazopanib
METABOLISM_OF_RNA,-2.386514214,0.00167578,pazopanib
SIGNALING_BY_GPCR,2.222046901,0.001457087,pazopanib
POTASSIUM_CHANNELS,2.095076393,0.008451103,pazopanib
RESPIRATORY_ELECTRON_TRANSPORT,3.370613151,0,AR-C133057XX
TRANSLATION,3.292926302,0,AR-C133057XX
EUKARYOTIC_TRANSLATION_INITIATION,2.815863542,0,AR-C133057XX
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.770254838,0,AR-C133057XX
METABOLISM_OF_RNA,2.714866646,0.000920817,AR-C133057XX
EUKARYOTIC_TRANSLATION_ELONGATION,2.71268363,0.000767348,AR-C133057XX
RRNA_PROCESSING,2.686323985,0.001315453,AR-C133057XX
HOST_INTERACTIONS_OF_HIV_FACTORS,2.585351143,0.001151021,AR-C133057XX
INFLUENZA_INFECTION,2.477247418,0.002302043,AR-C133057XX
S_PHASE,2.412523242,0.002762451,AR-C133057XX
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,3.513478872,0,capsaicin
REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,2.447103634,0.003977273,capsaicin
MRNA_SPLICING,2.441871705,0.002651515,capsaicin
MHC_CLASS_II_ANTIGEN_PRESENTATION,2.235814386,0.007954545,capsaicin
INFLUENZA_INFECTION,2.092931902,0.015909091,capsaicin
SEMAPHORIN_INTERACTIONS,1.731572867,0.114015152,capsaicin
HCMV_INFECTION,1.661734232,0.139772727,capsaicin
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-1.833697736,0.158208955,capsaicin
GPCR_LIGAND_BINDING,-1.809193326,0.10261194,capsaicin
PI3K_AKT_SIGNALING_IN_CANCER,-1.802566713,0.072139303,capsaicin
MHC_CLASS_II_ANTIGEN_PRESENTATION,2.860571908,0,lenalidomide
INFLUENZA_INFECTION,2.843747421,0,lenalidomide
TRANSLATION,2.760811714,0,lenalidomide
EUKARYOTIC_TRANSLATION_INITIATION,2.580175713,0.003921278,lenalidomide
SELENOAMINO_ACID_METABOLISM,2.523803854,0.004705534,lenalidomide
EUKARYOTIC_TRANSLATION_ELONGATION,2.518033627,0.003921278,lenalidomide
RRNA_PROCESSING,2.510855742,0.003361096,lenalidomide
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,2.453374568,0.006862237,lenalidomide
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.381081059,0.006971162,lenalidomide
GPCR_LIGAND_BINDING,-2.225785042,0.003818482,lenalidomide
EUKARYOTIC_TRANSLATION_INITIATION,2.723899022,0,valdecoxib
RESPIRATORY_ELECTRON_TRANSPORT,2.711699522,0,valdecoxib
EUKARYOTIC_TRANSLATION_ELONGATION,2.678036077,0,valdecoxib
SELENOAMINO_ACID_METABOLISM,2.476540528,0.003813763,valdecoxib
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.40079379,0.005666162,valdecoxib
MUSCLE_CONTRACTION,2.259711639,0.013802189,valdecoxib
STRIATED_MUSCLE_CONTRACTION,2.253635621,0.012141775,valdecoxib
INFLUENZA_INFECTION,2.2028055,0.013892993,valdecoxib
TRANSCRIPTIONAL_REGULATION_BY_RUNX2,2.196278929,0.012349327,valdecoxib
TRANSLATION,2.190952041,0.011550253,valdecoxib
TRANSLATION,2.807140936,0,7-nitroindazole
RRNA_PROCESSING,2.584064383,0.000985662,7-nitroindazole
HOST_INTERACTIONS_OF_HIV_FACTORS,2.570665592,0.000657108,7-nitroindazole
METABOLISM_OF_RNA,2.568868575,0.000492831,7-nitroindazole
DNA_REPLICATION,2.438404701,0.006702499,7-nitroindazole
CELL_CYCLE_MITOTIC,2.396494327,0.006242523,7-nitroindazole
MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,2.354009057,0.006758822,7-nitroindazole
PCP_CE_PATHWAY,2.345268783,0.0064068,7-nitroindazole
REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,2.327019016,0.007228185,7-nitroindazole
APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,2.305453032,0.006451603,7-nitroindazole
METABOLISM_OF_RNA,3.116195313,0,promethazine
HOST_INTERACTIONS_OF_HIV_FACTORS,3.000504788,0,promethazine
REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,2.909201724,0,promethazine
TRANSLATION,2.790519276,0,promethazine
RRNA_PROCESSING,2.70552915,0,promethazine
CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,2.566002625,0.001647599,promethazine
UCH_PROTEINASES,2.550463638,0.001412227,promethazine
RESPIRATORY_ELECTRON_TRANSPORT,2.528139909,0.001853548,promethazine
THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,2.491421045,0.001647599,promethazine
MRNA_SPLICING,2.413267546,0.001977118,promethazine
GPCR_LIGAND_BINDING,2.880610303,0,olaparib
MITOTIC_METAPHASE_AND_ANAPHASE,-2.875803476,0,olaparib
CELL_CYCLE_CHECKPOINTS,-2.680664779,0,olaparib
CELL_CYCLE,-2.643745754,0,olaparib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.583336405,0,olaparib
M_PHASE,-2.546243853,0,olaparib
SEPARATION_OF_SISTER_CHROMATIDS,-2.504231868,0.000351396,olaparib
G2_M_CHECKPOINTS,-2.4246547,0.000585659,olaparib
RESOLUTION_OF_SISTER_CHROMATID_COHESION,-2.357101617,0.000658867,olaparib
MITOTIC_PROMETAPHASE,-2.358670318,0.000752991,olaparib
CELL_CELL_JUNCTION_ORGANIZATION,2.029162313,0.179334196,carbimazole
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,-1.990423829,0.393227744,carbimazole
CELL_CELL_COMMUNICATION,1.829355136,0.379281518,carbimazole
ECM_PROTEOGLYCANS,-1.870522393,0.487621967,carbimazole
CELL_JUNCTION_ORGANIZATION,1.775930407,0.37137982,carbimazole
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.773217198,0.282915154,carbimazole
CELLULAR_RESPONSE_TO_STARVATION,1.77136059,0.230248617,carbimazole
INTERFERON_ALPHA_BETA_SIGNALING,-1.836883929,0.402031351,carbimazole
REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY,1.710270483,0.277933649,carbimazole
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,1.669963971,0.312583332,carbimazole
METABOLISM_OF_RNA,4.302061784,0,rosiglitazone
RRNA_PROCESSING,3.55186718,0,rosiglitazone
MRNA_SPLICING,3.418631861,0,rosiglitazone
EUKARYOTIC_TRANSLATION_INITIATION,3.235502644,0,rosiglitazone
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,3.047755963,0,rosiglitazone
INFLUENZA_INFECTION,2.821090061,0,rosiglitazone
UB_SPECIFIC_PROCESSING_PROTEASES,2.663598693,0,rosiglitazone
TRANSLATION,2.659481731,0,rosiglitazone
CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,2.40068844,0.000715927,rosiglitazone
CELLULAR_RESPONSES_TO_STIMULI,2.389851047,0.000966502,rosiglitazone
GPCR_LIGAND_BINDING,2.703127377,0,AZD-7545
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.643288349,0,AZD-7545
SIGNALING_BY_GPCR,2.305567617,0.003742688,AZD-7545
INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,-2.385498996,0.051695534,AZD-7545
GASTRULATION,2.188222318,0.011602334,AZD-7545
POTASSIUM_CHANNELS,2.150105323,0.013024555,AZD-7545
G_ALPHA_I_SIGNALLING_EVENTS,2.085511298,0.017715391,AZD-7545
CYTOPROTECTION_BY_HMOX1,2.036243522,0.024380941,AZD-7545
PEPTIDE_LIGAND_BINDING_RECEPTORS,1.957233005,0.042385944,AZD-7545
NEURONAL_SYSTEM,1.864128441,0.075103278,AZD-7545
METABOLISM_OF_RNA,3.116813945,0,progesterone
HOST_INTERACTIONS_OF_HIV_FACTORS,2.725823086,0,progesterone
S_PHASE,2.682785469,0,progesterone
SEPARATION_OF_SISTER_CHROMATIDS,2.675589629,0,progesterone
MITOTIC_G2_G2_M_PHASES,2.591045174,0,progesterone
CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,2.584327389,0,progesterone
SYNTHESIS_OF_DNA,2.471125218,0.000188617,progesterone
RRNA_PROCESSING,2.48524811,0.000209575,progesterone
DNA_REPLICATION,2.517043214,0.000269453,progesterone
SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,2.50621828,0.000235771,progesterone
NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,2.648210239,0,tosedostat
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,2.337601138,0.011638417,tosedostat
DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,2.266754754,0.020505782,tosedostat
INTERFERON_ALPHA_BETA_SIGNALING,2.240979379,0.019535914,tosedostat
GAP_JUNCTION_TRAFFICKING_AND_REGULATION,-2.14023469,0.041186379,tosedostat
MYD88_INDEPENDENT_TLR4_CASCADE,2.221855625,0.018953993,tosedostat
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.212487115,0.016072099,tosedostat
CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,2.168668321,0.018288941,tosedostat
NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,2.16647685,0.016210652,tosedostat
INTERLEUKIN_1_FAMILY_SIGNALING,2.091362129,0.02918841,tosedostat
MUSCLE_CONTRACTION,2.126663748,0.077690533,PX-12
ANTIGEN_PROCESSING_CROSS_PRESENTATION,2.104561853,0.046182706,PX-12
SENSORY_PERCEPTION,-1.854145911,0.869206106,PX-12
SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,-1.843021125,0.476219588,PX-12
METABOLISM_OF_STEROIDS,-1.821008853,0.379641131,PX-12
SIGNALING_BY_TGFB_FAMILY_MEMBERS,-1.816253261,0.296056867,PX-12
VISUAL_PHOTOTRANSDUCTION,-1.796787993,0.275195921,PX-12
HOST_INTERACTIONS_OF_HIV_FACTORS,1.655557218,0.439383124,PX-12
METABOLISM_OF_VITAMINS_AND_COFACTORS,-1.718551945,0.408439071,PX-12
CHROMATIN_ORGANIZATION,-1.67258159,0.491421287,PX-12
MUSCLE_CONTRACTION,2.688069587,0,carbamazepine
GPCR_LIGAND_BINDING,2.271539955,0.008912274,carbamazepine
CARDIAC_CONDUCTION,2.226705717,0.009619597,carbamazepine
METABOLISM_OF_STEROIDS,-2.360250678,0.08852094,carbamazepine
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.09594221,0.023341669,carbamazepine
NEURONAL_SYSTEM,2.044130991,0.029198306,carbamazepine
G_ALPHA_I_SIGNALLING_EVENTS,1.923871885,0.063659098,carbamazepine
PEPTIDE_LIGAND_BINDING_RECEPTORS,1.905015442,0.062446543,carbamazepine
REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,-2.067661918,0.368438507,carbamazepine
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,1.880834317,0.065038378,carbamazepine
CELL_CYCLE,-3.338732755,0,selumetinib
MITOTIC_PROMETAPHASE,-2.510443751,0,selumetinib
ORC1_REMOVAL_FROM_CHROMATIN,-2.537559244,0,selumetinib
MITOTIC_SPINDLE_CHECKPOINT,-2.604069207,0,selumetinib
MITOTIC_METAPHASE_AND_ANAPHASE,-2.626715244,0,selumetinib
G1_S_SPECIFIC_TRANSCRIPTION,-2.642852498,0,selumetinib
DISEASES_OF_METABOLISM,2.67043804,0,selumetinib
CHROMOSOME_MAINTENANCE,-2.691290205,0,selumetinib
SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,-2.717359138,0,selumetinib
REGULATION_OF_TP53_ACTIVITY,-2.727300317,0,selumetinib
TRANSLATION,3.338423541,0,batimastat
RRNA_PROCESSING,3.275890514,0,batimastat
EUKARYOTIC_TRANSLATION_INITIATION,3.169592589,0,batimastat
METABOLISM_OF_RNA,2.981182144,0,batimastat
HOST_INTERACTIONS_OF_HIV_FACTORS,2.482460209,0.002773281,batimastat
RESPIRATORY_ELECTRON_TRANSPORT,2.407384837,0.003301524,batimastat
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.364787612,0.004527805,batimastat
NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,2.320992434,0.005199901,batimastat
DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,2.263344259,0.007043252,batimastat
CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,2.238445538,0.006933201,batimastat
EUKARYOTIC_TRANSLATION_INITIATION,4.489962331,0,ASN-05257430
SARS_COV_1_INFECTION,2.9638377,0,ASN-05257430
INFECTIOUS_DISEASE,3.235247897,0,ASN-05257430
SARS_COV_1_HOST_INTERACTIONS,3.272861387,0,ASN-05257430
NERVOUS_SYSTEM_DEVELOPMENT,3.308705576,0,ASN-05257430
VIRAL_INFECTION_PATHWAYS,3.498424835,0,ASN-05257430
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,3.530756443,0,ASN-05257430
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,3.54582895,0,ASN-05257430
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,3.587954056,0,ASN-05257430
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,3.603758246,0,ASN-05257430
METABOLISM_OF_RNA,4.705203951,0,phenacetin
CELL_CYCLE_MITOTIC,2.758579741,0,phenacetin
SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,2.742902094,0,phenacetin
CELL_CYCLE,2.742386242,0,phenacetin
DOWNSTREAM_TCR_SIGNALING,2.73904266,0,phenacetin
APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,2.728745419,0,phenacetin
THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,2.714202782,0,phenacetin
MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,2.702497136,0,phenacetin
DEGRADATION_OF_AXIN,2.699386187,0,phenacetin
AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,2.6982335,0,phenacetin
RRNA_PROCESSING,3.38780644,0,BRD-K31342827
TRANSLATION,2.694279209,0,BRD-K31342827
CELLULAR_RESPONSE_TO_STARVATION,2.514060632,0.002894576,BRD-K31342827
METABOLISM_OF_STEROIDS,2.478562834,0.005427331,BRD-K31342827
REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,2.32909947,0.006512797,BRD-K31342827
ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,2.265288832,0.007598263,BRD-K31342827
METABOLISM_OF_RNA,2.183252419,0.010854662,BRD-K31342827
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.160693716,0.035995846,BRD-K31342827
GPCR_LIGAND_BINDING,-2.159790433,0.017997923,BRD-K31342827
BIOLOGICAL_OXIDATIONS,2.157722778,0.010854662,BRD-K31342827
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,3.010383629,0,curcumin
GPCR_LIGAND_BINDING,2.955014569,0,curcumin
M_PHASE,-2.924574147,0,curcumin
INFLUENZA_INFECTION,-2.881224076,0,curcumin
TRANSLATION,-2.730124225,0,curcumin
METABOLISM_OF_RNA,-2.715700871,0,curcumin
CELL_CYCLE,-2.686917283,0,curcumin
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.632510895,0,curcumin
CELL_CYCLE_MITOTIC,-2.607167483,0,curcumin
MITOTIC_METAPHASE_AND_ANAPHASE,-2.553188245,0,curcumin
METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,2.000495024,0.061705087,zileuton
MRNA_SPLICING,1.936680027,0.049135533,zileuton
GLYCOSAMINOGLYCAN_METABOLISM,1.79691456,0.073893747,zileuton
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,1.731414605,0.08398748,zileuton
G_ALPHA_Q_SIGNALLING_EVENTS,-1.930579623,0.207060236,zileuton
EUKARYOTIC_TRANSLATION_ELONGATION,-1.908564128,0.132236196,zileuton
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-1.896562368,0.096941838,zileuton
SELENOAMINO_ACID_METABOLISM,-1.882358171,0.082824094,zileuton
GPCR_LIGAND_BINDING,-1.88084869,0.067576931,zileuton
RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,1.571561121,0.162261526,zileuton
EUKARYOTIC_TRANSLATION_INITIATION,-2.349383674,0.002167362,dacarbazine
EUKARYOTIC_TRANSLATION_ELONGATION,-2.324949404,0.002709202,dacarbazine
NONSENSE_MEDIATED_DECAY_NMD,-2.308429439,0.002528589,dacarbazine
RRNA_PROCESSING,-2.287094742,0.002438282,dacarbazine
METABOLISM_OF_RNA,-2.207766615,0.008235975,dacarbazine
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2.245089705,0.036034485,dacarbazine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.169518554,0.010114356,dacarbazine
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.06810339,0.025389097,dacarbazine
INNATE_IMMUNE_SYSTEM,1.967778899,0.104426468,dacarbazine
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,-1.990963809,0.04578552,dacarbazine
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,4.833548984,0,gossypol
UNFOLDED_PROTEIN_RESPONSE_UPR,3.092889887,0,gossypol
KEAP1_NFE2L2_PATHWAY,3.086597645,0,gossypol
HH_MUTANTS_ABROGATE_LIGAND_SECRETION,3.075576174,0,gossypol
TRANSCRIPTIONAL_REGULATION_BY_RUNX3,3.072203536,0,gossypol
ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,3.039803151,0,gossypol
PROGRAMMED_CELL_DEATH,3.01911506,0,gossypol
VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,2.984839782,0,gossypol
DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,2.972320447,0,gossypol
NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,2.969422957,0,gossypol
METABOLISM_OF_RNA,-3.951078487,0,pyrazolanthrone
MRNA_SPLICING,-3.255364121,0,pyrazolanthrone
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-3.183040417,0,pyrazolanthrone
CHROMATIN_ORGANIZATION,-2.91941224,0,pyrazolanthrone
GPCR_LIGAND_BINDING,2.280907244,0.000649923,pyrazolanthrone
HATS_ACETYLATE_HISTONES,-2.542292718,0.001890799,pyrazolanthrone
M_PHASE,-2.533102102,0.002363499,pyrazolanthrone
MITOTIC_METAPHASE_AND_ANAPHASE,-2.383590596,0.002701142,pyrazolanthrone
CELL_CYCLE_CHECKPOINTS,-2.301226921,0.003545249,pyrazolanthrone
EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,-2.237609611,0.003151332,pyrazolanthrone
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,2.75011659,0,ruxolitinib
EUKARYOTIC_TRANSLATION_ELONGATION,2.69879967,0,ruxolitinib
EUKARYOTIC_TRANSLATION_INITIATION,2.68729705,0,ruxolitinib
RRNA_PROCESSING,2.650304189,0,ruxolitinib
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.646664696,0,ruxolitinib
NONSENSE_MEDIATED_DECAY_NMD,2.59232286,0.000229523,ruxolitinib
INFLUENZA_INFECTION,2.45938837,0.000590203,ruxolitinib
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.439117678,0.000516427,ruxolitinib
SIGNALING_BY_ROBO_RECEPTORS,2.352168739,0.001224124,ruxolitinib
SELENOAMINO_ACID_METABOLISM,2.290107629,0.002616565,ruxolitinib
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.518571789,0.003396935,sildenafil
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.318222049,0.01075696,sildenafil
NEUTROPHIL_DEGRANULATION,-2.212972537,0.021891358,sildenafil
REGULATION_OF_TP53_ACTIVITY,2.051569465,0.232666481,sildenafil
RNA_POLYMERASE_II_TRANSCRIPTION,2.003092962,0.173081163,sildenafil
MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,1.989185934,0.130047322,sildenafil
REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,1.932862141,0.156766135,sildenafil
NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,1.856944209,0.177810156,sildenafil
UB_SPECIFIC_PROCESSING_PROTEASES,1.858263444,0.21166975,sildenafil
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,1.83251814,0.17956664,sildenafil
EUKARYOTIC_TRANSLATION_ELONGATION,-3.244677961,0,tamoxifen
