Term,NES,FDR q-val,Perturbation
CELL_CYCLE_CHECKPOINTS,2.852794083,0,promethazine
SELENOAMINO_ACID_METABOLISM,2.751142488,0.001867929,promethazine
RRNA_PROCESSING,2.70108522,0.001245286,promethazine
SEPARATION_OF_SISTER_CHROMATIDS,2.616660085,0.000933965,promethazine
EUKARYOTIC_TRANSLATION_ELONGATION,2.591516757,0.000747172,promethazine
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.522859378,0.001245286,promethazine
EUKARYOTIC_TRANSLATION_INITIATION,2.410328915,0.002668471,promethazine
MITOTIC_METAPHASE_AND_ANAPHASE,2.267261803,0.002988687,promethazine
MITOTIC_SPINDLE_CHECKPOINT,2.285151705,0.003320764,promethazine
TRANSLATION,2.332923627,0.003735859,promethazine
METABOLISM_OF_RNA,3.533399452,0,losartan
INFLUENZA_INFECTION,3.451809362,0,losartan
TRANSLATION,3.440250178,0,losartan
RRNA_PROCESSING,3.226506663,0,losartan
SELENOAMINO_ACID_METABOLISM,3.173339659,0,losartan
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.61660639,0.000856943,losartan
MRNA_SPLICING,2.570681138,0.000734523,losartan
HIV_INFECTION,2.474312941,0.000642707,losartan
HIV_LIFE_CYCLE,2.243231263,0.003427772,losartan
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,1.986797043,0.017481637,losartan
RESPIRATORY_ELECTRON_TRANSPORT,2.415149677,0.003348281,sildenafil
TRANSLATION,2.163992731,0.016741405,sildenafil
INFLUENZA_INFECTION,2.089028769,0.025670154,sildenafil
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.089818635,0.031958606,sildenafil
NEDDYLATION,1.93226487,0.053572496,sildenafil
GPCR_LIGAND_BINDING,-2.049915821,0.025490793,sildenafil
SIGNALING_BY_INTERLEUKINS,1.782124308,0.112502242,sildenafil
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,1.763368057,0.108819133,sildenafil
RRNA_PROCESSING,1.738294203,0.105710015,sildenafil
TRANSCRIPTION_OF_THE_HIV_GENOME,1.691165759,0.118445441,sildenafil
HCMV_EARLY_EVENTS,2.16010277,0.100245165,curcumin
MHC_CLASS_II_ANTIGEN_PRESENTATION,1.950873567,0.228893126,curcumin
REGULATION_OF_PTEN_GENE_TRANSCRIPTION,1.881136771,0.242816066,curcumin
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-1.899931081,0.473766458,curcumin
PTEN_REGULATION,1.788980765,0.314101516,curcumin
SIGNALING_BY_HEDGEHOG,1.513265571,1,curcumin
INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,1.48883631,0.984073368,curcumin
HOST_INTERACTIONS_OF_HIV_FACTORS,1.483419044,0.865927281,curcumin
ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,-1.69028668,1,curcumin
VISUAL_PHOTOTRANSDUCTION,-1.687697369,0.88884563,curcumin
METABOLISM_OF_RNA,-3.093093598,0,vorinostat
RRNA_PROCESSING,-2.894627825,0,vorinostat
INTEGRATION_OF_ENERGY_METABOLISM,2.767187945,0,vorinostat
CILIUM_ASSEMBLY,2.747680285,0,vorinostat
NEURONAL_SYSTEM,2.705024781,0.000314942,vorinostat
RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,-2.505155995,0.000346275,vorinostat
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,2.555485335,0.001889652,vorinostat
RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,-2.440774694,0.001038824,vorinostat
SIGNALING_BY_GPCR,2.541902927,0.001889652,vorinostat
NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,2.508600805,0.002204594,vorinostat
RRNA_PROCESSING,2.926644964,0,rosiglitazone
FATTY_ACID_METABOLISM,2.212532701,0.021455458,rosiglitazone
NONSENSE_MEDIATED_DECAY_NMD,2.17198762,0.021455458,rosiglitazone
METABOLISM_OF_RNA,2.160922304,0.017283563,rosiglitazone
EUKARYOTIC_TRANSLATION_INITIATION,2.140070342,0.015257215,rosiglitazone
EUKARYOTIC_TRANSLATION_ELONGATION,2.08236495,0.017879548,rosiglitazone
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2.044925766,0.018730955,rosiglitazone
SELENOAMINO_ACID_METABOLISM,1.998215742,0.025031368,rosiglitazone
MRNA_SPLICING,1.969386168,0.027547749,rosiglitazone
STIMULI_SENSING_CHANNELS,-2.061237837,0.073599809,rosiglitazone
TRANSLATION,2.480552324,0,gossypol
SELENOAMINO_ACID_METABOLISM,2.366026646,0.003519631,gossypol
RRNA_PROCESSING,2.371008445,0.005279447,gossypol
EUKARYOTIC_TRANSLATION_ELONGATION,2.310081445,0.003299654,gossypol
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.188467489,0.003959585,gossypol
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.216425598,0.004751502,gossypol
NONSENSE_MEDIATED_DECAY_NMD,2.149175496,0.006033653,gossypol
EUKARYOTIC_TRANSLATION_INITIATION,2.001407703,0.017818132,gossypol
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,-3.161096593,0.063516606,gossypol
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.880879394,0.034316403,gossypol
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.013374892,0.16713413,capsaicin
TRANSLATION,-1.863520724,0.339043521,capsaicin
EUKARYOTIC_TRANSLATION_ELONGATION,-1.803324991,0.368331787,capsaicin
CELL_JUNCTION_ORGANIZATION,1.501607485,1,capsaicin
REGULATION_OF_TP53_ACTIVITY,-1.765829537,0.36960519,capsaicin
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-1.760765574,0.310391956,capsaicin
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-1.737450083,0.317236496,capsaicin
METABOLISM_OF_STEROIDS,1.419723337,1,capsaicin
FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,1.413443545,0.834421989,capsaicin
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-1.682208044,0.408898765,capsaicin
RESPIRATORY_ELECTRON_TRANSPORT,2.334510784,0.047662433,ASN-05257430
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.293467161,0.033156475,ASN-05257430
RRNA_PROCESSING,2.054656688,0.122955261,ASN-05257430
MITF_M_DEPENDENT_GENE_EXPRESSION,-1.965825455,0.240556887,ASN-05257430
MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,-1.957902043,0.130048961,ASN-05257430
TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,1.910861528,0.212408668,ASN-05257430
CLEC7A_DECTIN_1_SIGNALING,1.892494497,0.185261804,ASN-05257430
KERATINIZATION,-1.932987865,0.083217859,ASN-05257430
FORMATION_OF_THE_CORNIFIED_ENVELOPE,-1.932987865,0.083217859,ASN-05257430
SIGNALING_BY_WNT,1.803353949,0.250400462,ASN-05257430
ASPARAGINE_N_LINKED_GLYCOSYLATION,-2.022217954,0.301357545,carbamazepine
ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,-1.898980444,0.25271738,carbamazepine
TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,-1.898980444,0.25271738,carbamazepine
GLUCOSE_METABOLISM,-1.880209929,0.214518989,carbamazepine
METABOLISM_OF_STEROIDS,-1.817562374,0.258533052,carbamazepine
UNFOLDED_PROTEIN_RESPONSE_UPR,-1.811402035,0.223903369,carbamazepine
COPI_MEDIATED_ANTEROGRADE_TRANSPORT,-1.799643931,0.207098343,carbamazepine
PROGRAMMED_CELL_DEATH,-1.756170292,0.241086036,carbamazepine
NUCLEAR_ENVELOPE_NE_REASSEMBLY,-1.749126956,0.224167718,carbamazepine
ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,-1.729955143,0.226811205,carbamazepine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-3.714363702,0,olaparib
GPCR_LIGAND_BINDING,2.691623508,0,olaparib
SARS_COV_1_HOST_INTERACTIONS,-2.733540938,0,olaparib
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,-2.781697778,0,olaparib
METABOLISM_OF_RNA,-3.019205472,0,olaparib
RRNA_PROCESSING,-3.15805677,0,olaparib
TRANSLATION,-3.234958699,0,olaparib
SIGNALING_BY_ROBO_RECEPTORS,-3.320069749,0,olaparib
VIRAL_INFECTION_PATHWAYS,-2.705795952,0,olaparib
NONSENSE_MEDIATED_DECAY_NMD,-3.483389536,0,olaparib
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.646497188,0,AR-C133057XX
RRNA_PROCESSING,2.753013266,0,AR-C133057XX
EUKARYOTIC_TRANSLATION_INITIATION,2.756410208,0,AR-C133057XX
SELENOAMINO_ACID_METABOLISM,2.784416332,0,AR-C133057XX
TRANSLATION,2.949542541,0,AR-C133057XX
EUKARYOTIC_TRANSLATION_ELONGATION,2.799895617,0,AR-C133057XX
NONSENSE_MEDIATED_DECAY_NMD,2.796497818,0,AR-C133057XX
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,2.312750988,0.005520085,AR-C133057XX
CELLULAR_RESPONSE_TO_STARVATION,2.283774792,0.005315638,AR-C133057XX
PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,-3.263335606,0.015775854,AR-C133057XX
EUKARYOTIC_TRANSLATION_ELONGATION,-2.199156022,0.016719715,BRD-K31342827
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.269157473,0.025538799,BRD-K31342827
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-2.126414565,0.020435207,BRD-K31342827
EUKARYOTIC_TRANSLATION_INITIATION,-2.077019949,0.025698821,BRD-K31342827
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.035241429,0.0267051,BRD-K31342827
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.029796659,0.022850277,BRD-K31342827
RRNA_PROCESSING,-2.026012015,0.019506334,BRD-K31342827
SELENOAMINO_ACID_METABOLISM,-2.004643147,0.019904422,BRD-K31342827
SIGNALING_BY_ROBO_RECEPTORS,-1.998180018,0.018113024,BRD-K31342827
MRNA_SPLICING,1.753625907,0.209221702,BRD-K31342827
NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,2.408075246,0.008876459,tosedostat
CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,2.342415644,0.009986017,tosedostat
CELLULAR_RESPONSE_TO_STARVATION,2.128859848,0.026629377,tosedostat
TRANSCRIPTIONAL_REGULATION_BY_RUNX1,-2.119529272,0.043932237,tosedostat
TOLL_LIKE_RECEPTOR_CASCADES,2.07275061,0.029403271,tosedostat
MYD88_INDEPENDENT_TLR4_CASCADE,1.919938467,0.059472276,tosedostat
ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,1.867939883,0.067683001,tosedostat
KEAP1_NFE2L2_PATHWAY,1.849104666,0.067524493,tosedostat
TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,1.760808284,0.099582776,tosedostat
EUKARYOTIC_TRANSLATION_INITIATION,1.716068587,0.116873379,tosedostat
ANTIGEN_PROCESSING_CROSS_PRESENTATION,2.805228582,0,PX-12
INFLUENZA_INFECTION,2.626063622,0.001856405,PX-12
METABOLISM_OF_RNA,2.491857931,0.003712809,PX-12
CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,2.228767045,0.01206663,PX-12
HIV_LIFE_CYCLE,2.135840424,0.02004917,PX-12
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.124344854,0.017945244,PX-12
TRANSLATION,2.086288953,0.020685651,PX-12
TRNA_PROCESSING,2.015383413,0.022276855,PX-12
FATTY_ACID_METABOLISM,2.022648787,0.024597361,PX-12
CELL_CYCLE_CHECKPOINTS,1.865849729,0.049751643,PX-12
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,3.320825567,0,AZD-7545
RESPIRATORY_ELECTRON_TRANSPORT,3.238525618,0,AZD-7545
MITOCHONDRIAL_PROTEIN_DEGRADATION,2.486958669,0.001666667,AZD-7545
MITOCHONDRIAL_BIOGENESIS,2.418285793,0.00125,AZD-7545
RRNA_PROCESSING,2.38155388,0.0025,AZD-7545
C_TYPE_LECTIN_RECEPTORS_CLRS,2.099482162,0.03125,AZD-7545
METABOLISM_OF_RNA,2.029814179,0.039285714,AZD-7545
RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY,1.87620893,0.0871875,AZD-7545
NEURONAL_SYSTEM,-1.960828832,0.224421053,AZD-7545
GPCR_LIGAND_BINDING,-1.948612127,0.125894737,AZD-7545
TRANSLATION,3.252003736,0,lenalidomide
NONSENSE_MEDIATED_DECAY_NMD,2.512551214,0,lenalidomide
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,2.544542662,0,lenalidomide
EUKARYOTIC_TRANSLATION_INITIATION,2.590890685,0,lenalidomide
S_PHASE,2.602870782,0,lenalidomide
METABOLISM_OF_RNA,2.603501996,0,lenalidomide
SELENOAMINO_ACID_METABOLISM,2.823187107,0,lenalidomide
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.725978722,0,lenalidomide
RRNA_PROCESSING,2.848160506,0,lenalidomide
EUKARYOTIC_TRANSLATION_ELONGATION,2.835510416,0,lenalidomide
EUKARYOTIC_TRANSLATION_ELONGATION,-3.263209888,0,flutamide
SARS_COV_1_INFECTION,-2.585975278,0,flutamide
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,-2.699133202,0,flutamide
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-2.714014534,0,flutamide
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,-2.752540544,0,flutamide
SIGNALING_BY_ROBO_RECEPTORS,-2.807807726,0,flutamide
INFLUENZA_INFECTION,-2.86384543,0,flutamide
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,-2.913785043,0,flutamide
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.915897543,0,flutamide
SARS_COV_1_HOST_INTERACTIONS,-2.606130968,0,flutamide
NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2,2.781093132,0,batimastat
KEAP1_NFE2L2_PATHWAY,2.556528655,0,batimastat
RRNA_PROCESSING,2.380455279,0.003666361,batimastat
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2.295108172,0.002749771,batimastat
APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,2.201465701,0.010999083,batimastat
METABOLISM_OF_RNA,2.155212569,0.013443324,batimastat
HOST_INTERACTIONS_OF_HIV_FACTORS,2.052708338,0.023045699,batimastat
TNFR2_NON_CANONICAL_NF_KB_PATHWAY,2.043974159,0.020164986,batimastat
CELL_CYCLE_CHECKPOINTS,2.030053674,0.02118342,batimastat
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,1.954907137,0.031897342,batimastat
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.596764061,0,valdecoxib
GPCR_LIGAND_BINDING,-2.512971793,0.000442117,valdecoxib
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2.489610059,0.001669805,valdecoxib
PEPTIDE_LIGAND_BINDING_RECEPTORS,-2.413451298,0.000294744,valdecoxib
SIGNALING_BY_GPCR,-2.254111379,0.002431641,valdecoxib
G_ALPHA_I_SIGNALLING_EVENTS,-2.106925134,0.009549717,valdecoxib
G_ALPHA_S_SIGNALLING_EVENTS,-2.105797107,0.008105469,valdecoxib
KEAP1_NFE2L2_PATHWAY,1.984864329,0.098518492,valdecoxib
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,-1.950634991,0.03802202,valdecoxib
NEURONAL_SYSTEM,-1.944155622,0.035921966,valdecoxib
MUSCLE_CONTRACTION,2.617382758,0,trifluoperazine
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.194208666,0.025044042,trifluoperazine
NONSENSE_MEDIATED_DECAY_NMD,-2.190766202,0.012522021,trifluoperazine
KERATINIZATION,-2.166719995,0.010888714,trifluoperazine
SIGNALING_BY_ROBO_RECEPTORS,-2.148827002,0.010888714,trifluoperazine
EUKARYOTIC_TRANSLATION_ELONGATION,-2.137568315,0.010017617,trifluoperazine
EUKARYOTIC_TRANSLATION_INITIATION,-2.098753578,0.014518285,trifluoperazine
FORMATION_OF_THE_CORNIFIED_ENVELOPE,-2.095721318,0.01275535,trifluoperazine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.042547084,0.018510813,trifluoperazine
CELLULAR_RESPONSE_TO_STARVATION,-2.02967834,0.018631799,trifluoperazine
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,4.186903767,0,lonidamine
EUKARYOTIC_TRANSLATION_ELONGATION,4.160527952,0,lonidamine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,3.980493918,0,lonidamine
SELENOAMINO_ACID_METABOLISM,3.904094194,0,lonidamine
INFLUENZA_INFECTION,3.838089843,0,lonidamine
CELLULAR_RESPONSE_TO_STARVATION,3.343741109,0,lonidamine
EUKARYOTIC_TRANSLATION_INITIATION,3.007264789,0,lonidamine
NONSENSE_MEDIATED_DECAY_NMD,2.744473669,0,lonidamine
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,2.486091052,0.000505633,lonidamine
TRANSLATION,2.435880782,0.000455069,lonidamine
CELL_CYCLE_MITOTIC,-3.469272935,0,selumetinib
MITOTIC_PROMETAPHASE,-2.567191422,0,selumetinib
SEPARATION_OF_SISTER_CHROMATIDS,-2.570464677,0,selumetinib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.58483206,0,selumetinib
METABOLISM_OF_NUCLEOTIDES,-2.597150265,0,selumetinib
ORC1_REMOVAL_FROM_CHROMATIN,-2.633376873,0,selumetinib
CHROMOSOME_MAINTENANCE,-2.660489758,0,selumetinib
SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,-2.666971199,0,selumetinib
MITOTIC_METAPHASE_AND_ANAPHASE,-2.772624255,0,selumetinib
RRNA_PROCESSING,-2.796652053,0,selumetinib
GPCR_LIGAND_BINDING,-2.458552631,0,swainsonine
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.351606179,0.000456828,swainsonine
SIGNALING_BY_GPCR,-2.336926695,0.000304552,swainsonine
G_ALPHA_I_SIGNALLING_EVENTS,-2.154139463,0.003654624,swainsonine
PEPTIDE_LIGAND_BINDING_RECEPTORS,-2.133900609,0.003837355,swainsonine
NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,-1.98079763,0.018729948,swainsonine
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.78360572,0.402590194,swainsonine
METABOLISM_OF_STEROIDS,1.72759236,0.277567068,swainsonine
G_ALPHA_Q_SIGNALLING_EVENTS,-1.874548208,0.049728992,swainsonine
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,-1.866070506,0.046939078,swainsonine
METABOLISM_OF_RNA,-3.024390408,0,TG-101348
DNA_DOUBLE_STRAND_BREAK_REPAIR,-2.523215303,0,TG-101348
RRNA_PROCESSING,-2.579073049,0,TG-101348
CELL_CYCLE_CHECKPOINTS,-2.583086024,0,TG-101348
MITOCHONDRIAL_TRANSLATION,-2.604897224,0,TG-101348
SYNTHESIS_OF_DNA,-2.622411951,0,TG-101348
HOMOLOGY_DIRECTED_REPAIR,-2.602012103,0,TG-101348
CELL_CYCLE_MITOTIC,-2.750358398,0,TG-101348
DNA_REPLICATION,-2.768876701,0,TG-101348
CELL_CYCLE,-2.785274773,0,TG-101348
EUKARYOTIC_TRANSLATION_ELONGATION,3.724812261,0,dacarbazine
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,2.764082565,0,dacarbazine
SARS_COV_1_INFECTION,2.768123744,0,dacarbazine
SARS_COV_1_HOST_INTERACTIONS,2.889817167,0,dacarbazine
SIGNALING_BY_ROBO_RECEPTORS,2.973573335,0,dacarbazine
TRANSLATION,3.030586054,0,dacarbazine
EXTRACELLULAR_MATRIX_ORGANIZATION,-3.080866504,0,dacarbazine
RRNA_PROCESSING,3.205311068,0,dacarbazine
INFLUENZA_INFECTION,3.236183593,0,dacarbazine
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.874252783,0,dacarbazine
DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,2.336577692,0.026231361,alisertib
SIGNALING_BY_VEGF,2.22573144,0.037329244,alisertib
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2.028836009,0.090128265,alisertib
FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,1.913236261,0.140236889,alisertib
CELLULAR_RESPONSES_TO_STIMULI,1.741744981,0.309126496,alisertib
KEAP1_NFE2L2_PATHWAY,1.736295713,0.2660129,alisertib
LEISHMANIA_INFECTION,1.719240882,0.249630311,alisertib
SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,1.698078936,0.246927904,alisertib
CELLULAR_RESPONSE_TO_HEAT_STRESS,1.693116049,0.225769061,alisertib
