Term,NES,FDR q-val,Perturbation
SENSORY_PERCEPTION,-2.266113408,0.000603047,olaparib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.262756879,0.000402032,olaparib
MITOCHONDRIAL_PROTEIN_DEGRADATION,2.39427683,0.005306004,olaparib
METABOLISM_OF_STEROIDS,2.370117553,0.005306004,olaparib
MITOTIC_PROMETAPHASE,2.109481305,0.022285216,olaparib
SIGNALING_BY_GPCR,-2.171364199,0.003467523,olaparib
G_ALPHA_I_SIGNALLING_EVENTS,-2.138311228,0.003497675,olaparib
INTEGRIN_CELL_SURFACE_INTERACTIONS,-2.192335217,0.016830224,lonidamine
NCAM1_INTERACTIONS,-2.147346415,0.016028785,lonidamine
GPCR_LIGAND_BINDING,-2.135848775,0.01335732,lonidamine
COLLAGEN_DEGRADATION,-2.128036088,0.01081943,lonidamine
ECM_PROTEOGLYCANS,-2.102674032,0.010739286,lonidamine
NEUTROPHIL_DEGRANULATION,2.090695322,0.135845342,lonidamine
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.058533934,0.014292333,lonidamine
NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,-2.05080781,0.013509976,lonidamine
SIGNALING_BY_ALK_IN_CANCER,1.996433458,0.126985863,lonidamine
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.033485263,0.014125366,lonidamine
TRANSLATION,3.398964797,0,AR-C133057XX
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,3.307540361,0,AR-C133057XX
METABOLISM_OF_RNA,3.250288491,0,AR-C133057XX
SEPARATION_OF_SISTER_CHROMATIDS,3.032922866,0,AR-C133057XX
RRNA_PROCESSING,2.918013554,0,AR-C133057XX
SIGNALING_BY_ROBO_RECEPTORS,2.878030555,0,AR-C133057XX
MITOTIC_METAPHASE_AND_ANAPHASE,2.83580249,0,AR-C133057XX
CELL_CYCLE_MITOTIC,2.758201637,0,AR-C133057XX
HOST_INTERACTIONS_OF_HIV_FACTORS,2.700378648,0,AR-C133057XX
THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,2.688330893,0,AR-C133057XX
NEUTROPHIL_DEGRANULATION,3.03633762,0,PX-12
COLLAGEN_DEGRADATION,-2.615237357,0,PX-12
COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,-2.535112442,0,PX-12
GPCR_LIGAND_BINDING,-2.529095791,0.000282358,PX-12
COLLAGEN_FORMATION,-2.460423364,0.000211769,PX-12
ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,-2.453175763,0.000169415,PX-12
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.427891472,0.000282358,PX-12
NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,-2.257404292,0.002299204,PX-12
RRNA_PROCESSING,2.326522347,0.018582105,PX-12
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.212364194,0.003705953,PX-12
EUKARYOTIC_TRANSLATION_ELONGATION,5.187516301,0,IPI-145
SARS_COV_1_INFECTION,3.744720512,0,IPI-145
RESPIRATORY_ELECTRON_TRANSPORT,3.419209615,0,IPI-145
INFECTIOUS_DISEASE,3.331806869,0,IPI-145
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,3.319307849,0,IPI-145
GPCR_LIGAND_BINDING,-3.295258788,0,IPI-145
SARS_COV_2_INFECTION,3.260653395,0,IPI-145
SIGNALING_BY_GPCR,-3.172979647,0,IPI-145
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-3.124635536,0,IPI-145
SARS_COV_2_HOST_INTERACTIONS,3.033762842,0,IPI-145
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.78526133,0,lestaurtinib
SARS_COV_2_HOST_INTERACTIONS,2.67458856,0.002695727,lestaurtinib
MRNA_SPLICING,2.591687427,0.005391454,lestaurtinib
GPCR_LIGAND_BINDING,-2.246798129,0.001762186,lestaurtinib
NEURONAL_SYSTEM,-2.228866259,0.000881093,lestaurtinib
CELLULAR_RESPONSE_TO_HEAT_STRESS,2.352861428,0.016174362,lestaurtinib
SARS_COV_2_INFECTION,2.332771236,0.01401778,lestaurtinib
ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,2.268155738,0.016174362,lestaurtinib
SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,2.192377297,0.016174362,lestaurtinib
INFLUENZA_INFECTION,2.180612592,0.014826498,lestaurtinib
MITOCHONDRIAL_PROTEIN_DEGRADATION,3.055213906,0,fasudil
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.355573415,0.001472858,fasudil
GPCR_LIGAND_BINDING,-2.238651249,0.004050359,fasudil
SIGNALING_BY_GPCR,-2.124357828,0.01129191,fasudil
G_ALPHA_Q_SIGNALLING_EVENTS,-2.045149967,0.016753757,fasudil
HIV_INFECTION,1.808879063,0.235685878,fasudil
PEPTIDE_LIGAND_BINDING_RECEPTORS,-1.9724146,0.030046299,fasudil
TRANSLATION,1.695763213,0.31064958,fasudil
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.637181047,0.339135787,fasudil
C_TYPE_LECTIN_RECEPTORS_CLRS,1.602671252,0.333918313,fasudil
CELL_CYCLE,-4.931609561,0,gemcitabine
MRNA_SPLICING,-2.728381197,0,gemcitabine
AURKA_ACTIVATION_BY_TPX2,-2.824283326,0,gemcitabine
RHO_GTPASE_EFFECTORS,-2.921490813,0,gemcitabine
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.998523332,0,gemcitabine
REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,-3.004637505,0,gemcitabine
APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,-3.105893168,0,gemcitabine
RHO_GTPASES_ACTIVATE_FORMINS,-3.14742675,0,gemcitabine
RESOLUTION_OF_SISTER_CHROMATID_COHESION,-3.58578667,0,gemcitabine
MITOTIC_G2_G2_M_PHASES,-3.110392938,0,gemcitabine
PEPTIDE_LIGAND_BINDING_RECEPTORS,-2.144568065,0.019202141,rosiglitazone
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.128207021,0.011137242,rosiglitazone
METABOLISM_OF_VITAMINS_AND_COFACTORS,1.895226872,0.242718447,rosiglitazone
ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,1.720671257,0.315533981,rosiglitazone
HIV_INFECTION,1.626172063,0.388349515,rosiglitazone
MRNA_SPLICING,1.618572543,0.305265123,rosiglitazone
GPCR_LIGAND_BINDING,-1.895064941,0.095754677,rosiglitazone
G_ALPHA_Q_SIGNALLING_EVENTS,-1.879533879,0.081417078,rosiglitazone
SIGNALING_BY_GPCR,-1.875906355,0.068206005,rosiglitazone
THE_PHOTOTRANSDUCTION_CASCADE,-1.862206751,0.064263166,rosiglitazone
S_PHASE,3.433041344,0,sparfosic-acid
CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,3.29993806,0,sparfosic-acid
SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,3.17696732,0,sparfosic-acid
SYNTHESIS_OF_DNA,3.165115694,0,sparfosic-acid
DNA_REPLICATION,2.99531528,0,sparfosic-acid
ORC1_REMOVAL_FROM_CHROMATIN,2.930093441,0,sparfosic-acid
TRANSLATION,2.653858043,0.000574891,sparfosic-acid
DNA_REPLICATION_PRE_INITIATION,2.616921794,0.000503029,sparfosic-acid
SEPARATION_OF_SISTER_CHROMATIDS,2.439089135,0.000894274,sparfosic-acid
CELLULAR_RESPONSE_TO_HYPOXIA,2.358464391,0.000804847,sparfosic-acid
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.153826516,0.022726129,BRD-K31342827
SENSORY_PERCEPTION,-2.132855943,0.013562367,BRD-K31342827
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,1.972162069,0.247787611,BRD-K31342827
PEPTIDE_LIGAND_BINDING_RECEPTORS,-2.058217778,0.020771193,BRD-K31342827
VOLTAGE_GATED_POTASSIUM_CHANNELS,-2.034493821,0.020343551,BRD-K31342827
GPCR_LIGAND_BINDING,-2.027354916,0.018034283,BRD-K31342827
THE_PHOTOTRANSDUCTION_CASCADE,-1.976703437,0.022970496,BRD-K31342827
CELL_CYCLE_MITOTIC,1.721000171,0.493510324,BRD-K31342827
MRNA_SPLICING,1.708362608,0.346902655,BRD-K31342827
METABOLISM_OF_RNA,1.685543653,0.291150442,BRD-K31342827
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2.377450193,0.005549555,carbamazepine
MITOTIC_METAPHASE_AND_ANAPHASE,-1.973172461,0.298805599,carbamazepine
EUKARYOTIC_TRANSLATION_INITIATION,1.903540739,0.157815457,carbamazepine
INTERFERON_SIGNALING,-1.863973387,0.357855276,carbamazepine
CELL_CYCLE_CHECKPOINTS,-1.849938559,0.264656387,carbamazepine
NEURONAL_SYSTEM,1.863492203,0.144982113,carbamazepine
NONSENSE_MEDIATED_DECAY_NMD,1.825194367,0.140646523,carbamazepine
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,1.772811882,0.166764114,carbamazepine
SYNTHESIS_OF_DNA,-1.725705049,0.477021795,carbamazepine
CELLULAR_RESPONSE_TO_STARVATION,1.730137977,0.185331999,carbamazepine
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2.535209849,0.002245659,tosedostat
TRNA_PROCESSING,1.928768241,0.094317681,tosedostat
GPCR_LIGAND_BINDING,-1.955916887,0.356645079,tosedostat
CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,-1.915562793,0.256153924,tosedostat
SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,-1.879607409,0.22364208,tosedostat
TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,1.591460089,0.40758712,tosedostat
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-1.782525028,0.368221266,tosedostat
ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,-1.77136529,0.326694774,tosedostat
CARDIAC_CONDUCTION,-1.765626316,0.283082926,tosedostat
SIGNALING_BY_WNT,1.436250743,0.645346273,tosedostat
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,2.881633674,0,enalapril
RRNA_PROCESSING,2.504539367,0,enalapril
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.520330727,0,enalapril
UNFOLDED_PROTEIN_RESPONSE_UPR,2.52236064,0,enalapril
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,2.554077853,0,enalapril
INFLUENZA_INFECTION,2.562062151,0,enalapril
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.554077853,0,enalapril
NONSENSE_MEDIATED_DECAY_NMD,2.721248058,0,enalapril
EUKARYOTIC_TRANSLATION_INITIATION,2.76885302,0,enalapril
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.806859645,0,enalapril
IRE1ALPHA_ACTIVATES_CHAPERONES,1.982100005,0.244948962,mepacrine
UNFOLDED_PROTEIN_RESPONSE_UPR,1.925312798,0.219140164,mepacrine
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,1.87569222,0.230558602,mepacrine
SIGNALING_BY_VEGF,1.808271717,0.30172832,mepacrine
GPCR_LIGAND_BINDING,1.794513274,0.27028851,mepacrine
S_PHASE,-1.47684039,1,mepacrine
ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,-1.41296185,1,mepacrine
HCMV_INFECTION,-1.411535131,1,mepacrine
REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,-1.393609728,1,mepacrine
RHOQ_GTPASE_CYCLE,1.696433809,0.474725479,mepacrine
RESPIRATORY_ELECTRON_TRANSPORT,2.208504973,0.067977251,BRD-K76188144
GOLGI_TO_ER_RETROGRADE_TRANSPORT,2.061741441,0.099010344,BRD-K76188144
CELLULAR_RESPONSES_TO_STIMULI,1.994899107,0.086695625,BRD-K76188144
FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,1.931593106,0.094577045,BRD-K76188144
MRNA_SPLICING,1.92413037,0.076843849,BRD-K76188144
SEPARATION_OF_SISTER_CHROMATIDS,1.844328854,0.096054812,BRD-K76188144
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,1.832021854,0.086554885,BRD-K76188144
MITOTIC_METAPHASE_AND_ANAPHASE,1.806567597,0.087557655,BRD-K76188144
M_PHASE,1.793347917,0.082426522,BRD-K76188144
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,1.772487278,0.074694371,BRD-K76188144
METABOLISM_OF_RNA,5.900488761,0,lenalidomide
CELL_CYCLE_CHECKPOINTS,3.236116857,0,lenalidomide
THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,3.228586641,0,lenalidomide
SIGNALING_BY_NOTCH4,3.17070677,0,lenalidomide
APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,3.16324043,0,lenalidomide
CELL_CYCLE_MITOTIC,3.132686516,0,lenalidomide
G2_M_CHECKPOINTS,3.083722164,0,lenalidomide
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.998092295,0,lenalidomide
VIRAL_INFECTION_PATHWAYS,2.936715476,0,lenalidomide
MITOTIC_G2_G2_M_PHASES,2.915943597,0,lenalidomide
THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,-2.439494422,0,AZD-9291
GPCR_LIGAND_BINDING,-2.389618248,0,AZD-9291
NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,-2.273883386,0.003470439,AZD-9291
G_ALPHA_Q_SIGNALLING_EVENTS,-2.230681888,0.00702764,AZD-9291
SELECTIVE_AUTOPHAGY,-2.164812973,0.010411318,AZD-9291
MITOTIC_G2_G2_M_PHASES,-2.15668475,0.00971723,AZD-9291
G1_S_DNA_DAMAGE_CHECKPOINTS,-2.156642449,0.008329055,AZD-9291
AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,-2.142540733,0.008068772,AZD-9291
METABOLISM_OF_STEROIDS,2.091944645,0.020285088,AZD-9291
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,-2.121227385,0.007912602,AZD-9291
MITF_M_DEPENDENT_GENE_EXPRESSION,-2.65412026,0.004922542,ASN-05257430
MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,-2.450895841,0.007383814,ASN-05257430
GPCR_LIGAND_BINDING,2.251061963,0.00784704,ASN-05257430
ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,-2.231317116,0.022151441,ASN-05257430
ANTIGEN_PROCESSING_CROSS_PRESENTATION,-2.187372234,0.025843347,ASN-05257430
INTERFERON_ALPHA_BETA_SIGNALING,-2.157136523,0.02559722,ASN-05257430
MEMBRANE_TRAFFICKING,-2.120775212,0.027894407,ASN-05257430
INTERFERON_SIGNALING,-2.119685688,0.023909491,ASN-05257430
SIGNALING_BY_GPCR,2.099860628,0.018881941,ASN-05257430
VESICLE_MEDIATED_TRANSPORT,-2.097940601,0.024305053,ASN-05257430
MITOCHONDRIAL_PROTEIN_DEGRADATION,2.247814848,0.059625982,talazoparib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.071166444,0.031453853,talazoparib
VESICLE_MEDIATED_TRANSPORT,1.939758848,0.143644412,talazoparib
GPCR_LIGAND_BINDING,-2.038461329,0.024426929,talazoparib
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.842278485,0.177071099,talazoparib
MEMBRANE_TRAFFICKING,1.755881886,0.214111483,talazoparib
G_ALPHA_Q_SIGNALLING_EVENTS,-1.940355325,0.040600009,talazoparib
SARS_COV_2_HOST_INTERACTIONS,1.699438447,0.227662842,talazoparib
ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,1.576331771,0.368596983,talazoparib
INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,1.496306323,0.470038589,talazoparib
EUKARYOTIC_TRANSLATION_ELONGATION,3.331523453,0,gefitinib
RRNA_PROCESSING,2.669819641,0,gefitinib
TRANSLATION,2.734512431,0,gefitinib
SARS_COV_1_INFECTION,2.765908057,0,gefitinib
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,2.834894301,0,gefitinib
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,2.84062973,0,gefitinib
SARS_COV_1_HOST_INTERACTIONS,2.944883604,0,gefitinib
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.95290986,0,gefitinib
NERVOUS_SYSTEM_DEVELOPMENT,3.107707999,0,gefitinib
CELLULAR_RESPONSE_TO_STARVATION,2.92745726,0,gefitinib
VESICLE_MEDIATED_TRANSPORT,3.623599369,0,selumetinib
MEMBRANE_TRAFFICKING,3.587367104,0,selumetinib
INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,3.273567038,0,selumetinib
INFLUENZA_INFECTION,3.219366375,0,selumetinib
RESOLUTION_OF_SISTER_CHROMATID_COHESION,3.130617149,0,selumetinib
SEPARATION_OF_SISTER_CHROMATIDS,2.969927823,0,selumetinib
MITOTIC_METAPHASE_AND_ANAPHASE,2.920925089,0,selumetinib
GPCR_LIGAND_BINDING,-2.858016062,0,selumetinib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.691973357,0,selumetinib
SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,-2.474551806,0,selumetinib
METABOLISM_OF_RNA,4.798266063,0,mevastatin
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,4.046703539,0,mevastatin
MRNA_SPLICING,3.744887466,0,mevastatin
CELL_CYCLE,3.739707844,0,mevastatin
CELL_CYCLE_CHECKPOINTS,3.547592984,0,mevastatin
CELL_CYCLE_MITOTIC,3.455393249,0,mevastatin
MITOTIC_METAPHASE_AND_ANAPHASE,3.37179839,0,mevastatin
M_PHASE,3.161654149,0,mevastatin
INFLUENZA_INFECTION,3.132158879,0,mevastatin
SEPARATION_OF_SISTER_CHROMATIDS,2.947604157,0,mevastatin
DISEASES_OF_METABOLISM,-2.843695263,0,BRD-K76674262
DNA_STRAND_ELONGATION,-2.622082622,0.000544931,BRD-K76674262
DISEASES_OF_GLYCOSYLATION,-2.505307387,0.001089862,BRD-K76674262
NEUTROPHIL_DEGRANULATION,-2.458070334,0.001089862,BRD-K76674262
BASE_EXCISION_REPAIR,-2.271288754,0.004141474,BRD-K76674262
TELOMERE_MAINTENANCE,-2.238587609,0.005449308,BRD-K76674262
EXTENSION_OF_TELOMERES,-2.238587609,0.005449308,BRD-K76674262
METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,-2.175171767,0.009944988,BRD-K76674262
CHROMOSOME_MAINTENANCE,-2.166698276,0.009687659,BRD-K76674262
GLYCOSAMINOGLYCAN_METABOLISM,-2.166482951,0.00882788,BRD-K76674262
TRANSLATION,3.142442894,0,batimastat
METABOLISM_OF_RNA,3.086137674,0,batimastat
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.895724283,0,batimastat
CELLULAR_RESPONSE_TO_STARVATION,2.431241329,0.004993719,batimastat
MRNA_SPLICING,2.171035104,0.009321608,batimastat
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.112757446,0.014426298,batimastat
PEPTIDE_LIGAND_BINDING_RECEPTORS,-2.058241624,0.022994251,batimastat
