,names,pvals,logfoldchanges,condition,cellline
13282810,ZMAT3,2.4435364262869737e-23,0.2421545982360839,MLN-8054,A375
13282811,MATN2,3.040343937514513e-23,-0.2468499988317489,MLN-8054,A375
13282812,RBM34,4.289391044911961e-23,0.0342071168124675,MLN-8054,A375
13282813,IGSF3,5.574727035359387e-23,-0.3552605807781219,MLN-8054,A375
13282814,DNAJC22,8.551675170310883e-23,-0.3503379821777344,MLN-8054,A375
13282815,LRRFIP2,8.625306295090047e-23,0.2326686680316925,MLN-8054,A375
13284796,IQGAP1,3.924794607051713e-07,-0.4531410634517669,sparfosic-acid,A375
13284797,NDUFS8,5.087087126385345e-07,0.3460259437561035,sparfosic-acid,A375
13284798,FKBP2,5.810958845989239e-07,0.47209233045578,sparfosic-acid,A375
13284799,BAX,8.321592841812561e-07,0.391811728477478,sparfosic-acid,A375
13284800,GPAA1,8.368104994050818e-07,0.5356345772743225,sparfosic-acid,A375
13284801,PGLS,8.749322958360507e-07,0.4074590504169464,sparfosic-acid,A375
13284802,RPE,8.847209220958399e-07,-0.8349003791809082,sparfosic-acid,A375
13284803,MACROD1,8.896546959641017e-07,0.4808228313922882,sparfosic-acid,A375
13284804,PPP2R5A,9.096560352724224e-07,-0.3528391122817993,sparfosic-acid,A375
13284805,RALGAPA1,9.300899789212276e-07,-0.7339615821838379,sparfosic-acid,A375
13284806,MAST3,9.885877249012535e-07,-0.8883923292160034,sparfosic-acid,A375
13284807,DYNC1I2,1.0564402511496427e-06,-0.3309503495693207,sparfosic-acid,A375
13284808,COL4A5,1.07409122155247e-06,-0.497464507818222,sparfosic-acid,A375
13284809,SGMS1,1.0770605093588894e-06,-0.7494036555290222,sparfosic-acid,A375
13284810,COX8A,1.0770605093588894e-06,0.3083600401878357,sparfosic-acid,A375
13284811,DHX29,1.110248456473312e-06,-0.3981371223926544,sparfosic-acid,A375
13284812,ATG4A,1.1163874283407903e-06,-0.7613957524299622,sparfosic-acid,A375
13284813,TRIP11,1.14757549288585e-06,-1.0558136701583862,sparfosic-acid,A375
13284814,MDH2,1.14757549288585e-06,0.4292263984680176,sparfosic-acid,A375
13284815,TRIO,1.1602840206825074e-06,-0.591514527797699,sparfosic-acid,A375
13286796,HLA-F,8.256914025676839e-14,0.1422633528709411,losartan,A375
13286797,COG2,4.65884352339269e-13,0.1731080859899521,losartan,A375
13286798,HLA-C,2.947114517340347e-12,0.1399262398481369,losartan,A375
13286799,HLA-G,1.155953087749374e-11,0.1894683241844177,losartan,A375
13286800,SMARCA4,1.4626273390812013e-11,0.0795157179236412,losartan,A375
13286801,PRKD1,1.6715006814370998e-11,0.2138957977294922,losartan,A375
13286802,DYRK2,1.978804336142608e-11,0.1570825278759002,losartan,A375
13286803,HLA-E,2.858840658102176e-11,0.1754322350025177,losartan,A375
13286804,GGA3,5.6867510215487856e-11,0.1695197373628616,losartan,A375
13286805,INTS3,8.772524027718279e-11,0.1232043281197547,losartan,A375
13286806,ZNF302,7.91202550098598e-10,0.1537784487009048,losartan,A375
13286807,FOSL1,9.032144556112391e-10,0.117849551141262,losartan,A375
13286808,ERAL1,9.655927764850823e-10,0.1677009016275406,losartan,A375
13286809,POLR1C,1.0694788014501375e-09,-0.116455391049385,losartan,A375
13286810,MINDY2,1.2635882929481091e-09,0.2197708189487457,losartan,A375
13286811,THAP11,1.5430520642346515e-09,0.0694261863827705,losartan,A375
13286812,MYL6B,1.684706504029138e-09,0.1225409284234047,losartan,A375
13286813,ZNF672,1.6945880113663413e-09,0.1327738314867019,losartan,A375
13286814,BLVRA,1.9982920507308633e-09,0.0802321955561637,losartan,A375
13286815,GNS,4.705977032740544e-09,0.1442840248346328,losartan,A375
13288796,ATP1B1,2.4937568474489762e-23,-0.202230617403984,pazopanib,A375
13288797,AKAP8,1.4125062874227071e-14,-0.1106360852718353,pazopanib,A375
13288798,PCK2,2.2151116006956128e-14,0.3559419512748718,pazopanib,A375
13288799,CTSG,8.177427243073378e-14,-0.1951452642679214,pazopanib,A375
13288800,FAM98A,9.092071424020846e-14,-0.1805530488491058,pazopanib,A375
13288801,MYO5C,1.0860072039838903e-13,0.3134997487068176,pazopanib,A375
13288802,CNOT4,1.2694651012473558e-13,0.1625342816114425,pazopanib,A375
13288803,SLC35B1,2.869894941402331e-13,-0.0791445821523666,pazopanib,A375
13288804,EIF2S2,4.811496887326767e-13,0.104249395430088,pazopanib,A375
13288805,SKIV2L,5.741129532917429e-13,-0.1311119496822357,pazopanib,A375
13288806,SEMA4G,3.1788992479869535e-12,0.1765514314174652,pazopanib,A375
13288807,RNF146,3.4278654154813885e-12,0.1886217147111892,pazopanib,A375
13288808,PLPP1,3.6330325508858153e-12,0.1631497889757156,pazopanib,A375
13288809,POLD4,4.5034260291058895e-12,0.1590585112571716,pazopanib,A375
13288810,DRAP1,6.032736509565248e-12,-0.0581001639366149,pazopanib,A375
13288811,ZW10,7.018940653777756e-12,-0.134415790438652,pazopanib,A375
13288812,CYLD,1.446655852486438e-11,-0.1409063041210174,pazopanib,A375
13288813,PSAT1,1.8172373754267847e-11,0.1440549939870834,pazopanib,A375
13288814,TXLNA,2.408429060955052e-11,-0.0862228646874427,pazopanib,A375
13288815,OTUD4,2.6930261265447115e-11,-0.1719696819782257,pazopanib,A375
13290796,CCDC22,3.266194060776504e-06,0.4986163973808288,AR-C133057XX,A375
13290797,EIF4EBP1,3.415014738760722e-06,0.3234282433986664,AR-C133057XX,A375
13290798,FAM50A,3.732396424797229e-06,0.2862602472305298,AR-C133057XX,A375
13290799,COL4A5,3.816053699802326e-06,-0.4988036453723907,AR-C133057XX,A375
13290800,USP22,3.988792158675961e-06,0.1761253029108047,AR-C133057XX,A375
13290801,STAM,4.810185578543358e-06,-0.3529779016971588,AR-C133057XX,A375
13290802,ATG4A,4.8632380011079285e-06,-0.7301508188247681,AR-C133057XX,A375
13290803,ATP5F1D,4.998332014473728e-06,0.4986651837825775,AR-C133057XX,A375
13290804,MDH2,5.053369681577925e-06,0.4125014841556549,AR-C133057XX,A375
13290805,COX8A,5.7607713685968544e-06,0.3031468093395233,AR-C133057XX,A375
13290806,SUZ12,6.082681226929652e-06,0.1551327556371688,AR-C133057XX,A375
13290807,MGLL,6.852558409486823e-06,0.3166062235832214,AR-C133057XX,A375
13290808,GTF3A,6.964500050255771e-06,0.241695687174797,AR-C133057XX,A375
13290809,MINDY3,7.040097230771633e-06,-0.5742607116699219,AR-C133057XX,A375
13290810,SEC63,7.310915941766432e-06,-0.4782560467720032,AR-C133057XX,A375
13290811,KIF2C,7.35040828275406e-06,0.7628810405731201,AR-C133057XX,A375
13290812,CYC1,7.470113048951337e-06,0.3808972835540771,AR-C133057XX,A375
13290813,CPSF1,7.882737615259094e-06,0.3948329389095306,AR-C133057XX,A375
13290814,MYO1B,8.22843662657781e-06,-0.1938705444335937,AR-C133057XX,A375
13290815,APRT,8.317099276685966e-06,0.2941427528858185,AR-C133057XX,A375
13292796,ASMT,3.908896432235519e-11,-0.5295910239219666,capsaicin,A375
13292797,GFAP,7.992280510804308e-11,-0.2949625849723816,capsaicin,A375
13292798,RABGAP1,1.3886809987811475e-10,-0.2553412318229675,capsaicin,A375
13292799,APAF1,1.6476553926782072e-10,-0.6191771626472473,capsaicin,A375
13292800,IL9,2.0149291106215068e-10,-0.4283545911312103,capsaicin,A375
13292801,POMGNT1,2.1104258337411296e-10,0.1920103877782821,capsaicin,A375
13292802,YWHAZ,4.298622557226077e-10,-0.3861005306243896,capsaicin,A375
13292803,CDKL2,5.373449444907426e-10,-0.4748781323432922,capsaicin,A375
13292804,GAL3ST4,6.41345175978712e-10,-0.4554741084575653,capsaicin,A375
13292805,TSPY1,7.340472117874382e-10,-0.4303213059902191,capsaicin,A375
13292806,RNF38,9.46119448370508e-10,-0.4538117349147796,capsaicin,A375
13292807,EPN3,1.0305540979083431e-09,-0.3257550299167633,capsaicin,A375
13292808,HMGA2,1.365158140621885e-09,-0.1427004933357238,capsaicin,A375
13292809,CDK6,1.43213609672918e-09,-0.1330769062042236,capsaicin,A375
13292810,MTSS2,1.628780671449298e-09,-0.4769028425216675,capsaicin,A375
13292811,IGF2BP3,1.8618348249189006e-09,-0.1563141644001007,capsaicin,A375
13292812,KHDRBS2,1.9739566985846024e-09,-0.4083828330039978,capsaicin,A375
13292813,HUNK,2.088834648308125e-09,-0.4868747889995575,capsaicin,A375
13292814,TMED1,2.5010270803793717e-09,0.165483072400093,capsaicin,A375
13292815,HYAL3,2.542205652096032e-09,-0.2614840269088745,capsaicin,A375
13294796,MON1B,1.191906220256926e-21,-0.4269770085811615,lenalidomide,A375
13294797,TIMM9,3.726358854203132e-21,0.1578882783651352,lenalidomide,A375
13294798,KLHL18,8.136903406322794e-21,-0.3165059983730316,lenalidomide,A375
13294799,TLN2,6.564305957847019e-19,-0.4825098812580108,lenalidomide,A375
13294800,MAGEC1,1.5870909924365204e-18,-0.2360414117574691,lenalidomide,A375
13294801,PPP2R2D,2.9660503691894248e-18,-0.5828343033790588,lenalidomide,A375
13294802,ERICH1,6.0656962017980394e-18,-0.7198950052261353,lenalidomide,A375
13294803,PDE6A,7.556841461680245e-18,-0.6478543877601624,lenalidomide,A375
13294804,LUZP4,8.634396968548948e-18,-0.4192492067813873,lenalidomide,A375
13294805,MRPS27,2.6393717267230645e-17,0.1984251290559768,lenalidomide,A375
13294806,HGD,2.9587048226627556e-17,-0.5845802426338196,lenalidomide,A375
13294807,ZNF510,3.669313761086976e-17,-0.4754406213760376,lenalidomide,A375
13294808,VPS39,4.904896077583738e-17,-0.32914799451828,lenalidomide,A375
13294809,DEPDC5,8.589989897860591e-17,-0.3572929203510284,lenalidomide,A375
13294810,PPP1R26,9.030148329654299e-17,-0.3424043953418731,lenalidomide,A375
13294811,MYO5C,1.2356437349931946e-16,-0.7215070128440857,lenalidomide,A375
13294812,MECP2,1.3423712019203403e-16,-0.3360550999641418,lenalidomide,A375
13294813,DRP2,1.7236774669905647e-16,-0.5084473490715027,lenalidomide,A375
13294814,PPCDC,1.7595951090088206e-16,-0.3123869001865387,lenalidomide,A375
13294815,NAGK,2.0241812381212648e-16,-0.4222100973129272,lenalidomide,A375
13296796,ELOVL6,1.346974781583214e-07,-0.140313372015953,valdecoxib,A375
13296797,POP4,5.845687823039298e-07,-0.1917671263217926,valdecoxib,A375
13296798,PSRC1,1.0273513608616007e-06,-0.2480904459953308,valdecoxib,A375
13296799,CCNA2,2.8179836460044496e-06,-0.1260648220777511,valdecoxib,A375
13296800,LBR,4.32319299568943e-06,-0.1210219711065292,valdecoxib,A375
13296801,RMC1,5.0323807404591625e-06,-0.3597479462623596,valdecoxib,A375
13296802,IP6K2,5.115404625832968e-06,-0.2793603241443634,valdecoxib,A375
13296803,COL4A5,5.1363646299457165e-06,-0.3124215602874756,valdecoxib,A375
13296804,HSPA14,5.1363646299457165e-06,-0.3501179814338684,valdecoxib,A375
13296805,STX1A,5.416439830469529e-06,0.0886481925845146,valdecoxib,A375
13296806,TP53,6.169507304743599e-06,0.2265740036964416,valdecoxib,A375
13296807,CCNB2,6.372874239285913e-06,-0.1129879504442215,valdecoxib,A375
13296808,ITGA10,7.859713748629275e-06,0.2051959931850433,valdecoxib,A375
13296809,COL4A6,8.618325103587508e-06,-0.1685665398836136,valdecoxib,A375
13296810,MYH8,1.1027626247309032e-05,0.2794057726860046,valdecoxib,A375
13296811,SNAP29,1.2412539037550826e-05,-0.2260933369398117,valdecoxib,A375
13296812,ELF2,1.2859387290375424e-05,-0.2355733811855316,valdecoxib,A375
13296813,RAP1GDS1,1.353201606798376e-05,-0.2333127409219741,valdecoxib,A375
13296814,RAB31,1.551380061126058e-05,-0.2603195905685425,valdecoxib,A375
13296815,FRYL,1.619180146632183e-05,-0.2658787667751312,valdecoxib,A375
13298796,ATP5F1D,9.696009562454264e-07,0.4914360344409942,7-nitroindazole,A375
13298797,GPAA1,9.722916969018971e-07,0.5194355249404907,7-nitroindazole,A375
13298798,TUFM,1.0506188811837127e-06,0.3359102308750152,7-nitroindazole,A375
13298799,KHNYN,1.1163874283407903e-06,-0.6281273365020752,7-nitroindazole,A375
13298800,CSNK1E,1.23942648386645e-06,0.2693448066711426,7-nitroindazole,A375
13298801,MACROD1,1.3093218094606817e-06,0.4353756010532379,7-nitroindazole,A375
13298802,EIF4EBP1,1.383000264194416e-06,0.322227269411087,7-nitroindazole,A375
13298803,TECR,1.7764393526752615e-06,0.3915413618087768,7-nitroindazole,A375
13298804,PGLS,1.8450311400225664e-06,0.4044309556484222,7-nitroindazole,A375
13298805,EIF3I,1.9792252086595727e-06,0.2812716960906982,7-nitroindazole,A375
13298806,APRT,2.0114988282523664e-06,0.292554497718811,7-nitroindazole,A375
13298807,PPP1R14B,2.0442776456604563e-06,0.342568576335907,7-nitroindazole,A375
13298808,PRKCSH,2.216017816709877e-06,0.3661841452121734,7-nitroindazole,A375
13298809,SFXN3,2.239937566098447e-06,0.2549749314785003,7-nitroindazole,A375
13298810,PTOV1,2.288522993982632e-06,0.2438268512487411,7-nitroindazole,A375
13298811,ATG4A,2.4015674157274125e-06,-0.7489514946937561,7-nitroindazole,A375
13298812,TCEAL1,2.453512682628868e-06,-0.4526632130146026,7-nitroindazole,A375
13298813,FKBP2,2.453512682628868e-06,0.4016962647438049,7-nitroindazole,A375
13298814,TTLL7,2.803449431081293e-06,-0.3448901772499084,7-nitroindazole,A375
13298815,MINDY3,2.940778483524677e-06,-0.549829363822937,7-nitroindazole,A375
13300796,SEC63,9.615716762930357e-07,-0.5798947215080261,promethazine,A375
13300797,TRIM28,9.669173847893055e-07,0.3362635970115661,promethazine,A375
13300798,GPAA1,9.831267192441748e-07,0.5431849956512451,promethazine,A375
13300799,CSNK1E,9.940779250360936e-07,0.2689464688301086,promethazine,A375
13300800,MAST3,1.1163874283407903e-06,-0.7411747574806213,promethazine,A375
13300801,MACROD1,1.3021651818419402e-06,0.4255421161651611,promethazine,A375
13300802,EIF4EBP1,1.4135744070871776e-06,0.3248453140258789,promethazine,A375
13300803,PHGDH,1.513364853474466e-06,0.0882986038923263,promethazine,A375
13300804,CSK,1.5257852629867106e-06,0.3062425553798675,promethazine,A375
13300805,TWF2,1.563637280265621e-06,0.3557516634464264,promethazine,A375
13300806,KIF2C,1.6376127879933989e-06,0.7732366323471069,promethazine,A375
13300807,FKBP2,1.646533787429453e-06,0.4057547450065613,promethazine,A375
13300808,IFIH1,1.7056691387142814e-06,-0.5267780423164368,promethazine,A375
13300809,MINDY3,1.936966723128494e-06,-0.6108478307723999,promethazine,A375
13300810,STAM,2.0332947760858165e-06,-0.3484320640563965,promethazine,A375
13300811,BOP1,2.1923434641934173e-06,0.4180025458335876,promethazine,A375
13300812,FCER2,2.276282628813756e-06,-0.5078229308128357,promethazine,A375
13300813,UBE2S,2.3131935989246047e-06,0.2792589366436004,promethazine,A375
13300814,ANKRD49,2.375992352639825e-06,-0.6443324685096741,promethazine,A375
13300815,TTLL7,2.588137449082851e-06,-0.4191313087940216,promethazine,A375
13302796,CDKN1A,1.0216268638332934e-10,0.2739533483982086,olaparib,A375
13302797,CEMIP2,1.2168435678805951e-10,0.1595802903175354,olaparib,A375
13302798,TTK,1.2253671671421128e-10,-0.2106507271528244,olaparib,A375
13302799,WDR6,1.6157759433261824e-10,-0.1709519326686859,olaparib,A375
13302800,TLE1,2.6231005267291107e-10,-0.1146659553050994,olaparib,A375
13302801,LBR,3.641198482731815e-10,-0.1114408671855926,olaparib,A375
13302802,GADD45A,5.162224093275787e-10,0.1280925571918487,olaparib,A375
13302803,TOLLIP,9.529083665062616e-10,0.3170316219329834,olaparib,A375
13302804,PTP4A2,1.2586688053086884e-09,-0.1833829581737518,olaparib,A375
13302805,PPARG,1.3668456972622784e-09,-0.1125028654932975,olaparib,A375
13302806,DDX46,1.8127195157283403e-09,-0.1702788323163986,olaparib,A375
13302807,ZFP36L1,4.326758903461278e-09,0.1353340595960617,olaparib,A375
13302808,SESN1,4.4672731570206936e-09,0.2324408292770385,olaparib,A375
13302809,IL1B,9.203565927881204e-09,0.2785525023937225,olaparib,A375
13302810,POLR2B,9.99908470015784e-09,-0.240259975194931,olaparib,A375
13302811,AURKA,1.2092624618490166e-08,-0.320897102355957,olaparib,A375
13302812,JADE2,1.4430042746534631e-08,-0.2323074638843536,olaparib,A375
13302813,ARSA,1.987481685304494e-08,0.4538168311119079,olaparib,A375
13302814,INPP5D,2.0119862633700777e-08,0.2967862486839294,olaparib,A375
13302815,BRD3,2.483867640173872e-08,-0.1766489446163177,olaparib,A375
13304796,CALU,6.590348922803752e-14,-0.1985827684402465,carbimazole,A375
13304797,IRF7,2.3190138555443897e-12,-0.531317949295044,carbimazole,A375
13304798,MTERF3,1.0457724089511406e-10,-0.1467858105897903,carbimazole,A375
13304799,PAPSS1,1.8648945763957758e-10,-0.2064068764448166,carbimazole,A375
13304800,ZNF767P,1.8971540252419827e-10,0.2371060997247696,carbimazole,A375
13304801,DLX2,3.875054698772564e-10,-0.1990078687667846,carbimazole,A375
13304802,LIPG,3.974291105233785e-10,0.2005177587270736,carbimazole,A375
13304803,FGF21,5.287600889761053e-10,-0.352280706167221,carbimazole,A375
13304804,TPST1,6.132764212697744e-10,0.1619206219911575,carbimazole,A375
13304805,GTF2E2,9.98054085383598e-10,0.2342898994684219,carbimazole,A375
13304806,MRPS14,1.044297490327074e-09,0.3680243492126465,carbimazole,A375
13304807,TMEM97,1.1061827642624455e-09,-0.2813350260257721,carbimazole,A375
13304808,SLC16A2,1.5535269471033402e-09,0.2597311437129974,carbimazole,A375
13304809,OAS3,1.678434331773316e-09,-0.333549439907074,carbimazole,A375
13304810,TXNDC15,2.0640866093192763e-09,-0.2703466415405273,carbimazole,A375
13304811,AGT,3.225364661312505e-09,0.2724058628082275,carbimazole,A375
13304812,VPS28,3.6647526287050075e-09,-0.4014624357223511,carbimazole,A375
13304813,MMD,5.835796433151805e-09,-0.3264567255973816,carbimazole,A375
13304814,SMC3,6.450846893704647e-09,0.1683108359575271,carbimazole,A375
13304815,HOOK2,7.544637075616364e-09,0.2827284634113312,carbimazole,A375
13306796,IL1B,5.1764467124638434e-20,0.4531705975532532,rosiglitazone,A375
13306797,MYC,2.654934547084774e-19,0.2171583026647567,rosiglitazone,A375
13306798,ADRB2,1.3135775473644774e-18,0.1748504340648651,rosiglitazone,A375
13306799,CCL2,4.8671857119829335e-18,-0.4033259451389313,rosiglitazone,A375
13306800,CTSL,1.1551397913905012e-14,0.1117959842085838,rosiglitazone,A375
13306801,ST3GAL5,1.2906707524511504e-12,-0.1266508847475052,rosiglitazone,A375
13306802,SQSTM1,1.8083826533016199e-12,0.2602993249893188,rosiglitazone,A375
13306803,HMOX1,3.754041311537078e-12,0.1510523408651352,rosiglitazone,A375
13306804,STMN1,1.4607688603477366e-11,-0.1248587518930435,rosiglitazone,A375
13306805,ARID5B,1.588280345625539e-11,-0.290033757686615,rosiglitazone,A375
13306806,GADD45A,1.811443736070301e-11,0.1319395005702972,rosiglitazone,A375
13306807,ECH1,2.139585694241457e-11,0.199228435754776,rosiglitazone,A375
13306808,VASH1,4.800564433513142e-11,-0.2675286531448364,rosiglitazone,A375
13306809,XRCC1,1.5520106696010396e-10,-0.1912381052970886,rosiglitazone,A375
13306810,CD1A,1.8595633086150888e-10,-0.2966838777065277,rosiglitazone,A375
13306811,NUCB2,2.437472165279486e-10,-0.1228052079677581,rosiglitazone,A375
13306812,PNP,2.67698976787838e-10,0.1105059534311294,rosiglitazone,A375
13306813,CDK19,2.6859559619078275e-10,-0.2539026737213135,rosiglitazone,A375
13306814,ERBB3,2.929649243649537e-10,-0.0477299615740776,rosiglitazone,A375
13306815,ADGRG1,2.9591202874983987e-10,0.0963325649499893,rosiglitazone,A375
13308796,NSMAF,3.9972419284642025e-11,-0.1997772753238678,AZD-7545,A375
13308797,RPA2,9.258214494562704e-11,-0.2187161594629287,AZD-7545,A375
13308798,CSNK1A1,2.624593131867858e-10,0.2176327854394912,AZD-7545,A375
13308799,PSMD4,2.924959745630529e-10,0.1574369817972183,AZD-7545,A375
13308800,DUSP14,1.1016462882186335e-09,-0.1865180879831314,AZD-7545,A375
13308801,EML3,1.181292202730846e-09,0.1709408015012741,AZD-7545,A375
13308802,NT5M,1.3467203316078384e-09,0.2124304920434951,AZD-7545,A375
13308803,RPN1,1.5129124660962155e-09,0.1153238788247108,AZD-7545,A375
13308804,PIK3R3,1.5726286154033847e-09,-0.3101240396499634,AZD-7545,A375
13308805,NENF,2.0391884962627043e-09,0.1194854453206062,AZD-7545,A375
13308806,ARL4C,2.3582782997962837e-09,-0.2799637913703918,AZD-7545,A375
13308807,ST7,2.415988790520261e-09,-0.2978748381137848,AZD-7545,A375
13308808,COASY,2.50514194284123e-09,0.1694408953189849,AZD-7545,A375
13308809,ATP5ME,3.5075141695382804e-09,0.2342842072248459,AZD-7545,A375
13308810,COBLL1,4.287969856111262e-09,-0.2771044969558716,AZD-7545,A375
13308811,NOLC1,5.599470293882183e-09,-0.1357454806566238,AZD-7545,A375
13308812,TSPYL4,6.976926353154375e-09,-0.2160225510597229,AZD-7545,A375
13308813,IKBKB,7.004297558459185e-09,-0.2415356487035751,AZD-7545,A375
13308814,CALU,1.1279394721400654e-08,0.1029016375541687,AZD-7545,A375
13308815,PRCP,1.1610883835104222e-08,-0.1763277202844619,AZD-7545,A375
13310796,KAT2A,7.303258828272577e-08,0.2228526324033737,progesterone,A375
13310797,SLC1A1,7.660036827837249e-08,-0.2907271981239319,progesterone,A375
13310798,B4GAT1,8.918816084867128e-08,-0.3391897082328796,progesterone,A375
13310799,ECH1,1.27035835496146e-07,0.2281008064746856,progesterone,A375
13310800,RUVBL1,2.605362826318102e-07,0.1787048578262329,progesterone,A375
13310801,PLOD3,2.9880142198086693e-07,0.125183954834938,progesterone,A375
