Term,NES,FDR q-val,Perturbation
INTEGRIN_CELL_SURFACE_INTERACTIONS,2.283656183,0.010222738,pelitinib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.114562575,0.042521359,pelitinib
NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,2.113950247,0.029390371,pelitinib
METABOLISM_OF_RNA,-2.014148818,0.054175361,pelitinib
KEAP1_NFE2L2_PATHWAY,-1.994689356,0.045828576,pelitinib
ECM_PROTEOGLYCANS,2.056092241,0.036347512,pelitinib
HIV_INFECTION,-1.861446028,0.073325721,pelitinib
COLLAGEN_DEGRADATION,1.95916015,0.066660769,pelitinib
COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,1.923253127,0.07224068,pelitinib
INFLUENZA_INFECTION,-2.758686481,0,gefitinib
METABOLISM_OF_RNA,-2.481933028,0.001527411,gefitinib
AMINE_LIGAND_BINDING_RECEPTORS,2.079294336,0.025116425,gefitinib
CELL_CYCLE_CHECKPOINTS,-1.891057116,0.063132981,gefitinib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-1.870351473,0.053459379,gefitinib
GPCR_LIGAND_BINDING,1.978975031,0.04311653,gefitinib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,1.958715676,0.035162995,gefitinib
HCMV_INFECTION,-1.780275096,0.076370542,gefitinib
HCMV_EARLY_EVENTS,-1.650855937,0.137976112,gefitinib
TRANSLATION,-1.622939769,0.130484525,gefitinib
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,2.340900931,0.014792209,vorinostat
EUKARYOTIC_TRANSLATION_INITIATION,2.22984702,0.027735392,vorinostat
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.218698059,0.022188313,vorinostat
EUKARYOTIC_TRANSLATION_ELONGATION,2.204393621,0.01818209,vorinostat
SARS_COV_1_HOST_INTERACTIONS,2.202346631,0.014545672,vorinostat
SARS_COV_1_INFECTION,2.194317911,0.012943183,vorinostat
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.190780415,0.011270254,vorinostat
SIGNALING_BY_ROBO_RECEPTORS,2.17656464,0.011710499,vorinostat
INTEGRIN_CELL_SURFACE_INTERACTIONS,2.155867442,0.012463806,vorinostat
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,2.148497212,0.012573378,vorinostat
RNA_POLYMERASE_II_TRANSCRIPTION,-2.96430458,0,BMS-387032
GPCR_LIGAND_BINDING,2.91398093,0,BMS-387032
METABOLISM_OF_RNA,-2.742080286,0,BMS-387032
SIGNALING_BY_GPCR,2.647494281,0,BMS-387032
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.616107681,0,BMS-387032
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.696142132,0.000470225,BMS-387032
CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,-2.610009859,0.000352669,BMS-387032
HATS_ACETYLATE_HISTONES,-2.588880403,0.000282135,BMS-387032
ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,-2.53186652,0.000235113,BMS-387032
CELL_CYCLE_CHECKPOINTS,-2.531404679,0.000201525,BMS-387032
NEUTROPHIL_DEGRANULATION,-2.305182834,0.010288806,zolpidem
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2.156944348,0.065724993,zolpidem
FC_EPSILON_RECEPTOR_FCERI_SIGNALING,1.92381632,0.148794081,zolpidem
HOST_INTERACTIONS_OF_HIV_FACTORS,1.656281256,0.453380737,zolpidem
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.546115906,0.598371289,zolpidem
AUTOPHAGY,-1.786793749,0.815816549,zolpidem
UB_SPECIFIC_PROCESSING_PROTEASES,1.467333043,0.699240896,zolpidem
MRNA_SPLICING,1.462715297,0.595784888,zolpidem
FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,-1.757958115,0.657911962,zolpidem
MITF_M_DEPENDENT_GENE_EXPRESSION,1.450311554,0.539362242,zolpidem
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,2.754460789,0,zafirlukast
EUKARYOTIC_TRANSLATION_ELONGATION,-2.093652967,0.308792721,zafirlukast
EUKARYOTIC_TRANSLATION_INITIATION,-2.08416826,0.166233415,zafirlukast
CELLULAR_RESPONSE_TO_STARVATION,-2.052597501,0.151651536,zafirlukast
GASTRULATION,-2.018571915,0.147705852,zafirlukast
SELENOAMINO_ACID_METABOLISM,-1.978946705,0.159131182,zafirlukast
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-1.978099741,0.133123973,zafirlukast
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-1.975954082,0.116017837,zafirlukast
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-1.957799268,0.117727225,zafirlukast
TRANSLATION,-1.945935318,0.114367675,zafirlukast
INTEGRIN_CELL_SURFACE_INTERACTIONS,-3.169630686,0,alvimopan
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.971578945,0.018078772,alvimopan
ECM_PROTEOGLYCANS,-2.909277658,0.065474471,alvimopan
COLLAGEN_FORMATION,-2.152894458,0.99286661,alvimopan
NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,-2.107241423,0.823805662,alvimopan
SARS_COV_1_HOST_INTERACTIONS,-2.043730989,0.719404825,alvimopan
ESTROGEN_DEPENDENT_GENE_EXPRESSION,1.332642162,1,alvimopan
SIGNALING_BY_NTRKS,1.325705879,1,alvimopan
SELENOAMINO_ACID_METABOLISM,-1.9599824,0.662422956,alvimopan
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,-1.95591973,0.582185318,alvimopan
TRANSLATION,3.608538174,0,theobromine
METABOLISM_OF_RNA,3.395352393,0,theobromine
EUKARYOTIC_TRANSLATION_ELONGATION,3.341755373,0,theobromine
RRNA_PROCESSING,3.312444521,0,theobromine
EUKARYOTIC_TRANSLATION_INITIATION,3.256519448,0,theobromine
CELLULAR_RESPONSE_TO_STARVATION,3.225813063,0,theobromine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,3.21471878,0,theobromine
SELENOAMINO_ACID_METABOLISM,3.193169583,0,theobromine
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,3.18618254,0,theobromine
NONSENSE_MEDIATED_DECAY_NMD,3.164120899,0,theobromine
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,-2.277238032,0.032622438,risperidone
NEURONAL_SYSTEM,-2.140874255,0.069980392,risperidone
INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,-2.122020744,0.056124625,risperidone
RESPIRATORY_ELECTRON_TRANSPORT,2.010917076,0.19637005,risperidone
GPCR_LIGAND_BINDING,-2.060070385,0.072348149,risperidone
GASTRULATION,1.944927804,0.162877027,risperidone
SENSORY_PERCEPTION,-2.010955783,0.089238154,risperidone
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,-1.862665004,0.211344291,risperidone
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.740753674,0.405892611,risperidone
SIGNALING_BY_GPCR,-1.838446232,0.208813672,risperidone
TRANSLATION,3.135800394,0,ampalex
EUKARYOTIC_TRANSLATION_ELONGATION,3.123710561,0,ampalex
CELLULAR_RESPONSE_TO_STARVATION,3.104560514,0,ampalex
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,3.094041885,0,ampalex
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,3.086382699,0,ampalex
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,3.074927573,0,ampalex
NONSENSE_MEDIATED_DECAY_NMD,3.009046972,0,ampalex
SELENOAMINO_ACID_METABOLISM,2.940740483,0,ampalex
RRNA_PROCESSING,2.805086427,0,ampalex
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,2.62505485,0,ampalex
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,4.052013031,0,conivaptan
RESPIRATORY_ELECTRON_TRANSPORT,4.013855383,0,conivaptan
MITOCHONDRIAL_PROTEIN_DEGRADATION,3.085612577,0,conivaptan
METABOLISM_OF_RNA,3.062050574,0,conivaptan
PROTEIN_LOCALIZATION,2.976433831,0,conivaptan
TRANSLATION,2.934505764,0,conivaptan
COMPLEX_I_BIOGENESIS,2.888411542,0,conivaptan
GPCR_LIGAND_BINDING,-2.805971155,0,conivaptan
SIGNALING_BY_GPCR,-2.8034067,0,conivaptan
RRNA_PROCESSING,2.771523381,0,conivaptan
TRANSLATION,3.069552924,0,tolazamide
COLLAGEN_FORMATION,-2.948136916,0,tolazamide
METABOLISM_OF_RNA,2.785062524,0,tolazamide
CELLULAR_RESPONSE_TO_STARVATION,2.75053838,0,tolazamide
RRNA_PROCESSING,2.682112283,0,tolazamide
DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,-2.803315323,0.00033614,tolazamide
ECM_PROTEOGLYCANS,-2.771759511,0.000224093,tolazamide
DEVELOPMENTAL_CELL_LINEAGES,-2.76123502,0.00016807,tolazamide
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.741349764,0.000134456,tolazamide
SIGNALING_BY_MET,-2.718108839,0.000784327,tolazamide
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,-2.278671296,0.043385071,tivozanib
CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,2.141383128,0.055625061,tivozanib
INNATE_IMMUNE_SYSTEM,-2.034689137,0.150351713,tivozanib
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.004660396,0.089741765,tivozanib
RESPIRATORY_ELECTRON_TRANSPORT,1.987978742,0.068727853,tivozanib
RAB_GERANYLGERANYLATION,-1.815399992,0.383982815,tivozanib
INTERFERON_GAMMA_SIGNALING,1.864242924,0.149445997,tivozanib
TCR_SIGNALING,-1.796005047,0.325388035,tivozanib
PEPTIDE_HORMONE_METABOLISM,-1.667872086,0.540368543,tivozanib
NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,-1.642677806,0.510647276,tivozanib
CELL_CYCLE,-5.648711234,0,palbociclib
CHROMOSOME_MAINTENANCE,-3.515520233,0,palbociclib
HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,-3.479221923,0,palbociclib
ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,-3.399764814,0,palbociclib
DNA_REPLICATION_PRE_INITIATION,-3.396992665,0,palbociclib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-3.380621768,0,palbociclib
HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,-3.336733991,0,palbociclib
RHO_GTPASE_EFFECTORS,-3.311064778,0,palbociclib
TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,-3.189957816,0,palbociclib
HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA,-3.123165032,0,palbociclib
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-2.141326718,0.135341771,fostamatinib
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-1.96158654,0.215505742,fostamatinib
SEPARATION_OF_SISTER_CHROMATIDS,-1.94905058,0.151999219,fostamatinib
INTEGRIN_CELL_SURFACE_INTERACTIONS,1.997277571,0.160371189,fostamatinib
CELL_CYCLE_CHECKPOINTS,-1.919377215,0.133780135,fostamatinib
G_ALPHA_Q_SIGNALLING_EVENTS,1.97858526,0.09252184,fostamatinib
GPCR_LIGAND_BINDING,1.975586487,0.063223257,fostamatinib
NEDDYLATION,-1.900550518,0.115769268,fostamatinib
RESOLUTION_OF_SISTER_CHROMATID_COHESION,-1.853740789,0.124930865,fostamatinib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-1.852421563,0.108273416,fostamatinib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.118253509,0.083075734,capsaicin
NUCLEOTIDE_EXCISION_REPAIR,2.024619103,0.064383694,capsaicin
TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,2.000579173,0.047076249,capsaicin
MRNA_SPLICING,1.938174548,0.050364664,capsaicin
MITOTIC_PROMETAPHASE,1.750987761,0.115059892,capsaicin
INFLUENZA_INFECTION,1.74455692,0.10003703,capsaicin
NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,1.720850652,0.094943696,capsaicin
MITOTIC_SPINDLE_CHECKPOINT,1.555715507,0.201977879,capsaicin
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.50672051,0.226612142,capsaicin
HIV_LIFE_CYCLE,1.504634526,0.205820131,capsaicin
SARS_COV_1_HOST_INTERACTIONS,-2.342855234,0.003916833,bexarotene
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,-2.309561934,0.003427229,bexarotene
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,-2.23859026,0.004243236,bexarotene
EUKARYOTIC_TRANSLATION_ELONGATION,-2.235528503,0.003427229,bexarotene
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,-2.229706512,0.002741783,bexarotene
EUKARYOTIC_TRANSLATION_INITIATION,-2.167577489,0.005059243,bexarotene
SELENOAMINO_ACID_METABOLISM,-2.159723281,0.005035928,bexarotene
NONSENSE_MEDIATED_DECAY_NMD,-2.130233528,0.00587525,bexarotene
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-2.117364058,0.006636856,bexarotene
LEISHMANIA_INFECTION,1.92039655,0.087987758,bexarotene
TRANSLATION,2.807790325,0,seocalcitol
GPCR_LIGAND_BINDING,-2.588615325,0.00072641,seocalcitol
RRNA_PROCESSING,2.678648531,0.001497341,seocalcitol
NEDDYLATION,2.559422945,0.002495569,seocalcitol
NEURONAL_SYSTEM,-2.506982457,0.003632048,seocalcitol
METABOLISM_OF_RNA,2.453530426,0.004866359,seocalcitol
NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,-2.445078938,0.005811276,seocalcitol
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,-2.382793435,0.009443324,seocalcitol
COLLAGEN_FORMATION,-2.367162984,0.008571632,seocalcitol
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.366439599,0.007143027,seocalcitol
RESPIRATORY_ELECTRON_TRANSPORT,3.66342458,0,lenvatinib
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,3.219253567,0,lenvatinib
CELLULAR_RESPONSE_TO_STARVATION,2.962521622,0,lenvatinib
TRANSLATION,2.471488973,0.005372919,lenvatinib
COMPLEX_I_BIOGENESIS,2.458840626,0.004298335,lenvatinib
NEURONAL_SYSTEM,-2.290573638,0.017423984,lenvatinib
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2.16224757,0.02474799,lenvatinib
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,-2.136335452,0.051182952,lenvatinib
PROTEIN_LOCALIZATION,1.990844662,0.053031406,lenvatinib
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.97686847,0.050065834,lenvatinib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,1.930188668,0.166036689,clomethiazole
SUMOYLATION,1.90097168,0.104761244,clomethiazole
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.892801626,0.074233334,clomethiazole
RAB_REGULATION_OF_TRAFFICKING,1.888625159,0.057651628,clomethiazole
GPCR_LIGAND_BINDING,-2.068417479,0.249441813,clomethiazole
TCR_SIGNALING,1.721807638,0.130193848,clomethiazole
ECM_PROTEOGLYCANS,-1.972153644,0.284873889,clomethiazole
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,-1.960423674,0.209442937,clomethiazole
INTEGRIN_CELL_SURFACE_INTERACTIONS,-1.948708608,0.171255033,clomethiazole
RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,1.659311306,0.151761048,clomethiazole
GPCR_LIGAND_BINDING,-3.142081713,0,dipyridamole
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-3.054535942,0,dipyridamole
SIGNALING_BY_GPCR,-2.944721382,0,dipyridamole
NEURONAL_SYSTEM,-2.830062783,0,dipyridamole
RESPIRATORY_ELECTRON_TRANSPORT,2.766693808,0,dipyridamole
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,-2.52264923,0.000148879,dipyridamole
PEPTIDE_LIGAND_BINDING_RECEPTORS,-2.474305847,0.000248132,dipyridamole
G_ALPHA_Q_SIGNALLING_EVENTS,-2.443209561,0.000212685,dipyridamole
G_ALPHA_I_SIGNALLING_EVENTS,-2.252914726,0.002791486,dipyridamole
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.197157663,0.030920549,dipyridamole
CELLULAR_RESPONSE_TO_STARVATION,3.643382285,0,resatorvid
NEURONAL_SYSTEM,-2.678431416,0,resatorvid
SENSORY_PERCEPTION,-2.740619078,0,resatorvid
G_ALPHA_S_SIGNALLING_EVENTS,-2.759390619,0,resatorvid
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.903999995,0,resatorvid
METABOLISM_OF_RNA,2.994873649,0,resatorvid
SIGNALING_BY_ROBO_RECEPTORS,2.996894874,0,resatorvid
INFLUENZA_INFECTION,3.070233974,0,resatorvid
TRANSLATION,3.29413622,0,resatorvid
SELENOAMINO_ACID_METABOLISM,3.314233078,0,resatorvid
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-2.366076964,0.013482463,lapatinib
GPCR_LIGAND_BINDING,2.156865606,0.033122969,lapatinib
CELLULAR_RESPONSE_TO_STARVATION,-2.1761946,0.036595256,lapatinib
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,-2.174577924,0.024396837,lapatinib
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-2.125996429,0.023112793,lapatinib
G_ALPHA_Q_SIGNALLING_EVENTS,2.053664593,0.045130045,lapatinib
KEAP1_NFE2L2_PATHWAY,-1.900223361,0.091295533,lapatinib
SENSORY_PERCEPTION,1.993799615,0.061277493,lapatinib
SIGNALING_BY_GPCR,1.960828808,0.062726623,lapatinib
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-1.845994414,0.10111847,lapatinib
CELL_CYCLE,-4.550023411,0,dasatinib
RHO_GTPASES_ACTIVATE_FORMINS,-3.107513108,0,dasatinib
PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,-3.103990696,0,dasatinib
HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,-3.082185776,0,dasatinib
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-3.053362781,0,dasatinib
REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,-3.028609259,0,dasatinib
ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,-3.026015659,0,dasatinib
REGULATION_OF_TP53_ACTIVITY,-2.989586773,0,dasatinib
RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,-2.949765896,0,dasatinib
TRNA_PROCESSING_IN_THE_NUCLEUS,-2.886203744,0,dasatinib
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,-2.571204505,0.001066353,quizartinib
PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,-2.502981148,0.002132706,quizartinib
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,-2.489398738,0.001421804,quizartinib
PEPTIDE_HORMONE_METABOLISM,-2.482058575,0.001066353,quizartinib
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-2.197599049,0.018128002,quizartinib
FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,1.928844469,0.392317607,quizartinib
MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,-1.978861922,0.093305894,quizartinib
HEMOSTASIS,-1.95057009,0.096428785,quizartinib
ADIPOGENESIS,1.877371125,0.288660229,quizartinib
MITF_M_DEPENDENT_GENE_EXPRESSION,-1.917468516,0.104369307,quizartinib
EUKARYOTIC_TRANSLATION_ELONGATION,-2.210305031,0.031364043,candesartan
EUKARYOTIC_TRANSLATION_INITIATION,-2.061099521,0.091562769,candesartan
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.055924107,0.065763315,candesartan
NONSENSE_MEDIATED_DECAY_NMD,-2.049420523,0.051851845,candesartan
SELENOAMINO_ACID_METABOLISM,-2.032572832,0.049777771,candesartan
COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,1.903609269,0.168650588,candesartan
SIGNALING_BY_ROBO_RECEPTORS,-1.988051059,0.062390837,candesartan
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-1.982529938,0.056079486,candesartan
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-1.976307227,0.052990056,candesartan
INFLUENZA_INFECTION,-1.955442441,0.056657625,candesartan
GPCR_LIGAND_BINDING,-2.074832492,0.507901181,almitrine
EUKARYOTIC_TRANSLATION_ELONGATION,-2.067724522,0.269326505,almitrine
RHOA_GTPASE_CYCLE,1.694505095,0.604737823,almitrine
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.027257663,0.240393333,almitrine
NONSENSE_MEDIATED_DECAY_NMD,-1.892384005,0.475165363,almitrine
SIGNALING_BY_ROBO_RECEPTORS,-1.88551421,0.395805803,almitrine
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,1.485422938,0.940644131,almitrine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-1.828102906,0.471032053,almitrine
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-1.82288943,0.416495974,almitrine
MITOCHONDRIAL_PROTEIN_IMPORT,1.41094272,0.932304143,almitrine
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,2.568401276,0.003476188,colchicine
HOST_INTERACTIONS_OF_HIV_FACTORS,2.003281034,0.043452351,colchicine
SIGNALING_BY_NTRKS,1.669154397,0.216103028,colchicine
HEMOSTASIS,1.566611526,0.288958137,colchicine
PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1.505832746,0.317723593,colchicine
INFLUENZA_INFECTION,1.496402959,0.280412508,colchicine
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,1.49130166,0.244822963,colchicine
RRNA_PROCESSING,1.481049822,0.224214133,colchicine
INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,1.468901939,0.214558055,colchicine
FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,1.460000226,0.202140339,colchicine
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.939615408,0,pentamidine
PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,-2.642829222,0.000644899,pentamidine
GPCR_LIGAND_BINDING,-2.63241267,0.000429932,pentamidine
ECM_PROTEOGLYCANS,-2.608205869,0.000322449,pentamidine
