names,logfoldchanges,condition
GPR17,0.412268102,HAVCR1
F2RL3,0.578363657,HAVCR1
CCDC82,0.388843387,HAVCR1
TOP3A,0.497194976,HAVCR1
HCN4,0.543681145,HAVCR1
FETUB,0.510818958,HAVCR1
ZP2,0.495276242,HAVCR1
LINC00588,0.539326012,HAVCR1
WRNIP1,0.517726839,HAVCR1
SYN3,0.526467025,HAVCR1
DRICH1,0.472880155,HAVCR1
HRH4,0.439458251,HAVCR1
RIC3,0.476267189,HAVCR1
TRAF3IP1,0.389018267,HAVCR1
MIA2,0.597795188,HAVCR1
LPA,0.474159062,HAVCR1
APBA2,0.316036671,HAVCR1
GYPA,0.380052865,HAVCR1
IFNA8,0.44671756,HAVCR1
XIAP,0.440773785,HAVCR1
DUSP6,-0.212139741,MAPK1
KPNA4,-0.302022874,MAPK1
ACSL1,-0.3099702,MAPK1
TSR1,-0.323654741,MAPK1
CSNK2A1,-0.427654058,MAPK1
SLC9A3,0.489141583,MAPK1
UBE2K,-0.291182071,MAPK1
ANKRD6,0.339546144,MAPK1
ATP5IF1,0.187887922,MAPK1
ADAM2,0.401627362,MAPK1
TMOD2,0.439712077,MAPK1
UBA2,-0.382994831,MAPK1
HDAC2,-0.1793506,MAPK1
MYC,-0.171882227,MAPK1
PSME3,-0.258407742,MAPK1
RAB7A,-0.43571797,MAPK1
VPS53,0.462723494,MAPK1
CUL1,-0.353155255,MAPK1
ITM2C,0.340547353,MAPK1
CD164,-0.27823022,MAPK1
PPARG,-0.206558764,F11
RIMS3,0.433926374,F11
BRAP,0.229555085,F11
NUP85,-0.040692315,F11
EMX1,0.352638841,F11
PARM1,0.29625982,F11
PROP1,0.352604687,F11
KLK1,0.282924503,F11
MYO9B,0.321203411,F11
LRRC41,0.242780358,F11
DDAH2,0.427864671,F11
SYT17,0.292562604,F11
MOK,-0.316920131,F11
ACVRL1,0.455936462,F11
ELK3,-0.292505294,F11
CBX2,0.358953297,F11
DBH,0.358897954,F11
SLC4A4,-0.182754755,F11
PPP1R2,-0.390107483,F11
SIT1,0.290648073,F11
ARID4B,-0.200134188,CACNA1F
ERBB3,-0.273005843,CACNA1F
SERINC1,-0.475547045,CACNA1F
FMR1,-0.223417506,CACNA1F
DNM1L,-0.085752703,CACNA1F
HSPA1A,-0.318292439,CACNA1F
DNAJA1,-0.272208929,CACNA1F
MLLT11,-0.101263717,CACNA1F
WDR45,-0.49369365,CACNA1F
RIN2,-0.253908426,CACNA1F
HSPH1,-0.314817578,CACNA1F
HSPB1,-0.332470715,CACNA1F
BAG3,-0.240797341,CACNA1F
CREB3L1,0.247281507,CACNA1F
CEBPG,-0.193716601,CACNA1F
PPP2R2B,0.281720042,CACNA1F
PERP,-0.162913486,CACNA1F
DLEU1,0.320538998,CACNA1F
LZTS1,0.281006247,CACNA1F
ARHGAP15,0.203238845,CACNA1F
CELF1,0.402318627,AGTR1
PLCB3,0.194623053,AGTR1
AUNIP,0.304836839,AGTR1
CDC25C,0.2666803,AGTR1
E2F1,0.33793062,AGTR1
WDR46,0.34528631,AGTR1
CUZD1,0.266170204,AGTR1
AARSD1,0.328313559,AGTR1
KPNA4,-0.271723926,AGTR1
INPPL1,0.422924101,AGTR1
RHOB,-0.18429102,AGTR1
SREBF2,0.314607501,AGTR1
DNAJC12,0.346447349,AGTR1
MXD4,0.312018961,AGTR1
HOXC5,0.378168851,AGTR1
INTS11,0.194404319,AGTR1
RPS6KA3,-0.332272947,AGTR1
HSP90AA1,-0.215537354,AGTR1
ABCA3,0.249817044,AGTR1
SAFB2,0.128025725,AGTR1
CD164,-0.295676738,BST2
HNRNPK,-0.300562739,BST2
MLLT11,-0.116719335,BST2
HDAC2,-0.171874478,BST2
YME1L1,-0.14985311,BST2
RYK,-0.231766298,BST2
TSR1,-0.311463386,BST2
GRM6,0.534661472,BST2
SLC17A7,0.352095783,BST2
BTBD3,-0.325596303,BST2
ZMYND11,-0.320578337,BST2
CCR6,0.331497401,BST2
IARS2,-0.086946435,BST2
AAK1,0.546148658,BST2
ERO1A,-0.270622194,BST2
SYPL1,-0.093129188,BST2
GABRA1,0.418561041,BST2
UBE3C,-0.140942454,BST2
MACF1,-0.202631459,BST2
HNRNPU,-0.188921168,BST2
IKZF2,0.457323641,EFEMP2
PGRMC1,-0.113667041,EFEMP2
KLK1,0.270973444,EFEMP2
DIMT1,-0.337558955,EFEMP2
NIPSNAP2,-0.234372661,EFEMP2
SIX1,-0.417140216,EFEMP2
GSTM4,0.398441762,EFEMP2
PAK5,0.310125768,EFEMP2
CD200,0.280239165,EFEMP2
TCEA2,0.266790271,EFEMP2
MNAT1,-0.35816586,EFEMP2
SOX3,0.457793713,EFEMP2
CTSE,0.288030803,EFEMP2
GREB1,0.223898709,EFEMP2
AMT,0.426404536,EFEMP2
MPP3,0.338616043,EFEMP2
PTGIR,0.386890888,EFEMP2
CDH17,0.353206515,EFEMP2
IL11RA,0.36418739,EFEMP2
POLA2,-0.263026059,EFEMP2
ITM2C,0.290742248,CD47
ST8SIA1,0.290341616,CD47
CACNA1G,0.341777235,CD47
AP1AR,-0.463720351,CD47
CAPZA2,-0.427778572,CD47
KLHL35,0.364708334,CD47
FKBP5,-0.283750176,CD47
SELENOT,-0.165085018,CD47
P3H3,0.403572053,CD47
TMEM255A,0.292798847,CD47
THTPA,0.302598447,CD47
TGFB3,0.453035146,CD47
RNF111,-0.260712147,CD47
HUNK,0.303938657,CD47
KRT3,0.30600816,CD47
ADGRA2,0.184168696,CD47
IRX4,0.20085305,CD47
AFAP1,0.315525681,CD47
PDZD3,0.351852536,CD47
SNX4,-0.260743946,CD47
FOXH1,0.588730991,GRK6
NPHP1,0.461501539,GRK6
KIAA0408,0.576200068,GRK6
PRKN,0.422872066,GRK6
GNGT1,0.52472055,GRK6
ARHGAP33,0.403068244,GRK6
FETUB,0.520888388,GRK6
MTRF1L,0.472711682,GRK6
MYL6,0.348832041,GRK6
ST8SIA2,0.438769609,GRK6
CNNM2,0.520751655,GRK6
CDH8,0.45871219,GRK6
RRAGA,-1.162612796,GRK6
MSH4,0.532187223,GRK6
CNGB1,0.39025408,GRK6
ZNF613,0.381618977,GRK6
HNF4G,0.502218664,GRK6
ARID3B,0.398898482,GRK6
XCR1,0.501969576,GRK6
FGF23,0.592060745,GRK6
CIRBP,-0.304497272,CDC37
IMP3,-0.262260318,CDC37
IL11RA,0.416235566,CDC37
ANXA11,0.165140688,CDC37
CAPZA2,-0.493145376,CDC37
MYL7,0.400879264,CDC37
SYT17,0.302762181,CDC37
FASTKD2,-0.272511721,CDC37
BAG5,-0.248840243,CDC37
KRR1,-0.242615253,CDC37
CCNA2,-0.216126367,CDC37
CACNA1G,0.370082527,CDC37
TGFB3,0.551089168,CDC37
RAB5B,0.208358556,CDC37
DBF4,-0.332034171,CDC37
GATA6,0.179556265,CDC37
HAT1,-0.171918035,CDC37
UMPS,-0.174185663,CDC37
ENOPH1,-0.123360977,CDC37
NAE1,-0.171057016,CDC37
ICAM4,0.281425476,CCL22
ATP7B,0.269598037,CCL22
ADAM2,0.364798397,CCL22
GOLT1B,-0.124396004,CCL22
ADRA2C,0.334425837,CCL22
ANKS1B,0.444454491,CCL22
GPR25,0.374548852,CCL22
PAEP,0.251279026,CCL22
ZNF234,0.400346726,CCL22
LY96,-0.31903401,CCL22
TSPAN6,-0.127086744,CCL22
FBXO24,0.270257652,CCL22
RTEL1,0.322920948,CCL22
ACSM1,0.386759788,CCL22
TRIP4,-0.22337468,CCL22
TULP1,0.292071104,CCL22
FLG,0.225132376,CCL22
XCR1,0.44547379,CCL22
PCDHA6,0.431690216,CCL22
DBF4B,0.399691164,CCL22
SYNCRIP,-0.254790425,PLCG1
MAPKBP1,0.308549017,PLCG1
HERC2,0.381225049,PLCG1
HSP90AA1,-0.23371768,PLCG1
ARPC1A,-0.386669517,PLCG1
ATF4,0.168164909,PLCG1
TNFSF9,0.240688577,PLCG1
CPT2,0.288719416,PLCG1
PPP1R26,0.221338183,PLCG1
PLCB3,0.175172493,PLCG1
NPHP1,0.382705301,PLCG1
SATB1,0.182897478,PLCG1
CTSB,-0.307555944,PLCG1
PDK3,-0.4550125,PLCG1
CDH8,0.410869628,PLCG1
RGS20,0.228693739,PLCG1
RCAN1,-0.223461539,PLCG1
HSBP1,-0.332460761,PLCG1
ATP6V1B2,-0.264454335,PLCG1
ILF3,0.347285211,PLCG1
CCT4,-0.29516241,CD207
PPARG,-0.214189529,CD207
RAB1A,-0.362590492,CD207
PHGDH,0.168909758,CD207
GPN3,-0.317823589,CD207
ENTPD3,-0.236364707,CD207
CCNA2,-0.208929896,CD207
ARMC1,-0.245957956,CD207
PNO1,-0.23400715,CD207
CEP70,0.226963699,CD207
HPRT1,-0.341548204,CD207
KLHL35,0.373042554,CD207
ABCA3,0.270727992,CD207
COMMD3,-0.399335921,CD207
CLEC4M,0.417179227,CD207
UBE2D1,-0.321077079,CD207
GDI2,-0.247168705,CD207
ATP6V0A1,0.414522856,CD207
NUSAP1,-0.082916036,CD207
CCL27,0.51765275,CD207
ETV2,0.533270359,ADO
KRT35,0.612350881,ADO
CHRNA4,0.514835775,ADO
B3GALT5,0.594468415,ADO
PRDM11,0.476122946,ADO
SLC2A4,0.498821139,ADO
MPIG6B,0.437668175,ADO
NEUROG3,0.445505083,ADO
GNAT2,0.588428557,ADO
OPRD1,0.383005381,ADO
MC3R,0.512572408,ADO
SYT13,0.496079773,ADO
TBR1,0.516198218,ADO
PDX1,0.544605017,ADO
TACR1,0.583090961,ADO
C5AR2,0.549284518,ADO
POU1F1,0.483979493,ADO
TSKS,0.422841847,ADO
KCNE1,0.438702971,ADO
RFX1,0.327913791,ADO
OXSR1,-0.392188251,OXSR1
PRL,-0.1984649,OXSR1
NMT2,-0.302742988,OXSR1
IFI44,0.218983799,OXSR1
M6PR,-0.123030327,OXSR1
PRPF8,-0.226203993,OXSR1
EIF2B5,-0.134383157,OXSR1
GREM1,0.140306771,OXSR1
FXR2,-0.200041607,OXSR1
CDK20,-0.267960191,OXSR1
ARF1,-0.174712226,OXSR1
ALOX15,-0.189974755,OXSR1
NCOR1,-0.132326365,OXSR1
LARP4B,-0.187761679,OXSR1
COL10A1,0.426942527,OXSR1
PLA2G15,-0.144162983,OXSR1
MED24,-0.136922479,OXSR1
BCL3,-0.204957232,OXSR1
SCMH1,-0.197815761,OXSR1
MARK4,-0.138482377,OXSR1
TMCO1,-0.264838427,CRP
TSNAX,-0.375913978,CRP
CELF1,0.382319808,CRP
TOR1AIP1,-0.365073949,CRP
MTR,-0.348204732,CRP
LBR,-0.183814734,CRP
VAV2,0.301604658,CRP
DCAF13,0.456237823,CRP
UMPS,-0.173266068,CRP
UCK2,-0.243005782,CRP
PRKDC,-0.335183799,CRP
RBM34,-0.081801742,CRP
SCCPDH,-0.137831077,CRP
SHMT2,0.200682193,CRP
CNMD,0.294138342,CRP
SERPINF1,-0.702920735,CRP
MSRB2,-0.372267932,CRP
SCN5A,0.319315284,CRP
SCYL3,-0.122496225,CRP
ANKRD7,0.371273696,CRP
APOL5,0.482973039,APEH
DISC1,0.524927318,APEH
THRB,0.604851127,APEH
SEMA7A,0.622290969,APEH
NOS1,0.420263946,APEH
IDUA,0.544466257,APEH
MYO3A,0.45859158,APEH
FRMD1,0.575074732,APEH
MEPE,0.571147323,APEH
HSPD1,-0.24643828,APEH
LFNG,0.320129484,APEH
NYX,0.436716586,APEH
CLUL1,0.428990543,APEH
GFRA4,0.467371464,APEH
MPP3,0.405970365,APEH
TSKS,0.395162493,APEH
CBX2,0.443176001,APEH
CBX8,0.39649415,APEH
CRYBA4,0.407369077,APEH
CRYGA,0.498009562,APEH
VPS50,0.501818001,ADAMTSL3
MKRN3,0.409273982,ADAMTSL3
NDUFAF5,0.577160597,ADAMTSL3
NPHP1,0.459434539,ADAMTSL3
SMIM2,0.495861202,ADAMTSL3
C2orf83,0.595516324,ADAMTSL3
GLRA1,0.47190088,ADAMTSL3
KSR1,0.48631838,ADAMTSL3
CBX8,0.436159819,ADAMTSL3
FOXC2,0.509140551,ADAMTSL3
CEP41,0.54626137,ADAMTSL3
DBF4B,0.469797671,ADAMTSL3
ZNF613,0.43568328,ADAMTSL3
ZNF362,0.458193898,ADAMTSL3
NPY2R,0.413309485,ADAMTSL3
TNNI3K,0.535689533,ADAMTSL3
CLDN14,0.364338487,ADAMTSL3
NOS1AP,0.399018705,ADAMTSL3
MLNR,0.524364829,ADAMTSL3
ETV2,0.480406612,ADAMTSL3
HSPA1A,-0.375364691,CSF2RA
PLCB3,0.262466341,CSF2RA
KLF9,-0.599842846,CSF2RA
RPS6KA3,-0.447712898,CSF2RA
HDHD5,0.225483239,CSF2RA
ZFAND5,-0.196980819,CSF2RA
POU6F1,0.432070822,CSF2RA
VAV2,0.325874835,CSF2RA
KDM5B,-0.284288794,CSF2RA
ALPG,0.332370132,CSF2RA
ULK2,-0.254167318,CSF2RA
CNTNAP2,0.251492262,CSF2RA
UNC5C,0.613413572,CSF2RA
KLHL1,0.370551825,CSF2RA
PRDM5,0.477700055,CSF2RA
RUNX1,-0.231621951,CSF2RA
DNAJB1,-0.061381925,CSF2RA
HSD3B1,0.236198023,CSF2RA
CXCL8,-0.226815239,CSF2RA
OGDH,0.297266096,CSF2RA
ICAM1,0.287132531,ABCC3
CFHR4,0.425326765,ABCC3
ATOH1,0.415951997,ABCC3
ACOT8,0.274777502,ABCC3
SLC5A5,0.47543022,ABCC3
NPHP1,0.453464359,ABCC3
GPR135,0.497920752,ABCC3
GEMIN7,0.444386601,ABCC3
NOS1,0.389716715,ABCC3
ABCB11,0.365303099,ABCC3
TNR,0.485923827,ABCC3
MPIG6B,0.406827927,ABCC3
TBR1,0.458326638,ABCC3
FGF6,0.325642228,ABCC3
DRD5,0.400728434,ABCC3
ZNF391,0.481942505,ABCC3
CABP5,0.469741881,ABCC3
MGAT5,0.438926935,ABCC3
RFX1,0.297314733,ABCC3
HTR1A,0.430482775,ABCC3
MLX,-0.190265462,COASY
MRPL58,-0.108600751,COASY
DHX8,-0.147370726,COASY
COASY,-0.446897984,COASY
RETREG3,-0.144238189,COASY
COA3,-0.107042104,COASY
MRPS7,-0.123250745,COASY
PNPO,-0.100397311,COASY
MTMR4,-0.146550983,COASY
MRPL12,-0.08274141,COASY
NME1,-0.075129718,COASY
ATP5PD,-0.101547047,COASY
FTSJ3,-0.110986099,COASY
TUBG1,-0.110141903,COASY
AARSD1,-0.197524861,COASY
DNAJB2,0.130487695,COASY
PSME3,-0.093100041,COASY
RAD51C,-0.114919685,COASY
PSMC3IP,-0.088148892,COASY
ALDOC,-0.074330166,COASY
CXXC4,0.470877856,CBX2
GPN3,-0.334315002,CBX2
EED,-0.381081253,CBX2
ARPP19,-0.147170469,CBX2
SNAPC4,0.28133285,CBX2
PPARG,-0.226110891,CBX2
FRG1,-0.322787166,CBX2
SLC44A1,0.383236259,CBX2
UFSP2,-0.37192595,CBX2
TNC,-0.269853294,CBX2
RIF1,-0.3331258,CBX2
MAK16,-0.17938742,CBX2
DLD,-0.162699237,CBX2
LIMS3,0.380944073,CBX2
PAEP,0.25978756,CBX2
GHSR,0.397199094,CBX2
DBF4,-0.314420372,CBX2
NOC3L,-0.181985229,CBX2
MDFIC,-0.386958003,CBX2
KDM8,0.378061563,CBX2
PARP1,-0.516622126,PARP1
PLXNA1,0.100853913,PARP1
ADIPOR1,-0.169201255,PARP1
ERCC8,-0.200444356,PARP1
PAX5,-0.292552173,PARP1
TINF2,-0.170774788,PARP1
RPS17,-0.193535179,PARP1
EYA1,-0.119024821,PARP1
GH1,-0.143935233,PARP1
MRPS27,-0.145442799,PARP1
FGF4,-0.172807336,PARP1
CCDC69,-0.123862348,PARP1
CD79B,-0.235308141,PARP1
CD72,-0.158082873,PARP1
UQCRH,-0.130948409,PARP1
PKD2L1,-0.165452614,PARP1
MKS1,-0.13590306,PARP1
CRYM,-0.195570812,PARP1
FAXDC2,-0.117196329,PARP1
MTHFR,-0.254058808,PARP1
RETREG2,0.343328774,ETV5
KCNMB1,0.513009846,ETV5
RNF186,0.494602054,ETV5
PPARG,-0.23022978,ETV5
ATP13A3,-0.373738915,ETV5
XPNPEP1,-0.548469603,ETV5
SLC26A6,0.354533195,ETV5
DDX11,0.202096477,ETV5
NPR1,0.316673338,ETV5
AKR1B1,-0.278593719,ETV5
SNRNP35,0.364144593,ETV5
CRYAA,0.332762331,ETV5
PRELP,0.280041784,ETV5
EFEMP1,-0.235974401,ETV5
LPAR6,0.354376078,ETV5
GPRC5D,0.569379926,ETV5
THBS3,0.473415524,ETV5
HSPD1,-0.19377847,ETV5
MRPS22,-0.184304133,ETV5
DIMT1,-0.400042593,ETV5
MIF,-0.269187331,MIF
LIMK2,-0.115081266,MIF
HSPB1,-0.246327445,MIF
RABAC1,-0.303100705,MIF
MPST,-0.234437183,MIF
DTX2,-0.175115809,MIF
PES1,-0.128134385,MIF
HMGN5,0.192080066,MIF
PLOD1,-0.165491536,MIF
FBXO5,0.209328905,MIF
NDRG1,-0.134165362,MIF
PLOD3,-0.102817237,MIF
TCAP,-0.216623992,MIF
CAPNS1,-0.173261717,MIF
CBX4,-0.187412426,MIF
POLD4,-0.261751443,MIF
PMM1,-0.205175459,MIF
SH3BP2,-0.23882097,MIF
MYH9,-0.171019122,MIF
DDT,-0.173683554,MIF
SPR,0.238382488,RGL1
PLOD3,0.199153438,RGL1
TUT4,-0.32337141,RGL1
EIF4EBP1,0.362109095,RGL1
SPANXC,-0.349999756,RGL1
SLC48A1,0.256231964,RGL1
WDTC1,0.284204245,RGL1
ADARB1,-0.460889369,RGL1
PFKFB2,-0.244837478,RGL1
HAUS7,0.305553019,RGL1
ITGA10,-0.708794594,RGL1
RSU1,-0.225445315,RGL1
SIX3,-0.409853011,RGL1
TMEM109,0.13402319,RGL1
GAK,0.299168527,RGL1
RASL12,-0.41339606,RGL1
ACVR2B,-0.513665617,RGL1
PSMD8,0.235238463,RGL1
NDUFS1,-0.283111632,RGL1
RELB,0.328148693,RGL1
R3HCC1,0.359665215,RECQL5
BIRC5,0.184023574,RECQL5
BPTF,-0.571532905,RECQL5
PAFAH1B3,0.228701085,RECQL5
ZNF804A,-0.607537448,RECQL5
SSNA1,0.25947994,RECQL5
PSME2,0.135746941,RECQL5
AACS,0.264001757,RECQL5
PSMD8,0.279966235,RECQL5
NEDD8,0.321788281,RECQL5
RPN1,0.135593414,RECQL5
DTYMK,0.354189903,RECQL5
ALDOC,0.201337263,RECQL5
BAG1,0.364481807,RECQL5
POP5,0.176893562,RECQL5
ZNF34,-0.421138763,RECQL5
MS4A6A,0.28990218,RECQL5
KRT10,0.204533666,RECQL5
CHAF1B,0.29219085,RECQL5
PMF1,0.444014251,RECQL5
STUB1,0.205528453,SPINK1
MLEC,0.155678481,SPINK1
CLSTN1,0.171748519,SPINK1
TARBP1,0.205490038,SPINK1
ATXN7,0.188509077,SPINK1
UBE4B,0.290050387,SPINK1
TFE3,0.446335942,SPINK1
PLEKHM2,0.346634626,SPINK1
GLRB,0.277629077,SPINK1
CCT6B,-0.341827333,SPINK1
TSR2,0.411348253,SPINK1
GPI,0.274258584,SPINK1
TMEM147,0.3073982,SPINK1
CHAF1A,0.352804631,SPINK1
RERE,0.332948267,SPINK1
PBLD,-0.574632227,SPINK1
SMG9,0.376983821,SPINK1
AP3S1,-0.537974179,SPINK1
EBP,0.238215312,SPINK1
CNPY2,0.296053886,SPINK1
RPS2,-0.525724888,TMEM255A
RPL9,-0.416284293,TMEM255A
RPS13,-0.515953541,TMEM255A
RPL31,-0.405721962,TMEM255A
RPS29,-0.473689497,TMEM255A
POLG2,-0.890420318,TMEM255A
RPLP1,-0.471695244,TMEM255A
RPL7A,-0.442139119,TMEM255A
RPS10,-0.441291213,TMEM255A
EEF1A1,-0.436236531,TMEM255A
RPS4X,-0.406272084,TMEM255A
PRUNE1,-0.602935851,TMEM255A
RPL32,-0.489228964,TMEM255A
RPL29,-0.635560691,TMEM255A
RPLP0,-0.512699008,TMEM255A
RPL27,-0.381608039,TMEM255A
RPL30,-0.458571464,TMEM255A
CGA,-0.457387775,TMEM255A
RPS14,-0.470875353,TMEM255A
OSBPL9,-0.33242476,TMEM255A
PRKAB2,-0.539600551,LRRK1
CAD,0.248421311,LRRK1
TMEM109,0.140569597,LRRK1
CD1B,-0.904034615,LRRK1
OAZ1,0.267173737,LRRK1
PIBF1,-0.456449807,LRRK1
EMCN,-0.564770043,LRRK1
SSX1,-0.421999574,LRRK1
CD1E,-1.222332954,LRRK1
RBM42,0.216968015,LRRK1
PSMD2,0.050558694,LRRK1
CAMK2B,0.307535082,LRRK1
ZBTB5,-0.731339455,LRRK1
PODXL2,0.316018224,LRRK1
A1CF,-0.561384857,LRRK1
KDR,-0.298744261,LRRK1
NOC4L,0.276245594,LRRK1
PKM,0.268169314,LRRK1
CXCL5,0.274546295,LRRK1
PA2G4,0.338424832,LRRK1
SOCS1,-0.525000393,RHOH
USP15,-0.33519125,RHOH
INCENP,0.287987411,RHOH
FGD6,-0.333191693,RHOH
HSPB6,-0.426092833,RHOH
INPP1,0.152204767,RHOH
FXN,0.149633884,RHOH
RPL29,-0.565343559,RHOH
CNOT9,0.23081626,RHOH
LRRC61,-0.249659762,RHOH
IBSP,-0.772426903,RHOH
DDC,-0.397195071,RHOH
PSMB1,-0.435382128,RHOH
CDKN2D,0.283449233,RHOH
GLRX,-0.242529884,RHOH
ILKAP,0.2921426,RHOH
ESM1,-0.507877469,RHOH
VPS35L,-0.184354916,RHOH
MMP1,-0.48225379,RHOH
GCC2,-0.292558819,RHOH
THAP12,-0.578766465,KAT5
USP1,-0.203547597,KAT5
SP3,-0.319991201,KAT5
RAD23B,-0.200190991,KAT5
MCM6,-0.223615408,KAT5
DCAF16,-0.400083721,KAT5
KIF11,-0.297961503,KAT5
EML3,-0.359442353,KAT5
SRPK1,-0.238534987,KAT5
MAGEB2,-0.463822782,KAT5
COX17,0.3249183,KAT5
SRSF11,-0.386754304,KAT5
PKN2,-0.176372007,KAT5
ELF2,-0.391080827,KAT5
APOL2,0.435813785,KAT5
WDR33,-0.339476973,KAT5
DNA2,-0.449432492,KAT5
KCNN2,0.352898806,KAT5
CCDC47,-0.350444496,KAT5
RPL26L1,0.196766332,KAT5
CHMP1B,-0.758880019,SEL1L3
PNRC1,-0.412786752,SEL1L3
GLRX,-0.346006989,SEL1L3
ICMT,0.218575031,SEL1L3
RPL29,-0.681417704,SEL1L3
PFAS,0.277997553,SEL1L3
CXCL2,-0.230083063,SEL1L3
BLCAP,0.114402555,SEL1L3
RPL7,-0.62721324,SEL1L3
UBXN1,-0.281274855,SEL1L3
