names,logfoldchanges,condition
EPCAM,-1.028720498,CHRM2
CCDC186,-1.579230905,CHRM2
HADH,-0.562343121,CHRM2
CYP3A4,-0.816125989,CHRM2
EFNA4,-1.175178766,CHRM2
CYTH3,-1.425137401,CHRM2
MAPK13,-1.180904269,CHRM2
PDIA3,-0.505956352,CHRM2
ADIRF,-0.663972735,CHRM2
ELN,-1.053259611,CHRM2
ARMT1,-1.224549413,CHRM2
FIP1L1,-0.677785456,CHRM2
AKAP13,-1.515872955,CHRM2
DNAJC3,-1.100823998,CHRM2
SPINT2,-0.394764304,CHRM2
VAMP8,-0.341822892,CHRM2
TBPL1,-0.928156376,CHRM2
PAF1,-1.030149221,CHRM2
SPANXC,-0.594893098,EBP
APOA4,-0.659775019,EBP
BBOX1,0.288780779,EBP
MXD4,-0.969992697,EBP
IDUA,-1.047035098,EBP
TNP1,-0.763800621,EBP
MYO1A,-0.948227704,EBP
CYHR1,-0.548663139,EBP
DLX4,-0.550988615,EBP
LRCH4,-0.861055255,EBP
RAB40C,-1.023919582,EBP
POU2F2,-0.926285982,EBP
SLC12A4,-0.761862755,EBP
ALPP,-0.470800906,EBP
TKFC,-0.82982105,EBP
NEUROG1,-1.152066231,EBP
AGPAT2,-0.919541419,EBP
SPART,0.595692277,EBP
OXT,-0.6958583,EBP
SLC4A4,0.349158645,EBP
BAG4,-1.497030497,IL5RA
HMG20A,-1.567488313,IL5RA
AKTIP,-0.824968934,IL5RA
EED,-0.957612455,IL5RA
RASGRF1,-1.03868556,IL5RA
CYTH3,-1.425247788,IL5RA
NAPG,-1.0572716,IL5RA
TAF12,-1.04637301,IL5RA
ATF7IP,-0.878626347,IL5RA
LGALSL,-0.942267239,IL5RA
BDH1,-0.886343598,IL5RA
TADA2A,-1.616814256,IL5RA
JPT2,-0.8171435,IL5RA
AKAP13,-1.484628081,IL5RA
ANKHD1,-1.159723282,IL5RA
MCPH1,-1.383505821,IL5RA
ALDH18A1,-0.656437516,IL5RA
PDIA5,-0.445296019,IL5RA
DLAT,-1.039913893,IL5RA
THRAP3,-1.175195694,IL5RA
PDGFB,-0.905885279,APOBEC3B
ELAC2,-0.354219913,APOBEC3B
AKAP13,-1.679382443,APOBEC3B
HADH,-0.529183209,APOBEC3B
SMPD3,-1.328534603,APOBEC3B
MTSS1,-1.001850605,APOBEC3B
AKTIP,-0.710717261,APOBEC3B
BAG4,-1.096002579,APOBEC3B
ABR,-0.982737005,APOBEC3B
MAP3K1,-1.016371846,APOBEC3B
ATP7A,-0.738192677,APOBEC3B
CBX1,-0.465173393,APOBEC3B
HMG20A,-1.225353956,APOBEC3B
N4BP2L2,-0.814612687,APOBEC3B
ALDH18A1,-0.531507015,APOBEC3B
KLHL36,-0.770673692,APOBEC3B
LCN1,-1.022609949,APOBEC3B
ANKHD1,-0.969460368,APOBEC3B
SHH,-0.968910396,APOBEC3B
CCDC186,-1.239673495,APOBEC3B
PTBP3,-1.291242838,CYP17A1
AKTIP,-0.878628433,CYP17A1
HOXB9,-0.865321517,CYP17A1
DDX52,-1.42142427,CYP17A1
APOL6,-0.958772957,CYP17A1
ANKHD1,-1.086706877,CYP17A1
HEBP2,-0.782516539,CYP17A1
DLAT,-1.033403039,CYP17A1
CCNC,-0.643698335,CYP17A1
MXD1,-1.078921199,CYP17A1
BAG4,-1.192770004,CYP17A1
RAB2A,-0.795452774,CYP17A1
EED,-0.856703222,CYP17A1
EPB41L4B,-0.605760932,CYP17A1
RAB1A,-1.175959229,CYP17A1
INPP4B,-0.798602819,CYP17A1
MAPK13,-1.203873158,CYP17A1
ARMT1,-1.155483246,CYP17A1
COQ3,-1.100457191,CYP17A1
HADH,-0.478212148,CYP17A1
ATP7A,-0.819230735,ADAM19
LCN1,-1.113417149,ADAM19
MDM4,-1.102360606,ADAM19
CCDC186,-1.335508585,ADAM19
HADH,-0.495647311,ADAM19
AKAP13,-1.36557734,ADAM19
EPCAM,-0.737414002,ADAM19
CBARP,-0.686949968,ADAM19
ELAC2,-0.296198666,ADAM19
MXD1,-1.012956619,ADAM19
UNKL,-0.946797311,ADAM19
GPATCH2,-0.533106804,ADAM19
EBAG9,-0.663970768,ADAM19
GRHL2,-0.713316321,ADAM19
TMEM97,-0.449611455,ADAM19
DDX52,-1.251118422,ADAM19
TAF15,-0.662093341,ADAM19
DYNLT1,-0.813603878,ADAM19
FIP1L1,-0.613611579,ADAM19
NTM,-0.633283436,ADAM19
TMEM135,-0.831398547,GRAP2
MAGOH,0.407639325,GRAP2
NFIB,-0.680113733,GRAP2
ARPC2,0.458452702,GRAP2
WDR7,-1.115360975,GRAP2
PLA2G2A,-1.812860131,GRAP2
MMP8,0.550829053,GRAP2
PRKCQ,0.429682881,GRAP2
ELN,-0.837405086,GRAP2
GYPC,0.556223512,GRAP2
LZTS3,0.325960398,GRAP2
CFD,-0.923480213,GRAP2
ZDHHC3,-0.828508437,GRAP2
ABLIM3,-0.567722142,GRAP2
DCTD,0.376490772,GRAP2
DHFR,0.790944397,GRAP2
LCP1,0.516669989,GRAP2
SPDL1,0.772106111,GRAP2
ERMAP,0.423108846,GRAP2
KLF13,-0.862685323,GRAP2
TMEM135,-0.885016084,CIITA
LRP10,-0.494535953,CIITA
CHIC2,-0.415569723,CIITA
PAPSS2,0.518137217,CIITA
SCGB1A1,-1.180202127,CIITA
UBE2W,-0.823267102,CIITA
MYO5C,-0.588722587,CIITA
AKT3,0.625091016,CIITA
CREBZF,-1.041750431,CIITA
SSBP2,-0.895895004,CIITA
CCND1,-0.967355013,CIITA
VWA1,-1.16760397,CIITA
CSNK1A1,-0.669174969,CIITA
CDS1,-0.827902377,CIITA
AKAP13,-1.142869234,CIITA
CRHBP,0.638529897,CIITA
RMDN1,-0.46032393,CIITA
INPP5A,-0.519348145,CIITA
ZHX2,-0.535535395,CIITA
ADI1,-0.307967365,CIITA
BNC2,0.564064562,NCKIPSD
SREBF1,-0.85122776,NCKIPSD
DSC2,-0.463492841,NCKIPSD
DENND3,0.399980456,NCKIPSD
LCP1,0.504039228,NCKIPSD
PGRMC2,-0.424683452,NCKIPSD
CHIC2,-0.34080115,NCKIPSD
NFIB,-0.558695674,NCKIPSD
ALG5,-0.459101796,NCKIPSD
HPRT1,-0.432900518,NCKIPSD
DIO2,-0.54671216,NCKIPSD
CDS1,-0.678446114,NCKIPSD
FIP1L1,-0.511779547,NCKIPSD
PRUNE2,0.285236835,NCKIPSD
PPA2,-0.431608528,NCKIPSD
UBE2D3,-0.408141404,NCKIPSD
XCL1,0.606284976,NCKIPSD
PTK2B,0.584158301,NCKIPSD
SSBP2,-0.758204222,NCKIPSD
CCL18,-0.979195833,NCKIPSD
TMEM135,-0.801246405,EPAS1
TLE4,0.587174594,EPAS1
EXOSC7,-0.547755957,EPAS1
PYCR3,-0.924909651,EPAS1
VWA1,-1.249739647,EPAS1
MDM4,-1.040445209,EPAS1
DNASE1L3,0.425050259,EPAS1
SCGB1A1,-1.130242944,EPAS1
MTDH,-0.421500921,EPAS1
TARBP1,0.668098152,EPAS1
TMEM70,-0.577398717,EPAS1
XAB2,-0.88501507,EPAS1
PANX1,-0.433449417,EPAS1
MRPS28,-0.575625241,EPAS1
GRINA,-0.669077456,EPAS1
ABCB1,0.618960142,EPAS1
THEM6,-0.503550947,EPAS1
YWHAE,-0.752409518,EPAS1
POLE2,0.213981196,EPAS1
SREBF1,-0.801284015,EPAS1
SREBF1,-1.038263798,MX2
PNPLA2,-0.767926991,MX2
ALDH1A2,0.346240103,MX2
ST8SIA1,0.441331297,MX2
MAPK13,-1.059742332,MX2
C1RL,-0.480915964,MX2
LIPE,-0.663879812,MX2
DENND3,0.396725476,MX2
GAL3ST4,-0.732022762,MX2
BIK,-0.528882623,MX2
XAB2,-0.846583307,MX2
TOX,0.258319736,MX2
CHIC2,-0.330125451,MX2
CALU,-0.338382602,MX2
NFIB,-0.554183781,MX2
JUN,0.433621109,MX2
BNC2,0.541971445,MX2
GORASP2,-0.417873979,MX2
PTN,0.372654498,MX2
SALL1,0.403892636,MX2
CIRBP,-0.895327508,CACNA1A
STAP2,-0.782375574,CACNA1A
CARMIL1,-1.352519751,CACNA1A
BAG4,-1.287171125,CACNA1A
HADH,-0.55072695,CACNA1A
CCND1,-1.055470467,CACNA1A
NAPG,-0.937442899,CACNA1A
HBQ1,-0.996844172,CACNA1A
AKAP13,-1.390550494,CACNA1A
DRAP1,0.202125967,CACNA1A
SLC37A4,-0.840423882,CACNA1A
FIP1L1,-0.613080978,CACNA1A
EED,-0.82023412,CACNA1A
PF4,-0.566032231,CACNA1A
LOXL1,-0.642287076,CACNA1A
NTM,-0.684392571,CACNA1A
CFLAR,-0.735313416,CACNA1A
PTBP3,-1.062054157,CACNA1A
CALU,-0.371097416,CACNA1A
CCDC85B,-0.739335775,CACNA1A
UBE2S,-0.423914194,MTMR3
CRHBP,0.647613049,MTMR3
RASSF2,0.478196383,MTMR3
CHIC2,-0.366480589,MTMR3
ETFB,-0.419512153,MTMR3
TTC12,-0.548834682,MTMR3
SREBF1,-0.840718567,MTMR3
LCP1,0.50673902,MTMR3
AKTIP,-0.573450148,MTMR3
ENC1,-0.589695096,MTMR3
LIMK2,-0.824371099,MTMR3
SNRPA1,-0.490392655,MTMR3
PPP1R2,-0.702434659,MTMR3
COX7A1,-0.58517921,MTMR3
DHRS7B,-0.701027751,MTMR3
RBFA,-0.831377566,MTMR3
KLRK1,0.411969751,MTMR3
SCARB1,-0.488146335,MTMR3
DOCK1,0.56560719,MTMR3
ITGA4,0.564778328,MTMR3
ASPSCR1,-0.658575356,CDCP1
TMEM135,-0.822681963,CDCP1
CBR1,-0.456299454,CDCP1
HTRA1,0.831370711,CDCP1
CDS1,-0.7568115,CDCP1
SCGB1A1,-0.960393429,CDCP1
DNASE1L3,0.412124902,CDCP1
LCP1,0.49681437,CDCP1
FAP,-0.542767823,CDCP1
RAC3,-0.682578743,CDCP1
BCL9,0.514057279,CDCP1
EBAG9,-0.581891119,CDCP1
KRT19,-0.454241276,CDCP1
MRPS28,-0.562659264,CDCP1
CPEB1,0.553191483,CDCP1
CRHBP,0.599444091,CDCP1
KRT18,-0.529717624,CDCP1
CSNK1A1,-0.621231079,CDCP1
ARHGAP22,0.490913779,CDCP1
ARPC2,0.39610076,CDCP1
EXOSC7,-0.615046322,DPPA4
TNFAIP6,-0.460900635,DPPA4
FBLN2,-0.712653458,DPPA4
INHBA,-0.626273036,DPPA4
NDUFA4L2,-0.498740882,DPPA4
NOTCH3,-0.646533728,DPPA4
CBR1,-0.467608899,DPPA4
ALDH1A2,0.353004068,DPPA4
RUVBL1,-0.355699778,DPPA4
KRT17,-0.397426218,DPPA4
MTDH,-0.420069128,DPPA4
BGN,-0.635963917,DPPA4
SREBF1,-0.812246799,DPPA4
MDFI,-0.80094564,DPPA4
COX7A1,-0.661055326,DPPA4
TNK2,-0.946798563,DPPA4
SELL,0.945935667,DPPA4
PRKCA,0.453537881,DPPA4
PDGFRB,-0.829236388,DPPA4
TLE4,0.521457911,DPPA4
ATP2A3,-0.682809711,SH3BP5
KDM6B,-0.854656577,SH3BP5
SH3GLB2,-0.684694767,SH3BP5
OGFOD1,0.512889624,SH3BP5
CCL8,-0.601075947,SH3BP5
PRKCA,0.421105981,SH3BP5
SPDL1,0.717486322,SH3BP5
PHLPP2,0.625146806,SH3BP5
PACS2,-0.533147037,SH3BP5
SALL1,0.396874398,SH3BP5
DCTD,0.341813922,SH3BP5
ZFYVE26,0.494144738,SH3BP5
ATG14,0.437419355,SH3BP5
UCP2,-0.495092005,SH3BP5
CHST11,0.459672421,SH3BP5
DHFR,0.703505397,SH3BP5
ELMO2,0.492946595,SH3BP5
ALDH1A2,0.307566285,SH3BP5
SSH1,0.381047189,SH3BP5
EFNB2,-0.356210381,SH3BP5
ALDH1A2,0.364537328,RECQL4
ABCB1,0.659899116,RECQL4
BCHE,0.456968963,RECQL4
BAG4,-1.005518794,RECQL4
TLE4,0.546793103,RECQL4
RHOD,-0.725859642,RECQL4
THY1,-0.880510867,RECQL4
DSC2,-0.463258952,RECQL4
NOVA1,0.584263682,RECQL4
HSD17B8,-0.680487931,RECQL4
GALNT3,-0.313162118,RECQL4
PGK1,-0.541323423,RECQL4
JAG2,-0.791010439,RECQL4
BCL9,0.540712178,RECQL4
ELMO2,0.539897561,RECQL4
SALL1,0.41985783,RECQL4
FIP1L1,-0.533331215,RECQL4
SCGB1A1,-0.893765926,RECQL4
OLFML2B,-3.859878302,RECQL4
PPP1R13L,-0.60025984,RECQL4
ZHX2,-0.553521037,HLX
LCP1,0.535549879,HLX
SERPING1,-0.484041631,HLX
ARPC2,0.439595014,HLX
DCTD,0.366653532,HLX
HMBOX1,0.577039361,HLX
NFIB,-0.568567693,HLX
KRT18,-0.550024509,HLX
BNC2,0.560423493,HLX
SCARB1,-0.509425223,HLX
CDS1,-0.716058552,HLX
KCTD7,0.545418143,HLX
ZFYVE26,0.551348209,HLX
DNASE1L3,0.423452675,HLX
JAKMIP2,0.618226647,HLX
ARHGAP15,0.434451312,HLX
PRKCA,0.449055195,HLX
TNKS,0.597423017,HLX
FBLN2,-0.63207227,HLX
SSBP2,-0.818615496,HLX
TSPAN6,-0.462674856,IFNA5
CALU,-0.406007856,IFNA5
KLRK1,0.448619217,IFNA5
STX4,0.223354831,IFNA5
DENND3,0.432026565,IFNA5
RCN2,-1.182293296,IFNA5
MRPL42,-0.533832729,IFNA5
NFIB,-0.658627093,IFNA5
BNC2,0.629832745,IFNA5
MEX3C,-0.905743003,IFNA5
C8orf33,-0.459495008,IFNA5
MAN1C1,0.395183563,IFNA5
PBK,-0.543863893,IFNA5
RSL24D1,-0.578828752,IFNA5
KLRG1,0.556924164,IFNA5
CRK,-0.536022663,IFNA5
CSNK1A1,-0.811757684,IFNA5
AKT3,0.628550112,IFNA5
UBE2E1,-0.767392218,IFNA5
BBS7,-0.72984302,IFNA5
CSNK1A1,-0.720596969,MAP3K1
MRPS12,-0.79239887,MAP3K1
RNF126,-0.519676149,MAP3K1
XAB2,-0.811119854,MAP3K1
AQP5,-0.738781393,MAP3K1
SREBF1,-0.73409164,MAP3K1
ZFYVE26,0.521790504,MAP3K1
HMBOX1,0.54610759,MAP3K1
KDELR1,-0.597541392,MAP3K1
ST8SIA1,0.414282203,MAP3K1
DSTN,-0.448143393,MAP3K1
SNAI1,-0.829101503,MAP3K1
HOOK2,-0.815894186,MAP3K1
KRT18,-0.549125075,MAP3K1
TNFSF13,-0.553281784,MAP3K1
TNK2,-0.744614303,MAP3K1
LY6E,-0.475723803,MAP3K1
LCP1,0.480014533,MAP3K1
CST2,-0.435450643,MAP3K1
NAV2,0.429892182,MAP3K1
ZHX2,-0.60151583,CEBPE
CALU,-0.362051278,CEBPE
CDS1,-0.839787781,CEBPE
CSNK1A1,-0.72572279,CEBPE
DCTD,0.367073387,CEBPE
UBE2D3,-0.463605344,CEBPE
PEX2,-0.620708048,CEBPE
LCP1,0.519718945,CEBPE
SF3A3,0.406569511,CEBPE
LRP10,-0.454017103,CEBPE
CHIC2,-0.362935364,CEBPE
SCGB1A1,-0.997408092,CEBPE
MRPS28,-0.538825691,CEBPE
CBR1,-0.431464344,CEBPE
BNC2,0.53336978,CEBPE
UBE2W,-0.774272621,CEBPE
FIP1L1,-0.531344414,CEBPE
EBAG9,-0.601632297,CEBPE
TARBP1,0.63449806,CEBPE
PIK3CD,0.518656552,CEBPE
PSCA,-0.533536851,RAF1
SCARB1,-0.565781176,RAF1
PRKCQ,0.45092231,RAF1
LIMK2,-0.909504652,RAF1
NXN,-0.781411409,RAF1
RRAGA,-1.078494668,RAF1
CRIP2,-0.464770824,RAF1
SMARCB1,-0.922389805,RAF1
RUVBL1,-0.393311441,RAF1
UBE2I,-0.282348037,RAF1
RTL8A,-0.431555927,RAF1
TBL3,-0.891089618,RAF1
