Term,NES,FDR q-val,Perturbation
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,1.893102615,0.430774659,chloroquine
CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,-1.834408556,0.291325499,chloroquine
ECM_PROTEOGLYCANS,-1.723559034,0.457871003,chloroquine
PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,1.743729835,0.811874401,chloroquine
SEPARATION_OF_SISTER_CHROMATIDS,-1.570841974,0.734006169,chloroquine
SIGNALING_BY_TGFB_FAMILY_MEMBERS,-1.48754327,0.866671222,chloroquine
METABOLISM_OF_LIPIDS,2.528188307,0,vorinostat
SUMOYLATION,-2.410049564,0.012454005,vorinostat
CELL_CYCLE_CHECKPOINTS,-2.357203148,0.008491367,vorinostat
METABOLISM_OF_RNA,-2.345968148,0.0064157,vorinostat
DNA_REPAIR,-2.33208201,0.005660911,vorinostat
DNA_DOUBLE_STRAND_BREAK_REPAIR,-2.310342512,0.005660911,vorinostat
DNA_REPLICATION,-2.253508364,0.007925276,vorinostat
RRNA_PROCESSING,-2.143962026,0.013909668,vorinostat
RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,-2.120784657,0.014293801,vorinostat
SYNTHESIS_OF_DNA,-2.118698775,0.012705601,vorinostat
TRANSLATION,3.510891048,0,rosiglitazone
G2_M_CHECKPOINTS,3.493119754,0,rosiglitazone
CELL_CYCLE_CHECKPOINTS,3.478340087,0,rosiglitazone
UB_SPECIFIC_PROCESSING_PROTEASES,3.260604886,0,rosiglitazone
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.894837306,0,rosiglitazone
S_PHASE,2.838455498,0,rosiglitazone
REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,2.79424287,0,rosiglitazone
MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,2.594026613,0,rosiglitazone
METABOLISM_OF_RNA,2.55270723,0,rosiglitazone
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.314289649,0,rosiglitazone
RESPIRATORY_ELECTRON_TRANSPORT,2.929624404,0,BRD-K76188144
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.597683058,0.003478749,BRD-K76188144
TRANSLATION,2.296643584,0.013141941,BRD-K76188144
ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,2.238751481,0.017393746,BRD-K76188144
RRNA_PROCESSING,2.199882645,0.017161829,BRD-K76188144
INTERLEUKIN_1_FAMILY_SIGNALING,2.110854035,0.025897355,BRD-K76188144
INTERLEUKIN_1_SIGNALING,2.035588969,0.030811778,BRD-K76188144
CELL_CYCLE_CHECKPOINTS,2.022413919,0.029279472,BRD-K76188144
SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,1.959507172,0.04277573,BRD-K76188144
SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,1.95086315,0.040817323,BRD-K76188144
MITOTIC_METAPHASE_AND_ANAPHASE,-2.27351602,0.029501394,carbamazepine
ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,-2.258518953,0.021774838,carbamazepine
CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,-2.21122963,0.020604148,carbamazepine
SEPARATION_OF_SISTER_CHROMATIDS,-2.148880585,0.034067086,carbamazepine
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,1.985573838,0.130224373,carbamazepine
RAC2_GTPASE_CYCLE,-1.999156793,0.094123495,carbamazepine
M_PHASE,-1.998369659,0.078670384,carbamazepine
REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,-1.987516885,0.074656589,carbamazepine
CELLULAR_RESPONSE_TO_HEAT_STRESS,-1.96833712,0.076211935,carbamazepine
ISG15_ANTIVIRAL_MECHANISM,-1.967585035,0.068680494,carbamazepine
CELL_CYCLE,-4.445030543,0,mitoxantrone
DNA_REPLICATION_PRE_INITIATION,-3.001828846,0,mitoxantrone
CHROMOSOME_MAINTENANCE,-2.977421424,0,mitoxantrone
DISEASES_OF_DNA_REPAIR,-2.950049184,0,mitoxantrone
ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,-2.938748872,0,mitoxantrone
MITOTIC_G2_G2_M_PHASES,-2.937412911,0,mitoxantrone
DNA_STRAND_ELONGATION,-2.921544866,0,mitoxantrone
HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,-2.903810884,0,mitoxantrone
G2_M_DNA_DAMAGE_CHECKPOINT,-3.034624044,0,mitoxantrone
PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,-2.897231112,0,mitoxantrone
SELENOAMINO_ACID_METABOLISM,-2.627542182,0,aspirin
EUKARYOTIC_TRANSLATION_ELONGATION,-2.493630041,0.004970737,aspirin
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-2.467357802,0.003313825,aspirin
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-2.387555541,0.006213421,aspirin
INFLUENZA_INFECTION,-2.300924996,0.006959032,aspirin
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.174140892,0.013669526,aspirin
EUKARYOTIC_TRANSLATION_INITIATION,-2.100677532,0.019882947,aspirin
CELLULAR_RESPONSE_TO_STARVATION,-2.075233847,0.017397579,aspirin
RRNA_PROCESSING,-2.07991534,0.019261605,aspirin
NONSENSE_MEDIATED_DECAY_NMD,-2.038700598,0.020131484,aspirin
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.529434445,0,sorafenib
GPCR_LIGAND_BINDING,-2.476129904,0,sorafenib
G_ALPHA_I_SIGNALLING_EVENTS,-2.136944769,0.001552963,sorafenib
SIGNALING_BY_GPCR,-2.107809326,0.002329445,sorafenib
EUKARYOTIC_TRANSLATION_INITIATION,2.22298715,0.074784881,sorafenib
CELLULAR_RESPONSE_TO_STARVATION,2.209637579,0.039262062,sorafenib
RRNA_PROCESSING,2.134686874,0.036146026,sorafenib
MEMBRANE_TRAFFICKING,2.125075412,0.027109519,sorafenib
INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,2.075967952,0.027670406,sorafenib
NEURONAL_SYSTEM,-2.030714814,0.005856889,sorafenib
TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,-2.846658854,0,gemcitabine
RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,-2.669798105,0.002189122,gemcitabine
RESOLUTION_OF_SISTER_CHROMATID_COHESION,-2.292032731,0.01386444,gemcitabine
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.291148114,0.01039833,gemcitabine
HCMV_EARLY_EVENTS,-2.237271681,0.011821259,gemcitabine
MITOTIC_SPINDLE_CHECKPOINT,-2.084248816,0.026999172,gemcitabine
PROTEIN_FOLDING,-2.027880097,0.033149563,gemcitabine
GOLGI_TO_ER_RETROGRADE_TRANSPORT,-1.985296452,0.039677838,gemcitabine
HCMV_INFECTION,-1.867890593,0.077348981,gemcitabine
METABOLISM_OF_RNA,-1.853831256,0.074430151,gemcitabine
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-1.971403211,0.234520636,NU-1025
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.007962285,0.284706597,NU-1025
NEUTROPHIL_DEGRANULATION,-1.708085509,0.646234641,NU-1025
EXTRACELLULAR_MATRIX_ORGANIZATION,-1.591050362,0.802147434,NU-1025
PEPTIDE_LIGAND_BINDING_RECEPTORS,1.790788981,0.946532753,NU-1025
ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,-1.512300034,0.901927279,NU-1025
COPI_MEDIATED_ANTEROGRADE_TRANSPORT,-1.508138746,0.741606366,NU-1025
GOLGI_TO_ER_RETROGRADE_TRANSPORT,-1.498440703,0.646017492,NU-1025
NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,-1.460818512,0.671361852,NU-1025
SIGNALING_BY_NTRKS,-1.44267446,0.636137225,NU-1025
SYNTHESIS_OF_DNA,-2.932509291,0,veliparib
DNA_REPLICATION,-2.816306816,0,veliparib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.654421354,0,veliparib
APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,-2.743666055,0.001717759,veliparib
G1_S_DNA_DAMAGE_CHECKPOINTS,-2.469806328,0.002576638,veliparib
PEPTIDE_LIGAND_BINDING_RECEPTORS,2.329983038,0.000358956,veliparib
GPCR_LIGAND_BINDING,2.359207831,0.000538434,veliparib
S_PHASE,-2.455620356,0.003091966,veliparib
DNA_REPLICATION_PRE_INITIATION,-2.455160053,0.002576638,veliparib
ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,-2.427139291,0.00294473,veliparib
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-2.888651172,0,PJ-34
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.732147508,0,PJ-34
METABOLISM_OF_RNA,2.693092693,0,PJ-34
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.684179905,0,PJ-34
M_PHASE,2.506929005,0,PJ-34
CELL_CYCLE,2.501408766,0,PJ-34
GPCR_LIGAND_BINDING,-2.5965392,0.000196017,PJ-34
CELL_CYCLE_MITOTIC,2.409949635,0.002757359,PJ-34
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.405345644,0.000514545,PJ-34
MRNA_SPLICING,2.348807641,0.00328257,PJ-34
GPCR_LIGAND_BINDING,-2.34552067,0,olaparib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.335582958,0,olaparib
SIGNALING_BY_ALK_IN_CANCER,2.490498739,0.005399436,olaparib
MITOTIC_PROPHASE,2.367500605,0.005399436,olaparib
ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,2.311636163,0.007199247,olaparib
SARS_COV_2_HOST_INTERACTIONS,2.207454575,0.010798871,olaparib
SIGNALING_BY_GPCR,-2.10277517,0.001704135,olaparib
PEPTIDE_LIGAND_BINDING_RECEPTORS,-2.076434791,0.001661532,olaparib
INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,2.172144705,0.015118419,olaparib
MEMBRANE_TRAFFICKING,2.110149425,0.021597742,olaparib
RESPIRATORY_ELECTRON_TRANSPORT,2.67628529,0,7-nitroindazole
EUKARYOTIC_TRANSLATION_INITIATION,2.621541546,0.000606559,7-nitroindazole
RRNA_PROCESSING,2.546145233,0.000404373,7-nitroindazole
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.52043116,0.000303279,7-nitroindazole
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,-2.648154459,0.006298674,7-nitroindazole
TRANSLATION,2.435095086,0.001940989,7-nitroindazole
SELENOAMINO_ACID_METABOLISM,2.324871997,0.004650285,7-nitroindazole
DNA_REPLICATION,2.014622899,0.037433351,7-nitroindazole
METABOLISM_OF_RNA,1.976851152,0.03942633,7-nitroindazole
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.944511126,0.042459125,7-nitroindazole
METABOLISM_OF_RNA,4.042996934,0,LY-294002
MITOTIC_SPINDLE_CHECKPOINT,2.983367774,0,LY-294002
RESOLUTION_OF_SISTER_CHROMATID_COHESION,3.212640819,0,LY-294002
RHO_GTPASES_ACTIVATE_FORMINS,3.255272978,0,LY-294002
MRNA_SPLICING,3.433624337,0,LY-294002
CELL_CYCLE_CHECKPOINTS,3.434833154,0,LY-294002
MITOTIC_PROMETAPHASE,3.521120957,0,LY-294002
S_PHASE,3.143395648,0,LY-294002
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,3.700233545,0,LY-294002
MITOTIC_METAPHASE_AND_ANAPHASE,3.757514248,0,LY-294002
NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,-2.709071031,0.018483895,menadione
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.593570923,0.025205311,menadione
DEVELOPMENTAL_CELL_LINEAGES,-2.458771386,0.037527907,menadione
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.138520446,0.215505408,menadione
SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,-1.906945168,0.536032944,menadione
GOLGI_TO_ER_RETROGRADE_TRANSPORT,-1.811443406,0.556477252,menadione
ECM_PROTEOGLYCANS,-1.721339554,0.561478306,menadione
SENSORY_PERCEPTION,1.793838679,1,menadione
MITOCHONDRIAL_PROTEIN_DEGRADATION,-1.658900907,0.557247414,menadione
METABOLISM_OF_VITAMINS_AND_COFACTORS,-1.547826312,0.621170883,menadione
GPCR_LIGAND_BINDING,2.37268212,0.009161295,estradiol
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.314459025,0.009772048,estradiol
RHO_GTPASE_CYCLE,-2.137402216,0.163309508,estradiol
MYD88_INDEPENDENT_TLR4_CASCADE,-2.031392222,0.185834958,estradiol
TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,-1.964253013,0.199444083,estradiol
INTERLEUKIN_17_SIGNALING,-1.949983621,0.165421269,estradiol
MITF_M_DEPENDENT_GENE_EXPRESSION,-1.915388434,0.168377734,estradiol
PEPTIDE_LIGAND_BINDING_RECEPTORS,1.90860973,0.128665301,estradiol
MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,-1.912570851,0.1421919,estradiol
SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,-1.899513983,0.130124694,estradiol
EUKARYOTIC_TRANSLATION_ELONGATION,2.264211712,0.027596475,isoniazid
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,2.243436286,0.017740591,isoniazid
G_ALPHA_Q_SIGNALLING_EVENTS,-2.147823857,0.104548185,isoniazid
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.094870557,0.044022948,isoniazid
NONSENSE_MEDIATED_DECAY_NMD,2.069046735,0.03991633,isoniazid
MUSCLE_CONTRACTION,-2.044475922,0.105583315,isoniazid
SELENOAMINO_ACID_METABOLISM,2.047435853,0.039620653,isoniazid
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.034889926,0.037780888,isoniazid
NEURONAL_SYSTEM,-1.943361632,0.129046274,isoniazid
EUKARYOTIC_TRANSLATION_INITIATION,1.983732758,0.053080975,isoniazid
DEVELOPMENTAL_CELL_LINEAGES,-2.592488279,0.011310143,methylene-blue
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.458858818,0.014394728,methylene-blue
NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,-2.45117836,0.010281948,methylene-blue
SIGNALING_BY_MET,-2.361856894,0.015165874,methylene-blue
INTEGRIN_CELL_SURFACE_INTERACTIONS,-2.247689676,0.028172539,methylene-blue
SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,-2.193429969,0.032902235,methylene-blue
MUSCLE_CONTRACTION,-2.152174331,0.035839934,methylene-blue
HEMOSTASIS,-2.147666715,0.031745516,methylene-blue
CELL_JUNCTION_ORGANIZATION,-2.113240543,0.036101063,methylene-blue
METABOLISM_OF_RNA,1.971599724,0.364645591,methylene-blue
DEVELOPMENTAL_CELL_LINEAGES,-2.637854394,0,mepacrine
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.637466048,0,mepacrine
SIGNALING_BY_MET,-2.526218706,0.001376012,mepacrine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.421830878,0.004128036,mepacrine
COLLAGEN_FORMATION,-2.343758885,0.007980869,mepacrine
COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,-2.322205798,0.008256071,mepacrine
SELENOAMINO_ACID_METABOLISM,-2.321677786,0.007076632,mepacrine
EUKARYOTIC_TRANSLATION_ELONGATION,-2.318914191,0.006364055,mepacrine
NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,-2.215518757,0.013913009,mepacrine
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,-2.179776451,0.01623694,mepacrine
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.167078157,0.118848008,sildenafil
SENSORY_PERCEPTION,2.039218694,0.143519842,sildenafil
SARS_COV_1_INFECTION,-2.000633126,0.229442683,sildenafil
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.006898855,0.090386964,sildenafil
DEVELOPMENTAL_CELL_LINEAGES,-1.974636889,0.187625791,sildenafil
SELENOAMINO_ACID_METABOLISM,-1.972828664,0.14237001,sildenafil
G_ALPHA_I_SIGNALLING_EVENTS,1.879234794,0.164284415,sildenafil
GPCR_LIGAND_BINDING,1.874333573,0.127183009,sildenafil
SARS_COV_2_HOST_INTERACTIONS,-1.660879736,0.790339255,sildenafil
SARS_COV_1_HOST_INTERACTIONS,-1.66074906,0.659166268,sildenafil
DEVELOPMENTAL_CELL_LINEAGES,-2.621311237,0.001097032,perhexiline
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.47806392,0.00274258,perhexiline
SIGNALING_BY_MET,-2.402847207,0.004388128,perhexiline
NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,-2.366172033,0.00548516,perhexiline
INTEGRIN_CELL_SURFACE_INTERACTIONS,-2.320528734,0.008556849,perhexiline
CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,-2.095254823,0.040224506,perhexiline
HEMOSTASIS,-2.01814473,0.059083008,perhexiline
EXTRACELLULAR_MATRIX_ORGANIZATION,-1.934267861,0.09023088,perhexiline
PTEN_REGULATION,1.881391445,0.681342081,perhexiline
SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,-1.861597659,0.125061645,perhexiline
RESPIRATORY_ELECTRON_TRANSPORT,3.831504257,0,lenalidomide
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,3.721478215,0,lenalidomide
TRANSLATION,3.4324928,0,lenalidomide
MITOCHONDRIAL_TRANSLATION,2.665562811,0.000386719,lenalidomide
EUKARYOTIC_TRANSLATION_INITIATION,2.462766129,0.004331249,lenalidomide
RRNA_PROCESSING,2.34343168,0.009281248,lenalidomide
MITOCHONDRIAL_PROTEIN_DEGRADATION,2.274790704,0.010607141,lenalidomide
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,1.924327441,0.087591778,lenalidomide
FATTY_ACID_METABOLISM,1.885610619,0.094531229,lenalidomide
BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,1.835141793,0.107507789,lenalidomide
CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,3.045699708,0,BRD-K31342827
METABOLISM_OF_RNA,2.851899721,0,BRD-K31342827
MITOTIC_METAPHASE_AND_ANAPHASE,2.716982828,0,BRD-K31342827
M_PHASE,2.645765638,0,BRD-K31342827
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,2.601809127,0,BRD-K31342827
MRNA_SPLICING,2.521414606,0,BRD-K31342827
CELL_CYCLE_MITOTIC,2.44530636,0,BRD-K31342827
CELL_CYCLE_CHECKPOINTS,2.43324371,0,BRD-K31342827
TRANSLATION,2.432777095,0,BRD-K31342827
ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,2.419911524,0,BRD-K31342827
CELL_CYCLE_MITOTIC,-2.890350672,0,TG-101348
CELL_CYCLE,-2.772554857,0,TG-101348
CELL_CYCLE_CHECKPOINTS,-2.530427249,0,TG-101348
S_PHASE,-2.383059357,0.001767602,TG-101348
MITOTIC_G2_G2_M_PHASES,-2.378006215,0.001649762,TG-101348
G2_M_CHECKPOINTS,-2.372628197,0.001374802,TG-101348
SYNTHESIS_OF_DNA,-2.372298233,0.001178402,TG-101348
CELLULAR_RESPONSE_TO_STARVATION,2.401459613,0.005341013,TG-101348
DNA_REPLICATION,-2.340096201,0.001178402,TG-101348
M_PHASE,-2.308093213,0.001702136,TG-101348
SARS_COV_1_INFECTION,-2.415258487,0.012071923,enalapril
GPCR_LIGAND_BINDING,2.176200146,0.013881063,enalapril
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.135077219,0.012839983,enalapril
ESTROGEN_DEPENDENT_GENE_EXPRESSION,-2.037578828,0.147277464,enalapril
PEPTIDE_LIGAND_BINDING_RECEPTORS,2.009462559,0.027993476,enalapril
SIGNALING_BY_GPCR,1.947650485,0.036090763,enalapril
TRANSCRIPTIONAL_REGULATION_BY_RUNX1,-1.734129108,0.560137239,enalapril
ESR_MEDIATED_SIGNALING,-1.712361107,0.478651757,enalapril
G_ALPHA_S_SIGNALLING_EVENTS,1.822384814,0.098694355,enalapril
TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,-1.685964048,0.439900883,enalapril
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,1.96109853,0.258985192,DR-2313
DNA_REPLICATION,-1.589725738,1,DR-2313
CELL_JUNCTION_ORGANIZATION,-1.539237732,1,DR-2313
SENSORY_PERCEPTION,1.792057375,0.595462016,DR-2313
DNA_REPLICATION_PRE_INITIATION,-1.527605149,1,DR-2313
FATTY_ACID_METABOLISM,-1.511624957,1,DR-2313
MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,-1.496698538,1,DR-2313
SYNTHESIS_OF_DNA,-1.456140897,1,DR-2313
CELL_CELL_COMMUNICATION,-1.435360062,1,DR-2313
ANTIGEN_PROCESSING_CROSS_PRESENTATION,-1.393814517,1,DR-2313
CELL_CYCLE,-4.226824056,0,doxorubicin
SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,-2.963057083,0,doxorubicin
DNA_DOUBLE_STRAND_BREAK_REPAIR,-2.991658868,0,doxorubicin
RHO_GTPASES_ACTIVATE_FORMINS,-3.068157898,0,doxorubicin
G2_M_DNA_DAMAGE_CHECKPOINT,-3.098284338,0,doxorubicin
G2_M_CHECKPOINTS,-3.427503552,0,doxorubicin
RESOLUTION_OF_SISTER_CHROMATID_COHESION,-3.585756122,0,doxorubicin
MITOTIC_SPINDLE_CHECKPOINT,-3.535292242,0,doxorubicin
MITOTIC_PROMETAPHASE,-3.662858645,0,doxorubicin
MITOTIC_METAPHASE_AND_ANAPHASE,-3.668105023,0,doxorubicin
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,2.296298048,0.005049594,valdecoxib
SELENOAMINO_ACID_METABOLISM,2.296494627,0.010099188,valdecoxib
HEMOSTASIS,-2.548387908,0.029242555,valdecoxib
EUKARYOTIC_TRANSLATION_ELONGATION,2.254545294,0.005290051,valdecoxib
CELLULAR_RESPONSE_TO_STARVATION,2.229114536,0.00418395,valdecoxib
RRNA_PROCESSING,2.23608738,0.005229937,valdecoxib
RESPIRATORY_ELECTRON_TRANSPORT,2.203429563,0.003812959,valdecoxib
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,2.210185197,0.004087767,valdecoxib
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,2.193629573,0.003787196,valdecoxib
TRANSCRIPTIONAL_REGULATION_BY_RUNX1,-2.384740367,0.043863832,valdecoxib
RESPIRATORY_ELECTRON_TRANSPORT,3.375357345,0,promethazine
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,3.040887605,0,promethazine
TRANSLATION,2.57820291,0.001803974,promethazine
RRNA_PROCESSING,2.512596249,0.002367715,promethazine
METABOLISM_OF_NUCLEOTIDES,1.866522168,0.088214312,promethazine
PHASE_II_CONJUGATION_OF_COMPOUNDS,1.724159705,0.163259616,promethazine
CELL_CYCLE_CHECKPOINTS,1.627833369,0.226334267,promethazine
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,-2.236824452,1,promethazine
BIOLOGICAL_OXIDATIONS,1.556410794,0.285817077,promethazine
MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,1.513412395,0.31825102,promethazine
