names,logfoldchanges,condition
CDC42BPA,0.404261172,ALOX5AP
SS18L2,-0.369302452,ALOX5AP
RBFOX2,0.363242656,ALOX5AP
ADGRG1,0.290511489,ALOX5AP
GOT1,0.535147488,ALOX5AP
MRPL20,-0.41005519,ALOX5AP
CACYBP,-0.392397404,ALOX5AP
DLG3,0.349044383,ALOX5AP
NCBP2,-0.7537992,ALOX5AP
CSF1,0.549505472,ALCAM
TRIM38,-0.646615028,ALCAM
EN1,0.446875066,ALCAM
PRTN3,0.239954591,ALCAM
HAVCR1,-0.849225819,ALCAM
SMCO4,-0.497297257,ALCAM
FOXG1,0.334706306,ALCAM
PTGFR,0.545737445,ALCAM
MMP28,0.564459503,ALCAM
ASB1,0.441392541,ALCAM
HPF1,-0.55305016,ALCAM
TRIM31,0.339424312,ALCAM
KCNH2,0.53840214,ALCAM
PLA2G10,0.365401894,ALCAM
NCAPD2,-0.290110558,ALCAM
TIAM1,-0.138459161,ALCAM
BRCA1,-0.939915836,ALCAM
PEX6,0.45054391,ALCAM
ABHD10,-0.334558368,ALCAM
ENTPD5,0.39577803,ALCAM
GAS1,0.285679281,TPO
PRC1,-0.528039694,TPO
CMAS,0.184950113,TPO
NUP155,-0.493210644,TPO
CLTC,-0.145374015,TPO
LTA4H,-0.432214051,TPO
IER3,0.492961705,TPO
DDIT4,1.162846446,TPO
ELOVL1,0.209770843,TPO
DNTTIP2,-0.184854493,TPO
IL23A,0.413372725,TPO
GTF3C4,-0.76730293,TPO
TTK,-0.317544848,TPO
SIRT2,0.263798505,TPO
TKTL1,-5.235271454,TPO
NDUFA9,0.258022308,TPO
CD63,0.576881766,TPO
MISP,0.223982066,TPO
CIAO2B,0.280932277,TPO
FZD7,-0.310107678,TPO
NUP133,-0.242299944,CHRNA2
GREM1,0.335032552,CHRNA2
SGCE,0.277707547,CHRNA2
VIM,0.154317066,CHRNA2
CARF,0.439038515,CHRNA2
CARMIL1,-0.791216791,CHRNA2
CLTC,-0.154169619,CHRNA2
TTK,-0.3534863,CHRNA2
SLC6A4,-0.823665977,CHRNA2
RBM14,-0.494184822,CHRNA2
PRKCH,-0.799622953,CHRNA2
JARID2,-0.248028487,CHRNA2
KDM5A,-0.275822848,CHRNA2
PPIB,0.32084769,CHRNA2
MAP7,-0.127197817,CHRNA2
BCLAF1,-0.436878502,CHRNA2
TKTL1,-28.95390129,CHRNA2
GTF3C4,-0.818984866,CHRNA2
USP7,-0.460182428,CHRNA2
PQBP1,0.358060867,CHRNA2
TBX6,0.511877298,ITGAM
POU3F4,0.442326427,ITGAM
NPHS1,0.282917678,ITGAM
HUNK,0.432493865,ITGAM
GRIP1,0.457814038,ITGAM
TOP3A,0.474791646,ITGAM
CEBPE,0.4528341,ITGAM
ZMYM3,0.339031428,ITGAM
RAP1GAP,0.159825534,ITGAM
GLI3,0.472159684,ITGAM
GLP1R,0.404370248,ITGAM
ALDOC,0.445610166,ITGAM
OR3A2,0.373111278,ITGAM
TEX13A,0.444262922,ITGAM
HTR6,0.488104612,ITGAM
RBPJL,0.435974002,ITGAM
TEDC2,0.416365713,ITGAM
HOXB3,0.428928822,ITGAM
SLC18A3,0.421375036,ITGAM
ASMT,0.426547706,ITGAM
ASAH1,-0.279242665,ASAH1
PIGP,-0.114601664,ASAH1
PPFIA1,0.138854861,ASAH1
ANAPC1,-0.070902973,ASAH1
DNMT1,0.074503005,ASAH1
BCAS3,-0.084466204,ASAH1
MGST3,-0.101587057,ASAH1
SLC25A12,-0.093601346,ASAH1
ASH2L,-0.10903202,ASAH1
SLC2A6,0.204948217,ASAH1
SCGB2A2,0.060107753,ASAH1
FKBP10,-0.136501878,ASAH1
POLR2G,-0.067016795,ASAH1
BIN3,-0.094179645,ASAH1
PARL,-0.090094835,ASAH1
IFT52,-0.078484461,ASAH1
FBXL4,-0.11971391,ASAH1
GPN1,-0.068749376,ASAH1
ATRAID,-0.077279516,ASAH1
SIRT5,-0.12214867,ASAH1
DEK,-0.403798401,CNIH3
DNAJC13,-0.336933106,CNIH3
HMOX1,0.246051222,CNIH3
AKT1,-0.184926689,CNIH3
ATP1B1,-0.19832544,CNIH3
MYH9,-0.296365321,CNIH3
TGIF2,0.217992708,CNIH3
TNFRSF21,-0.137247548,CNIH3
LBR,-0.146222219,CNIH3
PSMB10,0.254947752,CNIH3
CD46,-0.270147562,CNIH3
KLRC3,0.286359012,CNIH3
TGOLN2,-0.294459522,CNIH3
CD164,-0.135209009,CNIH3
MED27,0.191774249,CNIH3
RANBP2,-0.347408772,CNIH3
ETNPPL,0.40630579,CNIH3
CLIC4,-0.098372608,CNIH3
PUM2,-0.378326297,CNIH3
STAT1,-0.135093793,CNIH3
SLC7A1,-0.451345414,CR1
ZFAND5,-0.207537949,CR1
TPM1,-0.239492446,CR1
DNAJC10,-0.216171086,CR1
BTK,0.139691904,CR1
VLDLR,-0.266340971,CR1
DDX42,-0.215401605,CR1
WASF2,-0.349769503,CR1
BMP5,0.310226977,CR1
KDM3A,-0.204312339,CR1
TULP4,-0.333189696,CR1
FANCL,-0.199674591,CR1
ZNF423,0.370393753,CR1
HNRNPDL,-0.371430129,CR1
U2SURP,-0.26612851,CR1
MARF1,-0.560082912,CR1
MACF1,-0.305819422,CR1
HAS1,0.335879773,CR1
SPTLC1,-0.295538396,CR1
RANBP2,-0.363569498,CR1
LCT,0.446890086,PTPRJ
DNAJB12,0.269917399,PTPRJ
CYHR1,0.393088013,PTPRJ
RGS14,0.479218751,PTPRJ
SHBG,0.487817019,PTPRJ
CRYBA4,0.365324557,PTPRJ
SMR3A,0.36218223,PTPRJ
ATP6AP2,-0.266136169,PTPRJ
TNFSF8,0.538144469,PTPRJ
MEP1B,0.424652755,PTPRJ
NRG1,0.275577456,PTPRJ
MON1B,0.355107665,PTPRJ
ATF2,-0.256109178,PTPRJ
KRT31,0.42483446,PTPRJ
MMP1,-0.486571282,PTPRJ
PON2,-0.093889788,PTPRJ
SH3GL1,0.333944261,PTPRJ
ADAM11,0.4164491,PTPRJ
WNT5B,0.333741844,PTPRJ
AMH,0.531965375,PTPRJ
HNRNPK,-0.314018995,RARB
GTPBP8,-0.132454172,RARB
NIPSNAP2,-0.289034843,RARB
TOMM20,-0.142821237,RARB
PPP2R5A,-0.103850588,RARB
IER3,-0.36262542,RARB
SEC23A,-0.326790869,RARB
ETV4,-0.147745579,RARB
CNIH1,-0.24337317,RARB
JAM2,0.341838837,RARB
ATP1B1,-0.163329467,RARB
UBA3,-0.317109853,RARB
CDKN1B,-0.207050025,RARB
HNRNPH1,-0.199434102,RARB
SREK1,-0.216257304,RARB
BNIP2,-0.300367862,RARB
POT1,-0.240013033,RARB
PTCD3,-0.15068239,RARB
TRMT61B,-0.198326841,RARB
KRBOX4,-0.266849786,RARB
BMP5,0.349456668,DCSTAMP
RNF130,-0.251188099,DCSTAMP
DNAJC13,-0.347504556,DCSTAMP
CD164,-0.177242354,DCSTAMP
STAM,-0.21310544,DCSTAMP
XPOT,-0.45077163,DCSTAMP
SLC25A36,-0.273369402,DCSTAMP
ZNF518A,-0.262721181,DCSTAMP
CTSH,-0.203137323,DCSTAMP
SF1,-0.205380276,DCSTAMP
RNF185,0.409567803,DCSTAMP
CD46,-0.256733924,DCSTAMP
EIF2S2,-0.316141099,DCSTAMP
RRN3,-0.234811336,DCSTAMP
DYNLT3,-0.215838268,DCSTAMP
NEK7,-0.288247615,DCSTAMP
SLC12A4,0.325396389,DCSTAMP
PRRX2,0.416588306,DCSTAMP
ZCCHC8,-0.289332151,DCSTAMP
KIF5B,-0.27835387,DCSTAMP
WFS1,0.219014689,MDFIC
TLX1,0.393608689,MDFIC
ACAT2,0.244700581,MDFIC
HOXC13,0.521182895,MDFIC
ATP13A1,0.232208416,MDFIC
FGD1,0.353732109,MDFIC
PPP1R15A,-0.240366921,MDFIC
CCIN,0.325585455,MDFIC
HAAO,0.354604274,MDFIC
MYH15,0.366104752,MDFIC
RSL24D1,-0.349767506,MDFIC
CBX5,0.236214578,MDFIC
LAMC3,0.180848226,MDFIC
TAPT1,0.404854983,MDFIC
DSCAM,0.372504443,MDFIC
RAB3GAP2,-0.142915338,MDFIC
MIIP,0.313970983,MDFIC
HOXA3,0.341829538,MDFIC
VRTN,0.322642326,MDFIC
HEYL,0.255013198,MDFIC
ZFAND5,-0.243929043,DDX1
KDELR1,-0.251491189,DDX1
KDM3A,-0.295936912,DDX1
RTN4,-0.490401566,DDX1
MARF1,-0.728870928,DDX1
CDIPT,-0.285042495,DDX1
SPTLC1,-0.313536108,DDX1
MTA1,-0.228326961,DDX1
NUDT11,0.431589693,DDX1
DNAJC13,-0.331162423,DDX1
RTF1,-0.16135475,DDX1
BMP5,0.295119911,DDX1
ACTN1,-0.235602781,DDX1
KLRK1,0.333508551,DDX1
CEBPB,-0.230409607,DDX1
UBR4,-0.31889382,DDX1
TGOLN2,-0.302778751,DDX1
RREB1,-0.15434885,DDX1
COPB2,-0.133316755,DDX1
CEP170B,-0.305947661,DDX1
CCNA2,-0.427432209,CCNA2
CDC20,-0.064681523,CCNA2
LGMN,0.136849985,CCNA2
MRPL58,-0.174386695,CCNA2
LAMA3,0.114020288,CCNA2
MED28,-0.177988052,CCNA2
CDKN1A,0.123085544,CCNA2
GEMIN2,-0.254440993,CCNA2
NDC1,-0.177723348,CCNA2
LIG3,-0.159315333,CCNA2
RBMX,-0.160847723,CCNA2
SPA17,-0.203306645,CCNA2
SP110,0.209940583,CCNA2
PNP,0.105498888,CCNA2
PDCD2,-0.188593775,CCNA2
NPM3,-0.219244123,CCNA2
CDCA3,-0.178390935,CCNA2
SKA1,-0.271762788,CCNA2
PLXNB2,0.141338229,CCNA2
GPN1,-0.137511894,CCNA2
MRPL18,0.382835716,EIF2AK2
CHMP3,-0.291922241,EIF2AK2
PRR13,0.136445418,EIF2AK2
BTK,0.131104603,EIF2AK2
TMF1,-0.420051843,EIF2AK2
FHL2,-0.218291715,EIF2AK2
ZMIZ1,-0.338562846,EIF2AK2
ACAT2,0.236848801,EIF2AK2
TXNRD1,-0.203773558,EIF2AK2
ARFGEF2,-0.241073325,EIF2AK2
PRKDC,-0.280888885,EIF2AK2
KLHDC2,-0.157422483,EIF2AK2
NCOA3,-0.323203534,EIF2AK2
TGOLN2,-0.262150615,EIF2AK2
STUM,0.34397018,EIF2AK2
SRSF6,-0.165096983,EIF2AK2
NDUFA7,0.264559358,EIF2AK2
TUG1,-0.321108192,EIF2AK2
ASPSCR1,-0.235674262,EIF2AK2
NEMF,-0.201132029,EIF2AK2
DMWD,0.410274416,KIAA1109
TSHB,0.546154678,KIAA1109
SPTBN5,0.509437859,KIAA1109
THRB,0.482043862,KIAA1109
SYT13,0.491611272,KIAA1109
CROCC,0.523258746,KIAA1109
GCK,0.629266918,KIAA1109
ARHGAP22,0.515519917,KIAA1109
ACR,0.726446629,KIAA1109
FSHB,0.490213573,KIAA1109
FHL2,-0.271435261,KIAA1109
NTN1,0.492519498,KIAA1109
KCNE2,0.499888271,KIAA1109
ACTR10,-0.357295871,KIAA1109
GHRHR,0.464277446,KIAA1109
ZNF671,0.488336891,KIAA1109
BPY2,0.378291667,KIAA1109
GLRX3,-0.268149227,KIAA1109
CHRM2,0.390579522,KIAA1109
TNR,0.470058322,KIAA1109
PGS1,0.197456017,USP1
SRPRB,-0.180220604,USP1
RNF220,-0.20182772,USP1
DDIT4,-1.06438601,USP1
RER1,-0.199730411,USP1
CSRP2,0.197526485,USP1
TTC19,-0.139470205,USP1
KLC2,0.279736668,USP1
PRMT5,-0.094577394,USP1
FAM120C,0.300214022,USP1
MN1,0.218565464,USP1
CACNA1D,-0.177748159,USP1
EML3,0.213648364,USP1
LUC7L,0.211719364,USP1
RXRG,0.217636302,USP1
ABHD6,0.151100814,USP1
USP1,-0.209320873,USP1
RASL12,0.236748844,USP1
ABCA1,0.184104532,USP1
ATF6,-0.137329161,USP1
MYH9,-0.334563166,COL1A2
FNDC3B,-0.292697728,COL1A2
LSM12,0.373411238,COL1A2
CDC42BPB,-0.262928843,COL1A2
CTTN,0.404365003,COL1A2
MTA1,-0.234458521,COL1A2
CEBPB,-0.2339001,COL1A2
AKT1,-0.169247359,COL1A2
MTMR3,-0.271829516,COL1A2
MACF1,-0.27134949,COL1A2
EPHA2,-0.222251624,COL1A2
DDX3X,-0.329259515,COL1A2
TNFRSF21,-0.127557039,COL1A2
DNAJC13,-0.288541675,COL1A2
TNPO1,-0.242005736,COL1A2
GPC1,-0.254954904,COL1A2
DCAF8,-0.267750293,COL1A2
TRIB1,-0.225822672,COL1A2
ABCA2,-0.193364441,COL1A2
TTC13,-0.174414963,COL1A2
HECTD3,0.334316105,PTX3
BSN,0.524684846,PTX3
A1CF,0.361978024,PTX3
SCN2A,0.575032175,PTX3
PSMC6,-0.333543956,PTX3
SYNGR1,0.487183988,PTX3
SNAPC4,0.461637288,PTX3
MIS12,-0.238218084,PTX3
PIK3C2G,0.33393535,PTX3
CHD5,0.366017461,PTX3
AGFG2,0.382778287,PTX3
EIF2S2,-0.312390685,PTX3
SLC4A3,0.490665287,PTX3
PPM1A,-0.188789472,PTX3
MLPH,0.146153361,PTX3
PTPRG,-0.257200629,PTX3
BRCA1,0.510180354,PTX3
CUL7,0.388639569,PTX3
FAT2,0.604053199,PTX3
SNX27,0.361868769,PTX3
TAF7,-0.229038388,CALB1
PPP2R5A,-0.105486862,CALB1
TRAPPC11,-0.343401819,CALB1
TRMT61B,-0.254924685,CALB1
PTPRG,-0.273900568,CALB1
STK17A,-0.180651829,CALB1
ATP1B1,-0.18410717,CALB1
MAPK9,-0.322609812,CALB1
GPSM2,-0.289213777,CALB1
PRKAR1A,-0.364155322,CALB1
LDB2,-0.137222692,CALB1
GTPBP8,-0.12800929,CALB1
NIPSNAP2,-0.304789931,CALB1
MIS12,-0.227521673,CALB1
ANXA7,-0.153266519,CALB1
FST,0.212253571,CALB1
PTPN12,-0.291237056,CALB1
EIF1AX,-0.190337747,CALB1
ETV4,-0.150722101,CALB1
TMCO1,-0.15272522,CALB1
ZNF263,0.07796406,LSM6
FAM114A2,-0.287314355,LSM6
MYC,0.077637389,LSM6
BCAP31,0.108464547,LSM6
PEX11A,-0.157254696,LSM6
NAA60,0.108546585,LSM6
ZNF202,0.123719409,LSM6
GCC1,0.119844399,LSM6
DDX23,0.115873605,LSM6
TYRP1,-0.169044033,LSM6
LSM6,-0.250424147,LSM6
TAF12,-0.274977714,LSM6
MAU2,0.15519163,LSM6
ADAR,0.099024594,LSM6
ELF4,0.145330459,LSM6
FANCA,-0.224921718,LSM6
LRP5L,0.156873628,LSM6
EFHD2,0.113188922,LSM6
DPYSL2,-0.082946025,LSM6
TP53,0.116452299,LSM6
TASP1,-0.425536305,CD244
SPAG1,-0.316118598,CD244
CEMIP,-0.197137073,CD244
JAM2,0.40290159,CD244
SLC25A36,-0.263185024,CD244
MECOM,0.344615728,CD244
NIT2,-0.277006477,CD244
CCNB1IP1,-0.165153027,CD244
MIS12,-0.252154589,CD244
TIMM23,-0.228885606,CD244
EIF2AK2,-0.213981941,CD244
PTPRG,-0.271096796,CD244
GTPBP8,-0.14592132,CD244
SLAMF8,0.492145389,CD244
CCL19,0.250965923,CD244
CAP1,-0.252634197,CD244
UXS1,-0.123682089,CD244
PLCL2,0.302676409,CD244
BRPF1,0.314443737,CD244
ASCC1,-0.397223204,CD244
DUSP7,0.364949882,RAF1
NBL1,-0.549593985,RAF1
TLE2,-0.391330242,RAF1
CLDN16,0.32353425,RAF1
PHLPP2,0.262582004,RAF1
APOBEC3C,0.420661688,RAF1
PTBP1,-0.287848383,RAF1
NOP16,0.247019842,RAF1
DNASE1L3,0.189294413,RAF1
HMGB2,-0.323549896,RAF1
RAD21,-0.298047483,RAF1
HMGB1,-0.239091113,RAF1
YY1AP1,0.212910444,RAF1
AEN,0.224980906,RAF1
HSPBAP1,-0.210220695,RAF1
NRTN,-0.314181983,RAF1
CEMIP,-0.241451383,RAF1
EIF2S2,-0.31538409,RAF1
LBR,-0.153712496,RAF1
TBCCD1,-0.291606367,RAF1
EGF,-0.350596905,SLC30A4
SIM1,-0.715040445,SLC30A4
FNTA,-0.279804379,SLC30A4
SCRN1,-1.32030797,SLC30A4
RASGRP2,-0.289369792,SLC30A4
YIPF6,-0.66881907,SLC30A4
ZNF587,-0.268225402,SLC30A4
ADAM9,-0.55195868,SLC30A4
GSG1,-0.55624187,SLC30A4
DCLK2,-0.894671142,SLC30A4
CRP,-0.627287567,SLC30A4
IL37,-0.643105745,SLC30A4
CALCR,-0.45576939,SLC30A4
NOX4,-0.396246552,SLC30A4
RPS18,-0.436174363,SLC30A4
NFKBIE,-0.524599791,SLC30A4
ADGRA2,-0.40135476,SLC30A4
ATG12,-0.565132082,SLC30A4
RPS4X,-0.34767732,SLC30A4
TOM1L1,-0.23856242,SLC30A4
NABP1,-0.666782558,TNFSF8
RPL27,-0.353102297,TNFSF8
RPS18,-0.498269796,TNFSF8
DMC1,-0.645961583,TNFSF8
RPL30,-0.447922349,TNFSF8
HOXA2,-0.537345052,TNFSF8
RPL37,-0.485997736,TNFSF8
RPS10,-0.421330422,TNFSF8
VIPAS39,-0.374320358,TNFSF8
PLSCR1,-0.352947503,TNFSF8
DCC,-0.540712833,TNFSF8
TRPM1,-0.674886525,TNFSF8
ELOVL6,-0.209572494,TNFSF8
RPS4X,-0.357694775,TNFSF8
RPS23,-0.411092192,TNFSF8
CDX4,-0.580292881,TNFSF8
RPL7A,-0.426980048,TNFSF8
IFNA6,-0.659328699,TNFSF8
PMAIP1,-0.482565492,TNFSF8
RPS29,-0.479882479,TNFSF8
RAP2B,-0.280971825,CDC25A
GADD45B,-0.18183893,CDC25A
RPS4Y1,0.274353266,CDC25A
RAP1A,-0.182836875,CDC25A
MID1,-0.25683251,CDC25A
DHPS,0.173975557,CDC25A
