Term,NES,FDR q-val,Perturbation
CELLULAR_RESPONSES_TO_STIMULI,3.510692712,0,progesterone
SARS_COV_1_INFECTION,3.650893399,0,progesterone
NERVOUS_SYSTEM_DEVELOPMENT,3.681043489,0,progesterone
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,3.699355844,0,progesterone
DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,2.3497458,0.043495782,resveratrol
COLLAGEN_FORMATION,2.313667873,0.035180412,resveratrol
SIGNALING_BY_MET,2.248824534,0.044775069,resveratrol
DEVELOPMENTAL_CELL_LINEAGES,2.243990853,0.035500233,resveratrol
NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,2.213343516,0.034796625,resveratrol
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,2.113119878,0.065030458,resveratrol
BIOLOGICAL_OXIDATIONS,-2.125095719,0.120527503,resveratrol
SIGNALING_BY_HEDGEHOG,2.099562209,0.061954075,resveratrol
ORGANELLE_BIOGENESIS_AND_MAINTENANCE,2.035547474,0.083313611,resveratrol
GPCR_LIGAND_BINDING,1.975460696,0.111298029,resveratrol
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-2.702649518,0,fluorouracil
RRNA_PROCESSING,-2.507660369,0.003513643,fluorouracil
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.268409217,0.014906364,fluorouracil
TRANSCRIPTIONAL_REGULATION_BY_TP53,2.143030578,0.097697804,fluorouracil
SIGNALING_BY_ALK_IN_CANCER,2.117047762,0.06513187,fluorouracil
RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY,2.040110715,0.090862979,fluorouracil
BIOLOGICAL_OXIDATIONS,-2.040818327,0.060370775,fluorouracil
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.035089498,0.049191002,fluorouracil
TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,-1.985305398,0.055153548,fluorouracil
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,-1.942174827,0.05996009,fluorouracil
MITOTIC_METAPHASE_AND_ANAPHASE,2.878147729,0,batimastat
M_PHASE,2.836578253,0,batimastat
CELL_CYCLE_CHECKPOINTS,2.692107824,0.00097792,batimastat
CELL_CYCLE_MITOTIC,2.687392152,0.00073344,batimastat
CELL_CYCLE,2.682002635,0.000586752,batimastat
SEPARATION_OF_SISTER_CHROMATIDS,2.675516425,0.00048896,batimastat
RHO_GTPASES_ACTIVATE_FORMINS,2.645691019,0.000419109,batimastat
RESOLUTION_OF_SISTER_CHROMATID_COHESION,2.564544926,0.00036672,batimastat
MITOTIC_PROMETAPHASE,2.542634746,0.000325973,batimastat
MITOTIC_SPINDLE_CHECKPOINT,2.413957288,0.000880128,batimastat
MUSCLE_CONTRACTION,3.221819468,0,carbamazepine
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2.939145909,0.000326838,carbamazepine
CARDIAC_CONDUCTION,2.751393771,0.000217892,carbamazepine
FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,-2.249415208,0.035828885,carbamazepine
EUKARYOTIC_TRANSLATION_INITIATION,2.367173842,0.007680691,carbamazepine
DNA_DOUBLE_STRAND_BREAK_REPAIR,-2.087835726,0.096506836,carbamazepine
TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,-2.068312703,0.076280852,carbamazepine
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,2.182242681,0.027192913,carbamazepine
RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS,-2.053283752,0.064723147,carbamazepine
DNA_REPAIR,-2.004242248,0.082984321,carbamazepine
SEPARATION_OF_SISTER_CHROMATIDS,2.989987773,0,BRD-K76188144
MITOTIC_SPINDLE_CHECKPOINT,2.961480585,0,BRD-K76188144
M_PHASE,2.939914802,0,BRD-K76188144
CELL_CYCLE_CHECKPOINTS,2.895097629,0,BRD-K76188144
MITOTIC_METAPHASE_AND_ANAPHASE,2.831144341,0,BRD-K76188144
MITOTIC_PROMETAPHASE,2.741854663,0.000379111,BRD-K76188144
CELL_CYCLE_MITOTIC,2.696113354,0.000324952,BRD-K76188144
RHO_GTPASES_ACTIVATE_FORMINS,2.636252112,0.001137333,BRD-K76188144
RESOLUTION_OF_SISTER_CHROMATID_COHESION,2.572944542,0.001263703,BRD-K76188144
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.50393277,0.001592266,BRD-K76188144
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,4.534411092,0,gossypol
CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2.709881178,0,gossypol
UNFOLDED_PROTEIN_RESPONSE_UPR,2.743580412,0,gossypol
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.854026364,0,gossypol
SIGNALING_BY_ROBO_RECEPTORS,2.938161491,0,gossypol
RESPIRATORY_ELECTRON_TRANSPORT,2.994626148,0,gossypol
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,3.013893486,0,gossypol
CELLULAR_RESPONSES_TO_STIMULI,3.136426288,0,gossypol
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,3.440113697,0,gossypol
SIGNALING_BY_GPCR,-2.578761316,0,gossypol
METABOLISM_OF_RNA,3.126676695,0,enzalutamide
TCR_SIGNALING,2.852259519,0,enzalutamide
RRNA_PROCESSING,2.732841721,0.00055941,enzalutamide
ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,2.678311963,0.000419558,enzalutamide
DOWNSTREAM_TCR_SIGNALING,2.610775784,0.000671292,enzalutamide
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.608082959,0.00055941,enzalutamide
RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,2.567839125,0.000479495,enzalutamide
EUKARYOTIC_TRANSLATION_INITIATION,2.557650415,0.000419558,enzalutamide
DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,2.520796176,0.00037294,enzalutamide
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2.465446201,0.000503469,enzalutamide
MITOTIC_METAPHASE_AND_ANAPHASE,-3.13512895,0,enzastaurin
SEPARATION_OF_SISTER_CHROMATIDS,-2.897235276,0.001320471,enzastaurin
RESOLUTION_OF_SISTER_CHROMATID_COHESION,-2.686160079,0.000880314,enzastaurin
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,-2.561613302,0.001980707,enzastaurin
M_PHASE,-2.520028994,0.002640943,enzastaurin
RESPIRATORY_ELECTRON_TRANSPORT,-2.399286725,0.004841729,enzastaurin
MITOTIC_PROMETAPHASE,-2.363584386,0.005659163,enzastaurin
REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,-2.362511236,0.004951768,enzastaurin
CELL_CYCLE_MITOTIC,-2.217136278,0.012617839,enzastaurin
CELLULAR_RESPONSES_TO_STIMULI,-2.173944134,0.014261092,enzastaurin
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,3.384884602,0,AZD-7545
EUKARYOTIC_TRANSLATION_ELONGATION,3.228861908,0,AZD-7545
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,3.004693308,0,AZD-7545
INFLUENZA_INFECTION,2.911965181,0,AZD-7545
EUKARYOTIC_TRANSLATION_INITIATION,2.842338962,0,AZD-7545
NONSENSE_MEDIATED_DECAY_NMD,2.751825152,0.000381682,AZD-7545
TRANSLATION,2.739594269,0.000327156,AZD-7545
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.733302932,0.000286262,AZD-7545
CELLULAR_RESPONSE_TO_STARVATION,2.616009611,0.000254455,AZD-7545
SELENOAMINO_ACID_METABOLISM,2.614442345,0.000229009,AZD-7545
GPCR_LIGAND_BINDING,2.925619886,0,glutamine
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.862846751,0,glutamine
SIGNALING_BY_GPCR,2.571211131,0.000171828,glutamine
G_ALPHA_I_SIGNALLING_EVENTS,2.392800017,0.000902098,glutamine
REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,-2.280126643,0.026808879,glutamine
NEUTROPHIL_DEGRANULATION,-2.15423997,0.060319977,glutamine
METABOLISM_OF_NUCLEOTIDES,-2.130893243,0.052128375,glutamine
PEPTIDE_LIGAND_BINDING_RECEPTORS,2.229122104,0.008350852,glutamine
REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,-1.860373101,0.273673969,glutamine
PROTEASOME_ASSEMBLY,-1.855435893,0.220726434,glutamine
G_ALPHA_I_SIGNALLING_EVENTS,2.929992054,0,vorinostat
SIGNALING_BY_GPCR,2.903848362,0,vorinostat
METABOLISM_OF_RNA,-2.743532978,0,vorinostat
CELL_CYCLE,-2.612814191,0,vorinostat
M_PHASE,-2.584543312,0,vorinostat
CELL_CYCLE_MITOTIC,-2.501133907,0,vorinostat
CHROMATIN_ORGANIZATION,-2.501060398,0,vorinostat
DNA_DOUBLE_STRAND_BREAK_REPAIR,-2.447539842,0.000320806,vorinostat
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,-2.443341753,0.000274977,vorinostat
SIGNALING_BY_INSULIN_RECEPTOR,2.534250623,0.0021586,vorinostat
METABOLISM_OF_RNA,2.461744592,0.006926846,BRD-K31342827
GPCR_LIGAND_BINDING,-1.990037135,0.063105939,BRD-K31342827
MRNA_SPLICING,1.88181272,0.148927184,BRD-K31342827
ASPARAGINE_N_LINKED_GLYCOSYLATION,1.860742954,0.110829532,BRD-K31342827
METABOLISM_OF_STEROIDS,1.825992162,0.101305119,BRD-K31342827
PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,1.809259396,0.088663626,BRD-K31342827
TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,1.755333934,0.095244129,BRD-K31342827
ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,1.639713169,0.151895832,BRD-K31342827
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-1.884238979,0.127076342,BRD-K31342827
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.611043015,0.151957679,BRD-K31342827
NEURONAL_SYSTEM,-2.405956405,0,AR-C133057XX
AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,2.704411429,0.00206012,AR-C133057XX
TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,-2.268051508,0.004992299,AR-C133057XX
RESPIRATORY_ELECTRON_TRANSPORT,2.228535404,0.037082161,AR-C133057XX
M_PHASE,2.11624478,0.054936535,AR-C133057XX
MITOTIC_SPINDLE_CHECKPOINT,2.100738974,0.046867731,AR-C133057XX
CELL_CYCLE_CHECKPOINTS,2.059457559,0.046970737,AR-C133057XX
PEPTIDE_HORMONE_METABOLISM,-2.059229984,0.036610191,AR-C133057XX
MITOCHONDRIAL_PROTEIN_DEGRADATION,2.002700697,0.052189708,AR-C133057XX
RHO_GTPASES_ACTIVATE_FORMINS,1.980468699,0.052091607,AR-C133057XX
EUKARYOTIC_TRANSLATION_ELONGATION,3.986009742,0,phenacetin
SARS_COV_2_HOST_INTERACTIONS,2.480095993,0,phenacetin
METABOLISM_OF_RNA,2.537692483,0,phenacetin
VIRAL_INFECTION_PATHWAYS,2.561752518,0,phenacetin
CELLULAR_RESPONSES_TO_STIMULI,2.597285671,0,phenacetin
NERVOUS_SYSTEM_DEVELOPMENT,2.836930423,0,phenacetin
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.953437866,0,phenacetin
PEPTIDE_LIGAND_BINDING_RECEPTORS,-3.134015909,0,phenacetin
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,3.294187672,0,phenacetin
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,3.303275634,0,phenacetin
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.467600944,0.014600131,PX-12
ECM_PROTEOGLYCANS,-1.957447776,0.239312589,PX-12
MITF_M_DEPENDENT_GENE_EXPRESSION,1.855693459,0.279227501,PX-12
EXTRACELLULAR_MATRIX_ORGANIZATION,-1.934225938,0.149776672,PX-12
SIGNALING_BY_ALK_IN_CANCER,1.817861197,0.232385414,PX-12
MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,1.79539081,0.200751798,PX-12
GPCR_LIGAND_BINDING,-1.9075479,0.128183525,PX-12
SIGNALING_BY_PDGF,-1.892473285,0.108722185,PX-12
REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION,1.758326363,0.192721726,PX-12
SIGNALING_BY_GPCR,-1.839687705,0.135995568,PX-12
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,3.529708975,0,ASN-05257430
SARS_COV_1_HOST_INTERACTIONS,2.641475279,0,ASN-05257430
VIRAL_INFECTION_PATHWAYS,2.693186621,0,ASN-05257430
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,2.791572572,0,ASN-05257430
TRANSLATION,2.879155201,0,ASN-05257430
SIGNALING_BY_ROBO_RECEPTORS,2.985621166,0,ASN-05257430
INFLUENZA_INFECTION,3.092056875,0,ASN-05257430
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.518620531,0,ASN-05257430
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,3.10082179,0,ASN-05257430
CELLULAR_RESPONSE_TO_STARVATION,3.223202863,0,ASN-05257430
G_ALPHA_Q_SIGNALLING_EVENTS,-2.554052361,0.00098119,MLN-8054
DEVELOPMENTAL_CELL_LINEAGES,-2.20764267,0.015699038,MLN-8054
GPCR_LIGAND_BINDING,-2.159630871,0.015044911,MLN-8054
SIGNALING_BY_GPCR,-2.15067463,0.012264873,MLN-8054
FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,2.063713688,0.219010985,MLN-8054
RAB_REGULATION_OF_TRAFFICKING,1.887516999,0.44828811,MLN-8054
CELL_CYCLE,1.818662838,0.482736713,MLN-8054
M_PHASE,1.804902958,0.395246387,MLN-8054
ORGANELLE_BIOGENESIS_AND_MAINTENANCE,1.788852729,0.350143813,MLN-8054
REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,1.783019325,0.303421469,MLN-8054
CELLULAR_RESPONSE_TO_STARVATION,3.565554438,0,carbimazole
RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,3.413340877,0,carbimazole
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,3.235638154,0,carbimazole
EUKARYOTIC_TRANSLATION_ELONGATION,3.217665015,0,carbimazole
INFLUENZA_INFECTION,3.128279662,0,carbimazole
RESPIRATORY_ELECTRON_TRANSPORT,3.122908287,0,carbimazole
SELENOAMINO_ACID_METABOLISM,3.040362031,0,carbimazole
NONSENSE_MEDIATED_DECAY_NMD,3.025173242,0,carbimazole
EUKARYOTIC_TRANSLATION_INITIATION,2.866276041,0,carbimazole
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,2.756320411,0,carbimazole
EUKARYOTIC_TRANSLATION_ELONGATION,3.611474803,0,gefitinib
SARS_COV_2_HOST_INTERACTIONS,2.544963865,0,gefitinib
NERVOUS_SYSTEM_DEVELOPMENT,2.660033436,0,gefitinib
SARS_COV_1_INFECTION,2.790544791,0,gefitinib
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,2.937844252,0,gefitinib
TRANSLATION,2.966083956,0,gefitinib
SARS_COV_1_HOST_INTERACTIONS,3.075672795,0,gefitinib
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,3.298683388,0,gefitinib
SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,3.323306661,0,gefitinib
CELLULAR_RESPONSE_TO_STARVATION,3.344157958,0,gefitinib
MITOTIC_PROMETAPHASE,-2.205349792,0.020231038,cabozantinib
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,1.963012078,0.150269589,cabozantinib
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,1.905228837,0.104281913,cabozantinib
KINESINS,-2.03326542,0.094893203,cabozantinib
FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,-2.031781799,0.063262136,cabozantinib
CELL_CYCLE_MITOTIC,-2.022172691,0.052504361,cabozantinib
MITOTIC_SPINDLE_CHECKPOINT,-2.008874138,0.046820403,cabozantinib
COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,-2.008430086,0.03933813,cabozantinib
PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1.809458774,0.115293047,cabozantinib
GLYCOSAMINOGLYCAN_METABOLISM,1.787832875,0.096833205,cabozantinib
EUKARYOTIC_TRANSLATION_ELONGATION,-3.506596126,0,trifluoperazine
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,-3.007902232,0,trifluoperazine
INFLUENZA_INFECTION,-3.077537763,0,trifluoperazine
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-3.115572822,0,trifluoperazine
TRANSLATION,-3.125577459,0,trifluoperazine
RRNA_PROCESSING,-3.138648829,0,trifluoperazine
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,-3.143945596,0,trifluoperazine
SARS_COV_1_HOST_INTERACTIONS,-3.148510419,0,trifluoperazine
SARS_COV_1_INFECTION,-2.835557112,0,trifluoperazine
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,-3.185748152,0,trifluoperazine
GPCR_LIGAND_BINDING,-2.357871712,0.005750667,lonidamine
NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,2.423134314,0.016754046,lonidamine
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.231896852,0.013555145,lonidamine
PEROXISOMAL_PROTEIN_IMPORT,2.116952752,0.066318099,lonidamine
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,-2.076740692,0.045183816,lonidamine
SIGNALING_BY_NTRKS,2.056530149,0.075858597,lonidamine
TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,2.046763353,0.062827673,lonidamine
SIGNALING_BY_ALK_IN_CANCER,1.925149398,0.111414406,lonidamine
GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,-1.965437142,0.08790306,lonidamine
REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,1.885368094,0.115184067,lonidamine
EUKARYOTIC_TRANSLATION_ELONGATION,3.720724349,0,sildenafil
TRANSLATION,2.777514352,0,sildenafil
EXTRACELLULAR_MATRIX_ORGANIZATION,-2.809316922,0,sildenafil
ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,2.810328939,0,sildenafil
SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,2.901592837,0,sildenafil
SARS_COV_1_HOST_INTERACTIONS,2.976381576,0,sildenafil
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,3.210226864,0,sildenafil
RRNA_PROCESSING,3.33844446,0,sildenafil
SIGNALING_BY_ROBO_RECEPTORS,3.374609285,0,sildenafil
SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,2.935907085,0,sildenafil
DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,2.310771611,0.017365729,ruxolitinib
EUKARYOTIC_TRANSLATION_INITIATION,2.144937179,0.039941176,ruxolitinib
KERATINIZATION,2.082378931,0.043607274,ruxolitinib
RRNA_PROCESSING,2.047692473,0.042256606,ruxolitinib
EXTRACELLULAR_MATRIX_ORGANIZATION,2.035150257,0.037509974,ruxolitinib
FORMATION_OF_THE_CORNIFIED_ENVELOPE,2.028210413,0.032801932,ruxolitinib
BIOLOGICAL_OXIDATIONS,-2.037757835,0.195306807,ruxolitinib
SIGNALING_BY_PTK6,1.958350057,0.047135549,ruxolitinib
HEMOSTASIS,-1.946040519,0.22553286,ruxolitinib
PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,-1.91389348,0.194996796,ruxolitinib
GPCR_LIGAND_BINDING,2.853187277,0,BRD-K59058747
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2.784702278,0,BRD-K59058747
PEPTIDE_LIGAND_BINDING_RECEPTORS,2.768671022,0,BRD-K59058747
SIGNALING_BY_GPCR,2.435204077,0.000227114,BRD-K59058747
HCMV_EARLY_EVENTS,-2.340498257,0.16930639,BRD-K59058747
METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,-2.273981442,0.118917583,BRD-K59058747
NEUTROPHIL_DEGRANULATION,-2.241915939,0.085996896,BRD-K59058747
HCMV_INFECTION,-2.132090761,0.130003121,BRD-K59058747
HIV_INFECTION,-1.956857271,0.332163013,BRD-K59058747
SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,-1.882707012,0.485748095,BRD-K59058747
EUKARYOTIC_TRANSLATION_INITIATION,4.810874471,0,TG-101348
DNA_STRAND_ELONGATION,-2.446834164,0,TG-101348
G2_M_CHECKPOINTS,-2.525832818,0,TG-101348
DNA_REPAIR,-2.543997965,0,TG-101348
CELL_CYCLE_MITOTIC,-2.582268804,0,TG-101348
CELL_CYCLE,-2.6148787,0,TG-101348
HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,-2.641144213,0,TG-101348
SARS_COV_INFECTIONS,2.73502037,0,TG-101348
SARS_COV_2_INFECTION,2.790894716,0,TG-101348
HOMOLOGY_DIRECTED_REPAIR,-2.807576235,0,TG-101348
SIGNALING_BY_ALK_IN_CANCER,2.10632836,0.151814396,tosedostat
REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,1.821042516,0.464069007,tosedostat
EPH_EPHRIN_SIGNALING,-1.861161117,0.951008646,tosedostat
OPIOID_SIGNALLING,-1.816248492,0.654922376,tosedostat
BIOLOGICAL_OXIDATIONS,-1.640654863,1,tosedostat
SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,-1.611204845,1,tosedostat
ISG15_ANTIVIRAL_MECHANISM,1.466057138,1,tosedostat
CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,1.443620006,1,tosedostat
MITOCHONDRIAL_BIOGENESIS,1.415794126,1,tosedostat
ADAPTIVE_IMMUNE_SYSTEM,1.409070201,1,tosedostat
SEMAPHORIN_INTERACTIONS,-2.238228217,0.018661538,capsaicin
CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,-2.069438145,0.074097284,capsaicin
DEVELOPMENTAL_CELL_LINEAGES,1.961668099,0.215655645,capsaicin
S_PHASE,-1.98826282,0.115262441,capsaicin
REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,-1.945604072,0.124867645,capsaicin
HOST_INTERACTIONS_OF_HIV_FACTORS,-1.909134914,0.141169047,capsaicin
RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,1.82361783,0.218389308,capsaicin
AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,-1.90294438,0.123861385,capsaicin
PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,1.816010813,0.149845237,capsaicin
RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,-1.893069353,0.118085195,capsaicin
TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,2.601306114,0.003385774,dacarbazine
TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,2.552825145,0.001692887,dacarbazine
MYD88_INDEPENDENT_TLR4_CASCADE,2.432371141,0.001692887,dacarbazine
GASTRULATION,-2.309900521,0.002603775,dacarbazine
TOLL_LIKE_RECEPTOR_CASCADES,2.200144134,0.013543096,dacarbazine
GPCR_LIGAND_BINDING,-2.157787528,0.014320765,dacarbazine
CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,-2.145171353,0.010993719,dacarbazine
IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2.171573065,0.012865941,dacarbazine
REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,2.146903802,0.013825243,dacarbazine
SIGNALING_BY_NOTCH,-2.048395811,0.025603792,dacarbazine
REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,-1.99180655,0.256312982,tamoxifen
