,names,pvals,logfoldchanges,condition,cellline
11193865,ITGB1BP1,1.460657963577861e-23,0.0951766148209571,sodium-butyrate,HT29
11193866,RPL30,1.4931145768257796e-23,0.3808973431587219,sodium-butyrate,HT29
11193867,KHDRBS1,1.5473863961178466e-23,0.4426417052745819,sodium-butyrate,HT29
11195848,CENPC,5.4993526170127085e-27,-0.2885323464870453,tamoxifen,HT29
11195849,RIOK2,3.026291129599894e-25,-0.442476749420166,tamoxifen,HT29
11195850,CXADR,3.6647525019988837e-25,-0.1438421607017517,tamoxifen,HT29
11195851,R3HDM1,5.7079358163173545e-25,-0.3893073797225952,tamoxifen,HT29
11195852,CCP110,1.2320802074468792e-24,-0.5740554928779602,tamoxifen,HT29
11195853,CEP104,1.3959869794885122e-24,-0.3357134163379669,tamoxifen,HT29
11195854,TDG,4.4722790618193184e-24,-0.2336612194776535,tamoxifen,HT29
11195855,NEK2,4.8774572693259765e-24,-0.2631445229053497,tamoxifen,HT29
11195856,GNL2,8.962239271739565e-24,-0.2243679016828537,tamoxifen,HT29
11195857,EDRF1,1.1796382064789114e-23,-0.2693957388401031,tamoxifen,HT29
11195858,ERCC5,3.5380024942049375e-23,-0.3642244040966034,tamoxifen,HT29
11195859,ENO3,3.549593506946287e-23,0.2798429727554321,tamoxifen,HT29
11195860,CLCC1,4.2623847322781203e-23,-0.3604080379009247,tamoxifen,HT29
11195861,SQOR,1.140693290790242e-22,-0.4593385756015777,tamoxifen,HT29
11195862,GTF3C4,1.2772638753481741e-22,-0.545174777507782,tamoxifen,HT29
11195863,ZNF350,1.358056253269686e-22,-0.456493616104126,tamoxifen,HT29
11195864,LARP7,1.8443997328333813e-22,-0.4283979833126068,tamoxifen,HT29
11195865,RPP38,2.131478102985144e-22,-0.188585951924324,tamoxifen,HT29
11195866,MINDY3,3.0720196569990523e-22,-0.3315010964870453,tamoxifen,HT29
11195867,SRSF11,3.1516753751297854e-22,-0.2293231934309005,tamoxifen,HT29
11197848,CLMN,1.1262741370508726e-06,-0.503494381904602,BRD-K76188144,HT29
11197849,ATG4A,1.9674847644602337e-06,-0.7238968014717102,BRD-K76188144,HT29
11197850,UTRN,2.1546309922248808e-06,-0.528659462928772,BRD-K76188144,HT29
11197851,MTM1,2.581495634681912e-06,-0.7140292525291443,BRD-K76188144,HT29
11197852,CCR8,2.5960637546384604e-06,-0.9507719278335572,BRD-K76188144,HT29
11197853,CD160,3.158681542638047e-06,-0.6620849967002869,BRD-K76188144,HT29
11197854,SPACA9,3.358460538834397e-06,-0.5271667242050171,BRD-K76188144,HT29
11197855,ABCC6,3.5703257399460725e-06,-0.6876934170722961,BRD-K76188144,HT29
11197856,COL4A5,3.901506710268427e-06,-0.4732710421085357,BRD-K76188144,HT29
11197857,SMCP,4.333079885001337e-06,-0.6049801111221313,BRD-K76188144,HT29
11197858,MYO5A,5.108987425804085e-06,-0.6272580623626709,BRD-K76188144,HT29
11197859,COL4A6,5.337376343074309e-06,-0.3290989696979522,BRD-K76188144,HT29
11197860,CIR1,5.887528496437934e-06,-0.5161808133125305,BRD-K76188144,HT29
11197861,MVB12B,6.778889024243406e-06,-0.4599210023880005,BRD-K76188144,HT29
11197862,LYST,6.778889024243406e-06,-0.6167426109313965,BRD-K76188144,HT29
11197863,LZTS1,6.815628506093381e-06,-0.4636527299880981,BRD-K76188144,HT29
11197864,CCDC186,6.964500050255771e-06,-0.4913125038146972,BRD-K76188144,HT29
11197865,SNCA,7.002201062994343e-06,-0.4965278804302215,BRD-K76188144,HT29
11197866,KIF1B,7.271626560743736e-06,-0.449362576007843,BRD-K76188144,HT29
11197867,GAS7,7.35040828275406e-06,-0.5356106162071228,BRD-K76188144,HT29
11199848,CD177,1.693424318451172e-08,-0.4525074660778045,7-nitroindazole,HT29
11199849,COL4A5,5.2326948628698994e-08,-0.4846642315387726,7-nitroindazole,HT29
11199850,IER3,5.579866729311105e-08,0.1788914948701858,7-nitroindazole,HT29
11199851,NOP14,5.854790243846848e-08,0.4410862922668457,7-nitroindazole,HT29
11199852,GNG7,5.94931455568028e-08,-0.801860511302948,7-nitroindazole,HT29
11199853,CPEB1,7.28235651061361e-08,-0.7731451988220215,7-nitroindazole,HT29
11199854,ZNF280A,7.597777139844992e-08,-0.7074850797653198,7-nitroindazole,HT29
11199855,POMC,7.638123035591427e-08,-0.4067191183567047,7-nitroindazole,HT29
11199856,ATG4A,7.73989765761049e-08,-0.6411323547363281,7-nitroindazole,HT29
11199857,TTC3,8.671093476838407e-08,-0.3946897387504577,7-nitroindazole,HT29
11199858,EIF2S1,1.0869734671734729e-07,0.3453498780727386,7-nitroindazole,HT29
11199859,LYST,1.092679876772479e-07,-0.6021960973739624,7-nitroindazole,HT29
11199860,NFE2L2,1.16345888997731e-07,-0.4465098083019256,7-nitroindazole,HT29
11199861,SDC4,1.2258121593103486e-07,0.3783498108386993,7-nitroindazole,HT29
11199862,GTF3A,1.5013490873804477e-07,0.2100032866001129,7-nitroindazole,HT29
11199863,UTRN,1.548735529018363e-07,-0.4895755052566528,7-nitroindazole,HT29
11199864,MRPL11,1.564850019980932e-07,0.2850334942340851,7-nitroindazole,HT29
11199865,CPT1A,1.589326159061647e-07,0.3078494369983673,7-nitroindazole,HT29
11199866,COPB2,1.690985071278761e-07,-0.2202025651931762,7-nitroindazole,HT29
11199867,NDUFS8,1.7085283776575565e-07,0.2756785750389099,7-nitroindazole,HT29
11201848,GH1,9.907687674253088e-07,-0.646277666091919,promethazine,HT29
11201849,POMC,1.3478323275976263e-06,-0.4938715696334839,promethazine,HT29
11201850,ATG4A,1.6295769132078532e-06,-0.7653583884239197,promethazine,HT29
11201851,ZNF280A,1.923197469980932e-06,-0.8280173540115356,promethazine,HT29
11201852,GH2,1.923197469980932e-06,-0.4952419996261596,promethazine,HT29
11201853,DLL3,2.6700958942684474e-06,-0.7061876654624939,promethazine,HT29
11201854,COL4A6,2.7002724981005616e-06,-0.3735850155353546,promethazine,HT29
11201855,TRPM6,2.730776251860385e-06,-0.5662170648574829,promethazine,HT29
11201856,COL4A5,2.9703293621950706e-06,-0.5704427361488342,promethazine,HT29
11201857,WIPF1,3.7740028619301776e-06,-0.4372439682483673,promethazine,HT29
11201858,CROT,4.180529728691606e-06,-0.863048255443573,promethazine,HT29
11201859,RALGAPA1,4.215269986233533e-06,-0.6709156036376953,promethazine,HT29
11201860,CAMK4,4.333079885001337e-06,-0.4720100462436676,promethazine,HT29
11201861,TTLL7,4.333079885001337e-06,-0.5549727082252502,promethazine,HT29
11201862,CCR8,4.381081708011557e-06,-0.8794415593147278,promethazine,HT29
11201863,CSH1,5.081105681771914e-06,-0.6021422147750854,promethazine,HT29
11201864,LYST,5.165191064169922e-06,-0.5875821113586426,promethazine,HT29
11201865,EMC2,5.165191064169922e-06,-0.3197160363197326,promethazine,HT29
11201866,APRT,5.2793795671677234e-06,0.2957514524459839,promethazine,HT29
11201867,SNX1,5.545206740071322e-06,-0.4846706986427307,promethazine,HT29
11203848,CRHR2,1.1339596706341728e-11,-0.3831582367420196,losartan,HT29
11203849,CHRNE,2.498128048388837e-09,-0.3227774202823639,losartan,HT29
11203850,ZNF550,4.114818286539852e-09,-0.2737101316452026,losartan,HT29
11203851,ART1,6.6844076105856434e-09,-0.2461829930543899,losartan,HT29
11203852,CPLANE2,9.474813938222204e-09,-0.4238738715648651,losartan,HT29
11203853,CASS4,1.2775649393953929e-08,-0.2540830969810486,losartan,HT29
11203854,BUB1B,1.4072637877367262e-08,-0.1208126917481422,losartan,HT29
11203855,GHSR,1.4953950411886612e-08,-0.4309995472431183,losartan,HT29
11203856,MCC,1.7429235119148438e-08,-0.410180389881134,losartan,HT29
11203857,VCPIP1,1.994442648622212e-08,-0.3211049437522888,losartan,HT29
11203858,TCP10L,2.037249847797653e-08,-0.381164938211441,losartan,HT29
11203859,CLU,2.0957158896381227e-08,0.4167730212211609,losartan,HT29
11203860,TRAPPC10,2.1406311116235357e-08,-0.3128930032253265,losartan,HT29
11203861,SLC5A5,2.3545810527012045e-08,-0.2499276399612426,losartan,HT29
11203862,CCDC33,2.4997886493682456e-08,-0.3681378960609436,losartan,HT29
11203863,ZBTB7B,3.1725170156244865e-08,-0.3471129834651947,losartan,HT29
11203864,KCNAB3,4.2486063024707466e-08,-0.326987087726593,losartan,HT29
11203865,RBMY2FP,4.827954193438058e-08,-0.271549791097641,losartan,HT29
11203866,SLC9A3,5.172278566589716e-08,-0.2579137980937958,losartan,HT29
11203867,SLC18A3,5.7534835092932355e-08,-0.2920442819595337,losartan,HT29
11205848,GFI1,7.51870884209969e-10,-0.1625574082136154,sildenafil,HT29
11205849,CFAP410,4.3613443350088855e-08,-0.2445761859416961,sildenafil,HT29
11205850,R3HDM1,4.612067208501726e-08,-0.2028329968452453,sildenafil,HT29
11205851,INPP5J,9.132841836631397e-08,-0.2998980283737182,sildenafil,HT29
11205852,STAG3,1.1469180638697072e-07,-0.1600581109523773,sildenafil,HT29
11205853,HMGB2,1.2828938123100986e-07,-0.1173924654722213,sildenafil,HT29
11205854,OXCT1,1.3164199006829298e-07,-0.2734119892120361,sildenafil,HT29
11205855,TEX13B,1.459201238902728e-07,-0.2159407585859298,sildenafil,HT29
11205856,NGLY1,1.459201238902728e-07,-0.2012182772159576,sildenafil,HT29
11205857,SLC39A2,1.66694445645327e-07,-0.2425312101840973,sildenafil,HT29
11205858,CPLANE2,2.382849874275127e-07,-0.2705239951610565,sildenafil,HT29
11205859,INO80D,2.680622869581476e-07,-0.1756706684827804,sildenafil,HT29
11205860,CRHR2,2.687059230310143e-07,-0.2017715871334076,sildenafil,HT29
11205861,YLPM1,2.8941570214165936e-07,-0.1367639750242233,sildenafil,HT29
11205862,TLE1,3.241682828195417e-07,0.0566612556576728,sildenafil,HT29
11205863,PDPK1,3.5357645305571266e-07,0.1310403794050216,sildenafil,HT29
11205864,GALNT10,4.242964216614444e-07,-0.1626187413930893,sildenafil,HT29
11205865,PDZD2,5.430453319377988e-07,0.1162969395518302,sildenafil,HT29
11205866,SLC10A1,5.591540393471819e-07,-0.2365110367536544,sildenafil,HT29
11205867,FRS3,5.637464092696446e-07,-0.2219958454370498,sildenafil,HT29
11207848,DUSP6,1.6716803741435983e-24,-0.07491035759449,curcumin,HT29
11207849,DRAP1,2.0516567491562721e-22,0.1099969744682312,curcumin,HT29
11207850,TJP2,6.0543200776958185e-21,-0.1522056013345718,curcumin,HT29
11207851,GSTZ1,8.169030012234118e-20,-0.3767293989658355,curcumin,HT29
11207852,PITPNB,5.018046027838869e-19,-0.2101280242204666,curcumin,HT29
11207853,CLDN8,1.4338220055392082e-18,0.201364666223526,curcumin,HT29
11207854,PRAME,1.5958705485788812e-18,0.1414977014064788,curcumin,HT29
11207855,TFDP1,6.346722626661482e-18,-0.2871504127979278,curcumin,HT29
11207856,ZNF107,1.7869126364750528e-17,0.1943505853414535,curcumin,HT29
11207857,CAT,5.0360912303270425e-17,-0.2021524757146835,curcumin,HT29
11207858,HADH,7.664595765537265e-17,-0.102712407708168,curcumin,HT29
11207859,ZNF706,9.617530991721844e-17,-0.1967693120241165,curcumin,HT29
11207860,PHGDH,1.0532607212663504e-16,-0.0936984047293663,curcumin,HT29
11207861,RELB,2.0011976322876206e-16,-0.316610187292099,curcumin,HT29
11207862,ITPK1,2.0917513378332123e-16,-0.2904715836048126,curcumin,HT29
11207863,POMGNT1,9.590737596864234e-16,0.1586176007986068,curcumin,HT29
11207864,MS4A3,1.1972084529198942e-15,0.1517779976129531,curcumin,HT29
11207865,SOX4,1.7505213554034302e-15,-0.3036943078041076,curcumin,HT29
11207866,EFR3A,1.8561424158180706e-15,-0.2269930839538574,curcumin,HT29
11207867,HLA-DMA,1.9099182199139183e-15,-0.0859432220458984,curcumin,HT29
11209848,KEAP1,7.404371192678928e-116,-0.402567446231842,vorinostat,HT29
11209849,NSMAF,3.041542132528491e-102,-0.5818722248077393,vorinostat,HT29
11209850,SF3B3,3.1930278875832112e-102,-0.5377521514892578,vorinostat,HT29
11209851,DKC1,1.1392807763392484e-100,-0.3792678117752075,vorinostat,HT29
11209852,GLRX,2.270585793344769e-99,0.3567346334457397,vorinostat,HT29
11209853,FOXO4,7.369174687238055e-98,0.4358115196228027,vorinostat,HT29
11209854,URB2,2.9178894225401362e-96,-0.6159520745277405,vorinostat,HT29
11209855,SENP6,5.1871738113905916e-95,-0.4636294841766357,vorinostat,HT29
11209856,NAT10,1.5957793776668052e-93,-0.4803269207477569,vorinostat,HT29
11209857,INPP1,1.9067637602080918e-93,-0.2968530058860779,vorinostat,HT29
11209858,TRMT11,9.958384331850335e-93,-0.436205118894577,vorinostat,HT29
11209859,BCLAF1,3.1101885484782927e-91,-0.5047495365142822,vorinostat,HT29
11209860,MRPL3,5.4158392539086455e-90,-0.36843141913414,vorinostat,HT29
11209861,PMF1,5.530108359565827e-90,-0.5032718181610107,vorinostat,HT29
11209862,MTPAP,7.4350277857506475e-90,-0.4825555682182312,vorinostat,HT29
11209863,SRSF7,7.840533161442909e-90,-0.4476763308048248,vorinostat,HT29
11209864,MAK16,8.718917473668347e-90,-0.5539535880088806,vorinostat,HT29
11209865,UTP25,2.705049680310293e-89,-0.5306146144866943,vorinostat,HT29
11209866,CCNA2,5.62961351445839e-89,-0.366676777601242,vorinostat,HT29
11209867,NFKB1,9.950162487167546e-89,-0.5090795159339905,vorinostat,HT29
11211848,HMOX1,1.7105190384607893e-25,0.2752386331558227,rosiglitazone,HT29
11211849,ELOVL6,2.6749039921719654e-19,0.1476472020149231,rosiglitazone,HT29
11211850,ARID5B,3.2322260069942003e-16,-0.3348112106323242,rosiglitazone,HT29
11211851,ATP1B1,1.7880561783523304e-14,-0.096172347664833,rosiglitazone,HT29
11211852,SOX4,2.4656186678223272e-14,-0.2737757563591003,rosiglitazone,HT29
11211853,HEXA,7.53653452841097e-14,-0.2012688070535659,rosiglitazone,HT29
11211854,MYC,7.566601311494955e-14,0.1415907889604568,rosiglitazone,HT29
11211855,PPARG,8.800799692858184e-14,-0.1585338413715362,rosiglitazone,HT29
11211856,DHRS7,8.835817360663673e-14,-0.2963500320911407,rosiglitazone,HT29
11211857,GLRX,1.39249768286288e-13,-0.2523025274276733,rosiglitazone,HT29
11211858,VPS13C,1.47432360080469e-13,-0.231350764632225,rosiglitazone,HT29
11211859,FOSL1,1.4801377701453022e-13,0.2241625636816024,rosiglitazone,HT29
11211860,LRP10,5.18348021370448e-13,-0.1335187554359436,rosiglitazone,HT29
11211861,BLMH,6.526905175458807e-13,0.2536318302154541,rosiglitazone,HT29
11211862,STMN1,7.592196458476464e-13,-0.1799634248018264,rosiglitazone,HT29
11211863,PHKB,2.1906803354561138e-12,-0.1802668571472168,rosiglitazone,HT29
11211864,CFLAR,3.6240506915886496e-12,-0.2382174730300903,rosiglitazone,HT29
11211865,TRAP1,6.361928595817876e-12,0.0938634276390075,rosiglitazone,HT29
11211866,NOP16,1.0664167429647162e-11,0.1569445133209228,rosiglitazone,HT29
11211867,TUG1,1.2395931009348578e-11,-0.2476177662611007,rosiglitazone,HT29
11213848,TRPM6,1.4780242134808023e-06,-0.5736382007598877,gossypol,HT29
11213849,TRIP11,1.8585576631628155e-06,-0.6259413361549377,gossypol,HT29
11213850,ATG4A,1.901414543674956e-06,-0.7228589057922363,gossypol,HT29
11213851,RBM15B,2.2228241803409004e-06,-0.2575171589851379,gossypol,HT29
11213852,ZC4H2,2.746151866130549e-06,-0.7286374568939209,gossypol,HT29
11213853,ELP3,3.248034810157353e-06,-0.5653004050254822,gossypol,HT29
11213854,UTRN,3.302805106838936e-06,-0.5122979879379272,gossypol,HT29
11213855,CCR8,3.5902092679015207e-06,-0.7892916202545166,gossypol,HT29
11213856,YWHAH,3.610198939895185e-06,-0.4396436810493469,gossypol,HT29
11213857,ZNF280A,3.650498878988272e-06,-0.7681318521499634,gossypol,HT29
11213858,GH2,3.650498878988272e-06,-0.4706704318523407,gossypol,HT29
11213859,EIF4EBP1,3.691229909278772e-06,0.5472204089164734,gossypol,HT29
11213860,ABCC2,4.169010736042914e-06,-0.3810987770557403,gossypol,HT29
11213861,RPGR,4.405273268632743e-06,-0.4966748058795929,gossypol,HT29
11213862,PHLPP2,4.679968694967177e-06,-0.4365221560001373,gossypol,HT29
11213863,DGKG,4.757687725019564e-06,-0.5818650722503662,gossypol,HT29
11213864,UBR7,4.97102890696047e-06,-0.4031997919082641,gossypol,HT29
11213865,RBMS2,5.1935144265149214e-06,-0.6919739842414856,gossypol,HT29
11213866,BTD,5.221986468751125e-06,-0.4688073098659515,gossypol,HT29
11213867,CD177,5.236278476783097e-06,-0.4197632372379303,gossypol,HT29
11215848,AGPS,1.9731928363622129e-07,-0.219332605600357,capsaicin,HT29
11215849,IL9,2.528526761895859e-07,-0.2128789722919464,capsaicin,HT29
11215850,PEX6,4.468689172978568e-07,-0.2142908722162246,capsaicin,HT29
11215851,ROBO3,4.680901473256098e-07,-0.3198505043983459,capsaicin,HT29
11215852,MTUS2,7.389055475033553e-07,-0.1692027002573013,capsaicin,HT29
11215853,GRAMD2B,1.0051131488970625e-06,-0.1628783196210861,capsaicin,HT29
11215854,TMEM30A,1.028018416152668e-06,-0.2049740552902221,capsaicin,HT29
11215855,B4GALT1,1.0514256708160237e-06,-0.2797745764255523,capsaicin,HT29
11215856,NDC1,1.180139522495637e-06,-0.1778021603822708,capsaicin,HT29
11215857,APAF1,1.180139522495637e-06,-0.2602896094322204,capsaicin,HT29
11215858,RABGAP1,1.2282792950475646e-06,-0.1722923964262008,capsaicin,HT29
11215859,CPLX2,1.2783052792315516e-06,-0.2579851448535919,capsaicin,HT29
11215860,MAG,1.2783052792315516e-06,-0.2292557805776596,capsaicin,HT29
11215861,POU3F4,1.4987223794938796e-06,-0.1965918242931366,capsaicin,HT29
11215862,PUM3,1.7917706910469468e-06,-0.1114825680851936,capsaicin,HT29
11215863,ROS1,1.8519840793198936e-06,-0.2803224921226501,capsaicin,HT29
11215864,SUV39H2,1.9322627478313347e-06,-0.2328390777111053,capsaicin,HT29
11215865,POU1F1,1.941386239339064e-06,-0.2000235021114349,capsaicin,HT29
11215866,SERPINB8,1.9659183270450628e-06,-0.2525935173034668,capsaicin,HT29
11215867,ASMT,2.782910145405276e-06,-0.2036716490983963,capsaicin,HT29
11217848,TMEM131L,3.7042045710511004e-10,-0.201649010181427,ASN-05257430,HT29
11217849,TM9SF4,5.611198648579515e-10,-0.2626279294490814,ASN-05257430,HT29
11217850,CDK2,1.8484371572765718e-09,-0.3062216639518738,ASN-05257430,HT29
11217851,ELP3,3.1398103186132382e-09,-0.3439652621746063,ASN-05257430,HT29
11217852,RPA2,3.6949473156238283e-09,-0.2015483826398849,ASN-05257430,HT29
11217853,UPB1,4.4339128472083e-09,-0.3777655959129333,ASN-05257430,HT29
11217854,TP53BP1,9.902599561597884e-09,-0.1165478304028511,ASN-05257430,HT29
11217855,KTN1,1.0301723359138288e-08,-0.1779495626688003,ASN-05257430,HT29
11217856,KLHL9,1.2543770106630394e-08,-0.2199991643428802,ASN-05257430,HT29
11217857,ABCB11,1.4332074937989895e-08,-0.3543077707290649,ASN-05257430,HT29
11217858,LAGE3,1.4558081832307018e-08,0.2064980417490005,ASN-05257430,HT29
11217859,OXCT1,1.825119500539885e-08,-0.4260857403278351,ASN-05257430,HT29
11217860,MPDZ,1.87541878558136e-08,-0.2329747080802917,ASN-05257430,HT29
11217861,SPRR1B,1.987776462942092e-08,-0.3620116114616394,ASN-05257430,HT29
11217862,LGALS8,2.9000718373691854e-08,-0.2130420207977295,ASN-05257430,HT29
11217863,MAPK1,3.20349366738044e-08,-0.2107744067907333,ASN-05257430,HT29
11217864,IRGQ,4.9946436966343536e-08,-0.2410522699356079,ASN-05257430,HT29
11217865,LAMA5,5.147520499600163e-08,0.3524558544158935,ASN-05257430,HT29
11217866,PTPRG,6.375856115326495e-08,-0.1950901746749878,ASN-05257430,HT29
11217867,HSPA2,6.832363672057905e-08,-0.2975475192070007,ASN-05257430,HT29
11219848,ZNF423,6.729468468548239e-12,0.2366984784603119,carbamazepine,HT29
11219849,MFHAS1,2.31543911473454e-11,0.2232078909873962,carbamazepine,HT29
11219850,ZNF302,4.9950442397222447e-11,0.2174458354711532,carbamazepine,HT29
11219851,DYRK2,6.296141755631655e-11,0.1678375601768493,carbamazepine,HT29
11219852,DNAJB1,1.1283248270975396e-10,0.0354500263929367,carbamazepine,HT29
11219853,CSRNP2,1.5258161839844294e-10,0.2044473886489868,carbamazepine,HT29
11219854,SIGMAR1,1.8339674012119862e-10,-0.1817174404859542,carbamazepine,HT29
11219855,SEMG1,1.9031318208001528e-10,0.2115644216537475,carbamazepine,HT29
11219856,NPY1R,2.1815543829938403e-10,0.2592043578624725,carbamazepine,HT29
11219857,MBD2,2.5358528213335253e-10,-0.225710779428482,carbamazepine,HT29
11219858,OLFM1,3.44279299981465e-10,0.6648151874542236,carbamazepine,HT29
11219859,NUP88,4.2027552221997344e-10,-0.062248945236206,carbamazepine,HT29
11219860,EIF1B,4.2427629616623207e-10,0.1458344161510467,carbamazepine,HT29
11219861,CD52,5.561691411241651e-10,0.1964065730571746,carbamazepine,HT29
11219862,PAPSS2,7.928399670820112e-10,0.2370442301034927,carbamazepine,HT29
11219863,CSF3R,7.928399670820112e-10,-0.1238391399383544,carbamazepine,HT29
11219864,BMP7,1.02077554022045e-09,0.2259199023246765,carbamazepine,HT29
11219865,PLIN2,1.183706353867326e-09,0.1205435320734977,carbamazepine,HT29
11219866,ODF2,1.432067648650392e-09,-0.2186234444379806,carbamazepine,HT29
11219867,ZNF140,2.7360260181709355e-09,0.1669821143150329,carbamazepine,HT29
11221848,BIRC2,2.9564919274022154e-13,-0.2876758277416229,olaparib,HT29
11221849,OTUD3,4.1537526301692774e-13,-0.3178750574588775,olaparib,HT29
11221850,SYNRG,4.290310013736419e-12,-0.1607401967048645,olaparib,HT29
11221851,ADRA2A,1.5987996835941115e-11,-0.1922571212053299,olaparib,HT29
11221852,CEP170,8.265819135127902e-11,-0.1435844600200653,olaparib,HT29
11221853,IGF2BP2,9.481194123869303e-11,-0.1391579061746597,olaparib,HT29
11221854,LRPAP1,1.494760142470383e-10,-0.2036007344722747,olaparib,HT29
11221855,PSEN2,4.4785935852519206e-10,-0.1670853644609451,olaparib,HT29
11221856,PTPN6,9.224994648236975e-10,-0.2277890592813491,olaparib,HT29
11221857,IL1B,1.1323171358077442e-09,0.379312515258789,olaparib,HT29
11221858,DAG1,2.029170497484365e-09,-0.1038713678717613,olaparib,HT29
11221859,CDK5R1,2.4192472768008783e-09,-0.2165496796369552,olaparib,HT29
11221860,PTEN,2.803186035853147e-09,-0.2166023254394531,olaparib,HT29
11221861,KCTD12,2.807076551094609e-09,0.0870876088738441,olaparib,HT29
11221862,EBNA1BP2,3.3741924052956143e-09,-0.103945143520832,olaparib,HT29
