names,logfoldchanges,condition
CD40LG,-0.680968165,CHD7
F5,-0.533196509,CHD7
HNRNPM,-0.319910258,CHD7
GEMIN2,-0.64441359,CHD7
SMARCA5,-0.94430697,CHD7
PTPN2,-0.911287904,CHD7
LMO7,-0.956882179,CHD7
COQ8A,-0.805604458,CHD7
BBS7,-0.604820073,CHD7
APOH,-0.29755193,CHD7
THRAP3,-1.001773477,CHD7
HSP90B1,-0.570618629,CHD7
CARMIL1,-1.425812721,CD52
SCAMP1,-0.972004533,CD52
HSPD1,-0.32640034,CD52
HSP90B1,-0.569393039,CD52
MXD1,-0.87626487,CD52
BBS7,-0.653523922,CD52
FBN1,-0.718306243,CD52
TRAM1,-0.367895275,CD52
SMARCA5,-0.932251155,CD52
CBX1,-0.427676558,CD52
ADH7,-0.519943178,CD52
WDR48,-0.585621655,CD52
CHMP1B,-0.851539373,CD52
EPAS1,-0.449469686,CD52
SP1,-0.974978507,CD52
CNOT6,-0.474561334,CD52
RHEB,-0.137253165,CD52
TWSG1,-0.631574988,CD52
CTPS2,-0.489409268,CD52
MERTK,-0.686152816,CD52
CREG1,-0.355910093,CREG1
CEMIP2,-0.232087731,CREG1
NDUFAB1,0.227114916,CREG1
TGFBR2,-1.03249979,CREG1
HMOX1,-0.250512928,CREG1
SLC22A18,-0.371474236,CREG1
SENP2,-0.714657605,CREG1
LAMP1,-0.362220645,CREG1
CLK2,-0.617708981,CREG1
CD47,-0.436339527,CREG1
TCTN2,-0.44934091,CREG1
RNASEL,-0.624755561,CREG1
ITGB5,-0.363561571,CREG1
CALCA,-0.735571682,CREG1
HIPK3,-0.643061101,CREG1
PREP,-0.373512775,CREG1
ORMDL2,-0.321809649,CREG1
PAPPA,-0.300797582,CREG1
SYNJ2,-0.524212122,CREG1
AATK,-0.75020653,CREG1
USP39,-0.676090837,COPA
NEIL3,-1.204273224,COPA
CEMIP2,-0.527262449,COPA
TACC3,-1.401608706,COPA
CDCA3,-1.187963724,COPA
ASF1B,-1.93559444,COPA
TPX2,-1.204301,COPA
EIF2AK3,0.669172227,COPA
NUP188,-1.544784904,COPA
UBE2C,-1.114985228,COPA
CTCF,-0.381709844,COPA
MAGEH1,0.713684022,COPA
POLA2,-1.354265809,COPA
KIF18B,-1.106762648,COPA
HMGB1,-0.658087015,COPA
TTK,-1.510069966,COPA
SEMA4F,-0.870575786,COPA
BUB1,-1.032179236,COPA
NSD2,-1.476138473,COPA
PSMD11,-1.003665566,COPA
PRB1,-1.167611599,TNKS
RASGRF1,-1.024751186,TNKS
CALU,-0.436718732,TNKS
HOXC8,-1.292016745,TNKS
PRB4,-0.65745151,TNKS
COQ8A,-0.958468199,TNKS
PRB3,-0.820794761,TNKS
ODAM,-0.725080132,TNKS
GIP,-0.714347541,TNKS
PFKL,-1.045700312,TNKS
KIF2C,-1.137477875,TNKS
BOP1,-0.402193695,TNKS
PDE11A,-0.73101753,TNKS
TADA2A,-1.237080455,TNKS
PTPN2,-1.14282608,TNKS
EIF4EBP1,-0.867864788,TNKS
ARMCX1,0.605257273,TNKS
DBP,-1.138682723,TNKS
TNFRSF1B,-0.571219862,TNKS
TRPV4,-1.361670375,TNKS
LSM7,0.376218319,CNTFR
POP4,0.235908762,CNTFR
CCNB2,0.103589132,CNTFR
PLEC,-0.828189969,CNTFR
IGF1R,-0.560771704,CNTFR
TTC39A,-0.489840865,CNTFR
DHX35,0.69457382,CNTFR
COL1A1,-0.594494522,CNTFR
MAP7,-0.301753789,CNTFR
SMARCA5,-0.966270983,CNTFR
TSPOAP1,0.588707209,CNTFR
COL4A2,-0.354606539,CNTFR
HSP90B1,-0.603878438,CNTFR
P4HA2,-0.666323364,CNTFR
CDK16,-0.594142556,CNTFR
KLRB1,0.541540921,CNTFR
SOX4,-0.55129528,CNTFR
GMNN,0.246302202,CNTFR
HBZ,0.464221209,CNTFR
PHF3,-0.732419431,CNTFR
ELP4,-0.926897109,P2RX1
DCXR,-1.11282289,P2RX1
BRCA1,-1.016292453,P2RX1
RNASEH2A,-0.836502731,P2RX1
EVL,-1.067906618,P2RX1
SPC25,-0.920750141,P2RX1
CDCA3,-0.743782878,P2RX1
PFKL,-1.199126601,P2RX1
WDHD1,-1.170302868,P2RX1
AKT1,-0.431454301,P2RX1
HOOK2,-1.089665532,P2RX1
CDK1,-0.937854707,P2RX1
CDCA4,-0.950523734,P2RX1
CHAF1B,-1.163193703,P2RX1
THEM6,-0.882365704,P2RX1
ASF1B,-0.877682388,P2RX1
PAQR4,-0.866310418,P2RX1
GALK1,-0.896160126,P2RX1
IMPA2,-0.632313132,P2RX1
TADA2A,-1.372644424,P2RX1
CPSF4,0.458064169,HAPLN2
RMDN3,0.569816411,HAPLN2
PTK2B,0.890571356,HAPLN2
SERPINB2,0.635175407,HAPLN2
MBIP,-0.973069072,HAPLN2
CARMIL1,-1.310142875,HAPLN2
MYO5C,-0.638488889,HAPLN2
PTPRK,0.539328039,HAPLN2
ARHGEF12,-1.30848074,HAPLN2
TSPOAP1,0.616976202,HAPLN2
TBP,-0.496037364,HAPLN2
GAA,-0.467962533,HAPLN2
ARID5A,0.505354047,HAPLN2
CD44,0.244832829,HAPLN2
GEMIN2,-0.676047564,HAPLN2
RCN2,-0.998274446,HAPLN2
PXN,0.314961642,HAPLN2
PTPN2,-1.088549137,HAPLN2
ZNHIT3,-0.563547194,HAPLN2
ITGAM,0.435666144,HAPLN2
CALU,-0.474944443,ALB
HIVEP2,-0.77374208,ALB
CD5,-1.2581743,ALB
RNASEL,-0.882726133,ALB
COL1A1,-0.662295461,ALB
P4HA2,-0.962347567,ALB
EFNA3,-1.015371799,ALB
AMDHD2,-1.427179456,ALB
INPP5J,-0.818577826,ALB
GREB1L,-0.705724597,ALB
FBXW7,-1.025227189,ALB
DSTN,-0.375862181,ALB
IL1R2,-0.547373652,ALB
FYCO1,-0.59688431,ALB
ALPI,-1.111535668,ALB
MUC13,-0.376859725,ALB
MGAT1,-0.600411534,ALB
PRB3,-0.720571756,ALB
DAPK2,-0.712254703,ALB
GSN,-0.69205457,ALB
RRAGA,-0.519438267,MANSC1
BTBD3,-0.596497953,MANSC1
MS4A1,0.36168015,MANSC1
RNF38,-0.812761962,MANSC1
E2F5,-0.502895951,MANSC1
TPGS2,-0.348651469,MANSC1
GNPDA1,-0.223276749,MANSC1
HTRA1,0.60072583,MANSC1
ZNF24,-0.494254678,MANSC1
SUZ12,-0.362670332,MANSC1
GRAMD1C,0.265516788,MANSC1
MAPK1IP1L,-0.217321798,MANSC1
AP2A2,-0.350497931,MANSC1
UBXN2B,-0.350768477,MANSC1
LPAR3,-0.497846812,MANSC1
CD80,0.431158751,MANSC1
FNBP1L,-0.320931703,MANSC1
IL2RG,0.665059328,MANSC1
PPP2R5E,-0.151706353,MANSC1
GLYAT,0.420632482,MANSC1
JPT2,-0.727229595,NKX3-1
MNT,-0.676327467,NKX3-1
TPP1,-0.41398716,NKX3-1
UBXN2B,-0.492077976,NKX3-1
CDH5,-0.4762972,NKX3-1
TMEM70,-0.679071069,NKX3-1
TCF12,-0.454939812,NKX3-1
SLC35G2,-0.298924863,NKX3-1
RRAGA,-0.651541948,NKX3-1
IL7R,0.553541958,NKX3-1
FGG,-0.401184589,NKX3-1
PGF,-0.4712044,NKX3-1
RNF38,-0.819760501,NKX3-1
RYK,-0.387766242,NKX3-1
PUS7L,0.467351377,NKX3-1
FAM50B,0.495651484,NKX3-1
PPP4R1,-0.456358761,NKX3-1
AP2A2,-0.431834489,NKX3-1
LAMB1,-0.315779358,NKX3-1
ARHGEF40,-0.419615269,NKX3-1
TXNL1,-0.566611707,PUS7
SPIN1,-0.810230851,PUS7
RRAGA,-0.876378715,PUS7
IFT74,-0.502882242,PUS7
CALU,-0.332050711,PUS7
NFIB,-0.558406532,PUS7
CD163,-0.512584627,PUS7
GNPDA1,-0.242540509,PUS7
TPGS2,-0.413314283,PUS7
ATP6V1H,-0.598267555,PUS7
MEX3C,-0.624890804,PUS7
SMAD4,-0.521552563,PUS7
FOCAD,-0.569980145,PUS7
SLC9A6,-0.45352748,PUS7
NSF,-0.708210409,PUS7
HPRT1,-0.448480994,PUS7
APOBEC3C,0.350978076,PUS7
TMEM47,-0.558829784,PUS7
MAP1B,-0.340107203,PUS7
CR2,0.396533161,PUS7
SSBP2,-0.965937793,RGL1
RRAGA,-0.692609489,RGL1
MAGOH,0.271063656,RGL1
CCL19,0.311137617,RGL1
RNF38,-0.839227438,RGL1
JPT2,-0.530736208,RGL1
FOCAD,-0.4462924,RGL1
PCSK5,-0.397107542,RGL1
IGF1R,-0.296138018,RGL1
SEMA3A,-0.451599747,RGL1
INPP4A,-0.622389495,RGL1
MCC,-0.645280004,RGL1
SPIN1,-0.562572062,RGL1
RSF1,-0.574858129,RGL1
ULK2,-0.30213359,RGL1
ARHGEF40,-0.354144126,RGL1
POLD3,-0.381441623,RGL1
UBE2E3,-0.57553494,RGL1
KLHL29,-0.604685843,RGL1
MNT,-0.440727592,RGL1
CD163,-0.762442887,MNT
RRAGA,-1.185258627,MNT
CAAP1,-0.474747747,MNT
ARHGAP15,0.440916151,MNT
NIPSNAP2,-0.455210596,MNT
PRSS23,-0.11967314,MNT
PYGL,-0.317224383,MNT
FOCAD,-0.568411589,MNT
BTBD3,-0.613941789,MNT
CR2,0.395008177,MNT
SLC9A6,-0.420317352,MNT
PTPRG,-0.489555866,MNT
TCF12,-0.397972316,MNT
IFT74,-0.436567217,MNT
FAM50B,0.473134637,MNT
DNASE1L3,0.30710116,MNT
C1QB,-0.566499591,MNT
ITGB5,-0.361992776,MNT
RAC2,0.268741757,MNT
ZNF329,0.596635282,MNT
JPT2,-0.676398873,OFD1
SSBP2,-0.956440508,OFD1
TRMT2B,0.493718773,OFD1
RRAGA,-0.681049287,OFD1
ARHGAP15,0.412594676,OFD1
MNT,-0.551481485,OFD1
RAC2,0.286593467,OFD1
SLC4A1,0.307729661,OFD1
INTS8,-0.295203,OFD1
PRSS23,-0.13607271,OFD1
DUSP1,-0.438082874,OFD1
AHSP,0.192880809,OFD1
AHCYL1,-0.271850765,OFD1
COL5A2,-0.200435624,OFD1
HBD,0.36489889,OFD1
HOXC4,0.41270557,OFD1
DSTN,-0.286651641,OFD1
AKAP17A,-0.468860149,OFD1
WWC3,-0.385699511,OFD1
YEATS2,-0.515774727,OFD1
PSMB8,0.17604886,RRM1
CDKN1A,0.421479434,RRM1
DUSP14,0.547967672,RRM1
IPO8,-0.93052882,RRM1
SLC16A5,-0.37610057,RRM1
USP22,-0.244056478,RRM1
CCL2,0.203931883,RRM1
ZMAT3,0.380948603,RRM1
WASHC5,-0.226428181,RRM1
KRT6A,0.510567844,RRM1
DDIT4,-0.27014333,RRM1
MRPS28,-0.393539965,RRM1
HLA-C,0.286206365,RRM1
PPP1R11,0.446974605,RRM1
TRIM38,0.492796898,RRM1
ALDH1B1,-0.324363947,RRM1
MTERF1,0.403570175,RRM1
KRT14,0.331325203,RRM1
ITGB5,-0.419181734,RRM1
AP2A2,-0.368208945,RRM1
RRAGA,-0.780902088,MED23
NPHS2,0.415105969,MED23
PRSS23,-0.118628651,MED23
SORL1,0.50332427,MED23
CTSL,-0.160246938,MED23
FOCAD,-0.461773843,MED23
RC3H2,-0.435406327,MED23
DDIT4,-0.264696777,MED23
ARHGAP15,0.401542336,MED23
PRKD3,0.316457719,MED23
IGF1R,-0.290842712,MED23
MS4A1,0.357029527,MED23
RETREG1,0.362781942,MED23
AHCYL1,-0.258307695,MED23
JPT2,-0.47090739,MED23
TRIT1,-0.274524689,MED23
RAC2,0.233752385,MED23
MYC,-0.136833221,MED23
ICAM1,0.425270915,MED23
ZNF329,0.526331306,MED23
RNASEH2A,-0.673014045,TOP2A
ASF1B,-0.989369452,TOP2A
SIVA1,-0.518426359,TOP2A
TACC3,-0.654852569,TOP2A
BIRC5,-0.352854729,TOP2A
CENPO,-1.227285385,TOP2A
CENPM,-0.674318552,TOP2A
GRIN2C,-0.528508902,TOP2A
TEDC2,-0.940856874,TOP2A
DAZAP1,-0.747398257,TOP2A
CDT1,-1.148591638,TOP2A
GTF2A1,-0.526792943,TOP2A
MRPS28,-0.43144691,TOP2A
SF1,-0.383583874,TOP2A
PPP1CA,-0.514352083,TOP2A
IPO8,-0.976728618,TOP2A
INCENP,-0.727838457,TOP2A
CENPA,-0.456611216,TOP2A
HOXA7,-0.582606435,TOP2A
TOP2A,-0.241406009,TOP2A
RRAGA,-0.720265806,QRICH1
JPT2,-0.589860618,QRICH1
CCNL2,-0.663225889,QRICH1
TRMT2B,0.481930673,QRICH1
MMD,-0.367459506,QRICH1
SORL1,0.537052155,QRICH1
CALU,-0.312356859,QRICH1
POLD3,-0.484645814,QRICH1
SCGB1A1,-0.894219041,QRICH1
MNT,-0.527484536,QRICH1
KLF13,-0.590203643,QRICH1
FBLN1,-0.507440269,QRICH1
TCF12,-0.364580899,QRICH1
GSE1,-0.393584102,QRICH1
CST7,0.291669816,QRICH1
LRRC49,-0.392186761,QRICH1
SGSM2,-0.723460019,QRICH1
KYAT3,-0.673306048,QRICH1
MTSS1,-0.691656828,QRICH1
SNCG,-0.686947346,QRICH1
DUSP1,-0.709336042,LIG4
MTSS1,-0.956622541,LIG4
SSBP2,-1.149912953,LIG4
ITPR2,-0.77578944,LIG4
MNT,-0.623355627,LIG4
MAP7D3,-0.708310187,LIG4
TRIM22,-0.436922222,LIG4
PRSS23,-0.13348195,LIG4
CTSL,-0.187413126,LIG4
PRKX,-0.511126459,LIG4
SIX3,-0.624859571,LIG4
RRAGA,-0.446834087,LIG4
ADGRG1,-0.405261725,LIG4
IGF2R,-0.284728467,LIG4
AKAP13,-0.730721772,LIG4
IGF1R,-0.356131732,LIG4
CFH,-0.471525609,LIG4
TPP1,-0.314158499,LIG4
P4HA2,-0.586656153,LIG4
SNCG,-0.722391605,LIG4
TTF1,0.521495163,SHTN1
SLC38A2,-0.626173556,SHTN1
OGFOD1,0.464162797,SHTN1
FGB,-0.34333697,SHTN1
NIP7,0.33085984,SHTN1
TRPM6,-0.714246511,SHTN1
SHCBP1,0.355370879,SHTN1
RFC2,0.370075881,SHTN1
IFNGR1,-0.335428685,SHTN1
FGG,-0.444607019,SHTN1
KLF3,-0.708568156,SHTN1
HEATR3,0.244367942,SHTN1
TSR2,0.437009007,SHTN1
DHFR,0.546570361,SHTN1
FGA,-0.404701144,SHTN1
BACH1,-0.675757468,SHTN1
PLA2G4A,-0.334227651,SHTN1
ALDOB,-0.478174746,SHTN1
TMEM109,0.208446056,SHTN1
SUN2,0.55570972,SHTN1
GLMN,-0.736724555,UNC5C
DSCC1,-0.901427448,UNC5C
NDC80,-1.513564825,UNC5C
TSPAN2,-0.989912391,UNC5C
RPL10A,-0.981378496,UNC5C
TRAFD1,0.483677536,UNC5C
TRIM16,0.266896248,UNC5C
HMG20A,-0.71166718,UNC5C
UBE2W,-1.282272816,UNC5C
TNIP2,0.465255648,UNC5C
MAN1A1,-0.866435289,UNC5C
E2F8,-0.765383959,UNC5C
GRIN1,-0.77187115,UNC5C
EMCN,-0.710980773,UNC5C
PDYN,-0.853764892,UNC5C
RSBN1,-0.996718168,UNC5C
SMCHD1,-0.846124351,UNC5C
RNASEH2B,-0.48431018,UNC5C
ZBTB6,-1.278977275,UNC5C
DNA2,-0.674467385,UNC5C
OGFOD1,0.440178305,SLC16A4
ADAMTS2,-0.707341731,SLC16A4
TTF1,0.481795162,SLC16A4
NIP7,0.299781621,SLC16A4
CD1B,-1.218713522,SLC16A4
DHFR,0.534714341,SLC16A4
GCNT3,-0.216393963,SLC16A4
TMEM109,0.219932035,SLC16A4
YKT6,0.38191241,SLC16A4
HEATR3,0.232503951,SLC16A4
PNOC,-0.577751577,SLC16A4
KITLG,-0.735708952,SLC16A4
TRAPPC3,0.208363339,SLC16A4
NCAPG2,0.352759421,SLC16A4
SLC38A2,-0.530174077,SLC16A4
MAN1A1,-0.78268075,SLC16A4
SUV39H1,0.297211885,SLC16A4
DLX5,-0.642791867,SLC16A4
EPAS1,-0.523566723,SLC16A4
GAB2,-0.521021664,SLC16A4
GPALPP1,-1.0923841,TMF1
SORBS3,0.361193836,TMF1
ZBTB6,-1.467079282,TMF1
PARD6B,-0.720341444,TMF1
PDE5A,-1.223460674,TMF1
KLHL24,-1.02045083,TMF1
NSD3,-1.473945141,TMF1
NIPSNAP3B,-1.335031152,TMF1
RNF146,-0.780920446,TMF1
PDYN,-0.738681018,TMF1
RASSF9,-0.528983712,TMF1
EIF4A2,-0.568423629,TMF1
CCDC121,-0.571629405,TMF1
CENPQ,-0.62660861,TMF1
UNC5C,-1.174774647,TMF1
CARF,-0.859021723,TMF1
RSF1,-0.631124914,TMF1
TRIM23,-0.757071614,TMF1
DCTD,0.405937999,TMF1
MTSS1,-0.71727705,TMF1
UBE2W,-1.312006474,SEMA4G
OPTN,0.535573423,SEMA4G
TRIM23,-0.738681734,SEMA4G
TTK,-0.661310256,SEMA4G
CLIP2,0.419123858,SEMA4G
PTGS2,-0.337045074,SEMA4G
POLG2,-1.001345992,SEMA4G
CHKA,-0.732913554,SEMA4G
NDC80,-1.0103513,SEMA4G
CEP152,-0.625422418,SEMA4G
FOSL2,0.30638364,SEMA4G
LDHC,-0.751302123,SEMA4G
CARF,-0.815474689,SEMA4G
CD1B,-1.118898273,SEMA4G
CHN1,-0.289691389,SEMA4G
SERPINA10,-0.903692663,SEMA4G
CCL16,-0.725954115,SEMA4G
NSG2,-0.67750895,SEMA4G
IL32,0.300764412,SEMA4G
GALK2,-0.654459953,SEMA4G
OGFOD1,0.507356107,SIPA1
FGB,-0.36581105,SIPA1
TTF1,0.482090205,SIPA1
BACH1,-0.771515965,SIPA1
IL37,-1.049702406,SIPA1
TANC2,-0.775344431,SIPA1
FGG,-0.5296067,SIPA1
CCNG2,-0.247424573,SIPA1
RASGRP3,-0.559176683,SIPA1
NIP7,0.303830653,SIPA1
FGA,-0.416663527,SIPA1
BATF3,0.290693045,SIPA1
TRPM6,-0.66815716,SIPA1
CDH2,0.299648345,SIPA1
PAPSS1,-0.820437133,SIPA1
NCAPG2,0.346328974,SIPA1
ANKRD12,-0.97807312,SIPA1
YKT6,0.400896549,SIPA1
EIF4A2,-0.536294043,SIPA1
SALL1,0.247264937,SIPA1
CD1B,-1.621943235,TMCO3
RASSF8,-1.348951459,TMCO3
KLHL24,-1.158630371,TMCO3
CD1E,-2.953507662,TMCO3
BACH1,-0.753674328,TMCO3
CD1A,-0.529584527,TMCO3
ZNF33B,-0.851959825,TMCO3
NABP1,-0.84620589,TMCO3
CARF,-0.832318008,TMCO3
NSD3,-1.29878974,TMCO3
IFRD2,0.283662021,TMCO3
PARD6B,-0.608200431,TMCO3
PKN2,-0.306295007,TMCO3
ZBTB5,-0.630771518,TMCO3
PNOC,-0.614673555,TMCO3
ENTPD1,-0.513684988,TMCO3
EIF4A2,-0.506924748,TMCO3
LATS1,-0.836364985,TMCO3
NIPSNAP3B,-1.094289184,TMCO3
MCPH1,-1.007152915,TMCO3
PDE5A,-1.24334085,SIRPB1
OGFOD1,0.455779135,SIRPB1
EPAS1,-0.480927944,SIRPB1
TRIM23,-0.781861246,SIRPB1
ANKRD12,-0.940047801,SIRPB1
CLDND1,-0.882265329,SIRPB1
BACH1,-0.660557628,SIRPB1
ARHGEF10,0.274295121,SIRPB1
PDYN,-0.713645697,SIRPB1
CCL25,-0.801576495,SIRPB1
ATP5PB,-0.898823202,SIRPB1
FGF7,-0.732839584,SIRPB1
HEATR3,0.259243459,SIRPB1
MAPK8,-1.007106781,SIRPB1
OTC,-0.926003456,SIRPB1
LDLRAP1,0.476613015,SIRPB1
ERO1B,-0.611294031,SIRPB1
NSG2,-0.633477509,SIRPB1
MEP1B,-0.842131257,SIRPB1
EPHB2,0.386523813,SIRPB1
SP1,-0.947756052,SPP1
FOXN2,-0.472775429,SPP1
UNC5C,-0.981478155,SPP1
TAF12,-0.665257394,SPP1
MAPK8,-0.909338176,SPP1
HAND1,-0.548469841,SPP1
METTL16,-0.519833624,SPP1
C17orf80,-0.453260958,SPP1
KPNA5,-0.514127374,SPP1
POU4F2,-0.697628438,SPP1
IPO8,-0.845682561,SPP1
AKAP4,-0.823841095,SPP1
TGFBR1,-0.52129066,SPP1
FHL2,0.394781739,SPP1
RPS2,-0.530594409,SPP1
SLC6A2,-0.6196661,SPP1
EPPIN,-0.64802438,SPP1
SEC14L5,-0.610491633,SPP1
TRIO,0.295363963,SPP1
